cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
22,1.320548,-16.833916,1.5419513600E+02,1.0949299000E+01,154.1950278,10.9496501,0.6618,0.7391,0.2348,16.591,0.352,3.1,2.619E+00,15.171,0.363,3.0,7.998E-01,9.356,0.098,11.1,8.624E-01,7.068,0.290,3.7,1.119E+00,1,0,0.000,0.000,0.000,0.000,0000,BCAB,0,55333.128944,null,null,null,null,null,null,null
23,1.297582,-39.829707,1.5429135300E+02,1.0635640000E+01,154.2911181,10.6359168,0.6881,0.7620,0.2130,16.708,null,0.5,9.340E-01,15.170,0.373,2.9,1.116E+00,9.436,0.100,10.9,1.118E+00,6.962,0.264,4.1,4.079E-01,1,0,0.000,0.000,0.000,0.000,0000,UCAB,0,55333.261248,null,null,null,null,null,null,null
24,0.709531,-86.684087,1.5438696100E+02,1.0323878000E+01,154.3867610,10.3238894,0.5704,0.6107,0.2384,16.869,null,0.3,1.539E+00,14.733,0.237,4.6,1.291E+00,9.071,0.077,14.1,7.010E-01,7.747,0.496,2.2,1.047E+00,1,0,0.000,0.000,0.000,0.000,0000,UBAC,0,55333.393425,null,null,null,null,null,null,null
25,0.574541,-39.186910,1.5448217500E+02,1.0013061000E+01,154.4820726,10.0131847,0.7038,0.7919,0.2601,16.658,null,0.9,4.629E-01,15.022,null,1.3,1.064E+00,9.355,0.093,11.7,6.869E-01,7.697,null,null,1.224E+00,1,0,0.000,0.000,0.000,0.000,0000,UUAU,0,55333.525729,null,null,null,null,null,null,null
26,0.857332,-49.457112,1.5457689700E+02,9.7036770000E+00,154.5767134,9.7038318,0.7765,0.8626,0.0822,17.066,null,null,1.071E+00,15.133,0.349,3.1,1.003E+00,9.511,0.106,10.2,4.988E-01,7.613,0.501,2.2,4.649E-01,1,0,0.000,0.000,0.000,0.000,0000,UBAC,0,55333.658033,null,null,null,null,null,null,null
27,1.317303,-63.249789,1.5467103000E+02,9.3962070000E+00,154.6706988,9.3963717,0.5906,0.6342,0.1482,16.780,null,0.7,1.207E+00,15.391,0.429,2.5,1.193E+00,9.265,0.083,13.0,6.508E-01,7.092,0.273,4.0,1.245E+00,1,0,0.000,0.000,0.000,0.000,0000,UCAB,0,55333.790209,null,null,null,null,null,null,null
31,0.517782,-58.383186,1.7868940200E+02,-3.8863761000E+01,178.6892447,-38.8636856,2.1858,2.3937,0.8329,17.022,null,null,6.740E-01,15.553,null,0.6,1.169E+00,10.647,0.289,3.8,6.433E-01,7.724,null,0.4,1.563E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55380.352865,null,null,null,null,null,null,null
32,2.193893,96.539261,1.7875882700E+02,-3.8920911000E+01,178.7596052,-38.9209804,1.6467,1.7449,0.5271,17.061,null,null,1.868E+00,15.731,null,null,1.091E+00,10.552,0.230,4.7,1.253E+00,7.672,null,0.3,2.127E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55380.485168,null,null,null,null,null,null,null
37,4.682711,-168.381412,1.7903727500E+02,-3.9147759000E+01,179.0369372,-39.1490331,1.8925,1.8924,-0.1422,16.469,0.343,3.2,4.871E-01,15.207,null,0.9,7.033E-01,11.231,0.431,2.5,1.012E+00,7.728,null,0.3,8.088E-01,2,0,0.000,0.000,0.000,0.000,0000,BUCU,0,55381.014256,null,null,null,null,null,null,null
40,3.756860,-59.936071,1.7924702500E+02,-3.9316311000E+01,179.2458576,-39.3157882,0.7741,0.8712,0.3033,15.733,0.185,5.9,1.027E+00,14.804,0.245,4.4,5.949E-01,10.337,0.194,5.6,8.136E-01,7.934,0.540,2.0,1.495E+00,1,0,0.000,0.000,0.000,0.000,0000,BBBC,1,55381.411167,null,null,null,null,null,null,null
44,1.213362,-144.884324,1.7935214900E+02,-3.9399992000E+01,179.3518981,-39.4002677,1.4956,1.4684,0.4842,16.936,null,0.3,6.716E-01,15.762,null,null,8.691E-01,10.267,0.179,6.1,9.595E-01,7.770,null,0.3,5.720E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55381.609559,null,null,null,null,null,null,null
