mjd	w1mpro	w2mpro	w3mpro	w4mpro	ph_qual	sso_flg	date
55265.152121	12.717	12.844	10.859	7.791	AABU	1	2010-03-10 03:39:03.254
55259.395948	13.366	14.293	11.076	6.999	ABUC	0	2010-03-04 09:30:09.907
55259.13134	14.639	15.108	11.271	7.775	ACUU	1	2010-03-04 03:09:07.776
55260.653149	14.801	14.719	10.571	7.226	AUUU	1	2010-03-05 15:40:32.074
55260.917757	15.575	14.947	10.076	6.937	BUUB	1	2010-03-05 22:01:34.205
55263.895042	15.408	15.071	11.162	7.485	BUUC	1	2010-03-08 21:28:51.629
55373.377953	16.816	14.859	8.848	6.48	CBAB	0	2010-06-26 09:04:15.139
55373.444041	16.723	14.936	8.869	6.789	CUAB	0	2010-06-26 10:39:25.142
