cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
3,2.011838,-60.616406,2.5321998000E+02,-2.2586141000E+01,253.2194526,-22.5858668,0.3917,0.4475,0.0871,14.314,0.073,14.9,9.921E-01,14.370,0.236,4.6,9.014E-01,11.100,null,null,8.506E-01,7.833,null,null,1.285E+00,1,0,0.000,0.000,0.000,0.000,0000,ABUU,0,55259.131595,1286095505,15.104,0.048,14.527,0.065,14.316,0.082
11,4.672281,124.312221,2.5329627900E+02,-2.2579572000E+01,253.2974400,-22.5803036,1.4783,1.7381,0.2647,15.910,0.267,4.1,4.591E-01,15.036,null,null,5.645E-01,11.041,null,0.5,1.259E+00,7.276,null,1.0,1.342E+00,1,0,0.000,0.000,0.000,0.000,0000,BUUU,0,55259.594844,70235233,16.518,0.122,16.085,0.202,15.548,0.229
14,4.894438,97.646570,2.5333925200E+02,-2.2575726000E+01,253.3407113,-22.5759069,0.7534,0.8288,-0.1397,15.145,0.134,8.1,1.660E+00,14.881,0.482,2.3,1.117E+00,11.179,null,null,1.476E+00,7.756,null,null,8.955E-01,1,0,0.000,0.000,0.000,0.000,0000,BCUU,0,55259.859452,null,null,null,null,null,null,null
