cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
8,4.793584,162.339981,1.5829857400E+02,1.0554020000E+01,158.2989849,10.5527512,1.4047,1.6036,0.4636,15.079,0.528,2.1,3.510E-01,12.052,0.227,4.8,1.760E+00,null,null,null,null,null,null,null,null,2,0,0.000,0.000,null,null,0000,CBXX,1,55336.833708,null,null,null,null,null,null,null
17,0.481989,122.430563,1.5963557900E+02,1.0144332000E+01,159.6356938,10.1442602,1.4895,1.4661,-0.2408,16.118,0.295,3.7,4.157E-01,14.893,null,1.9,5.620E-01,10.987,0.421,2.6,1.597E+00,7.752,null,null,1.101E+00,1,0,0.000,0.000,0.000,0.000,0000,BUCU,1,55340.405787,null,null,null,null,null,null,null
22,1.384277,80.675827,1.5981309800E+02,1.0088566000E+01,159.8134834,10.0886283,1.5520,1.6266,0.1816,16.948,null,null,9.836E-01,15.435,0.449,2.4,8.337E-01,10.886,0.371,2.9,1.627E+00,7.306,0.349,3.1,9.941E-01,1,0,0.000,0.000,0.000,0.000,0000,UCCB,1,55340.868914,null,null,null,null,null,null,null
28,3.113456,77.458363,1.6001701900E+02,1.0024188000E+01,160.0178763,10.0243758,1.2453,1.3937,0.5101,15.959,0.225,4.8,1.118E+00,14.890,null,1.7,1.220E+00,10.854,null,0.7,8.656E-01,7.274,null,1.4,1.064E+00,1,0,0.000,0.000,0.000,0.000,0000,BUUU,1,55341.398003,null,null,null,null,null,null,null
29,1.253912,152.303363,1.6001707100E+02,1.0024141000E+01,160.0172354,10.0238326,1.0286,1.1830,0.4008,15.959,0.224,4.8,5.897E-01,14.748,0.267,4.1,1.322E+00,10.972,null,0.8,5.194E-01,7.813,null,null,1.556E+00,1,0,0.000,0.000,0.000,0.000,0000,BBUU,1,55341.398130,null,null,null,null,null,null,null
