cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
2,0.293429,2.951155,3.3889517800E+02,-2.3688240000E+00,338.8951822,-2.3687426,0.1030,0.0928,-0.0185,15.023,0.107,10.2,1.545E+00,11.942,0.041,26.5,8.442E-01,6.664,0.015,72.0,2.402E+00,4.685,0.056,19.5,6.991E-01,1,0,0.000,0.000,0.000,0.000,0000,AAAA,0,55346.589556,null,null,null,null,null,null,null
3,0.096344,-140.330599,3.3853119900E+02,-2.4885350000E+00,338.5311819,-2.4885556,0.0779,0.0829,-0.0328,14.301,0.061,17.8,1.090E+00,11.352,0.026,41.9,2.218E+00,6.359,0.015,70.2,3.601E+00,4.500,0.041,26.2,7.792E-01,1,0,0.000,0.000,0.000,0.000,0000,AAAA,0,55346.655644,null,null,null,null,null,null,null
5,2.656085,37.351467,2.0797279900E+02,-1.3267435000E+01,207.9732589,-13.2668485,1.9959,2.2120,0.7253,16.859,null,null,1.065E+00,15.141,null,0.6,1.923E+00,10.503,0.268,4.0,1.210E+00,7.678,null,null,8.064E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55393.985371,null,null,null,null,null,null,null
8,2.342817,-27.794321,2.0800166100E+02,-1.3283002000E+01,208.0013492,-13.2824263,1.4112,1.4932,0.3551,17.022,null,null,4.395E-01,15.530,null,null,1.018E+00,10.484,0.250,4.3,1.295E+00,7.300,0.333,3.3,1.261E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55394.316067,null,null,null,null,null,null,null
21,3.964520,-100.384381,2.0825808100E+02,-1.3414335000E+01,208.2569674,-13.4145335,2.0289,2.2104,0.5873,16.440,0.400,2.7,7.555E-01,14.270,null,1.3,8.856E-01,10.298,null,1.6,1.014E+00,7.146,null,null,1.080E+00,1,0,0.000,0.000,0.000,0.000,0000,CUUU,1,55396.962015,null,null,null,null,null,null,null
26,3.151980,157.671208,2.0830008000E+02,-1.3434940000E+01,208.3004220,-13.4357499,0.7275,0.7933,0.1813,15.445,0.150,7.2,5.509E-01,14.336,0.269,4.0,1.558E+00,10.286,0.224,4.9,1.574E+00,7.617,null,null,6.852E-01,1,0,0.000,0.000,0.000,0.000,0000,BBBU,1,55397.358926,1237064507,16.399,0.104,15.777,0.128,15.377,0.212
29,3.178289,21.663552,2.0832854100E+02,-1.3448791000E+01,208.3288761,-13.4479705,2.3798,2.7105,0.1071,16.787,0.515,2.1,5.150E-01,15.064,null,0.4,1.117E+00,11.131,0.542,2.0,7.790E-01,7.694,null,0.2,1.564E+00,1,0,0.000,0.000,0.000,0.000,0000,CUCU,1,55397.623533,null,null,null,null,null,null,null
