cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
30,0.636072,87.145179,6.9211709000E+01,-1.0547078000E+01,69.2118885,-10.5470692,0.9163,1.0371,-0.1973,16.682,0.346,3.1,1.547E+00,15.063,null,1.5,1.037E+00,10.038,0.145,7.5,4.510E-01,7.612,0.392,2.8,1.859E+00,1,0,0.000,0.000,0.000,0.000,0000,BUBC,1,55245.595068,null,null,null,null,null,null,null
31,0.782633,-86.914966,6.9257769000E+01,-1.0528119000E+01,69.2575482,-10.5281073,0.9622,1.0760,-0.1472,17.051,null,null,7.725E-01,15.469,0.482,2.3,1.041E+00,10.045,0.146,7.4,1.159E+00,7.488,0.416,2.6,9.561E-01,3,0,0.000,0.000,0.000,0.000,0000,UCBC,1,55245.661284,null,null,null,null,null,null,null
32,0.535563,121.215536,6.9303752000E+01,-1.0509104000E+01,69.3038814,-10.5091811,0.9229,1.0741,-0.1814,16.955,null,0.6,6.232E-01,14.905,null,2.0,1.199E+00,9.947,0.138,7.8,8.584E-01,7.502,0.361,3.0,1.050E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55245.727372,null,null,null,null,null,null,null
33,0.540689,-122.863584,6.9349867000E+01,-1.0490126000E+01,69.3497387,-10.4902075,0.8322,0.9798,-0.2475,16.339,null,1.8,6.317E-01,15.216,0.380,2.9,5.364E-01,9.919,0.127,8.6,1.128E+00,7.667,0.454,2.4,1.319E+00,2,0,0.000,0.000,0.000,0.000,0000,UCBC,1,55245.793588,null,null,null,null,null,null,null
34,0.351254,-91.233274,6.9395906000E+01,-1.0471092000E+01,69.3958068,-10.4710941,1.0414,1.1820,0.1687,16.949,null,0.3,1.555E+00,15.100,null,1.4,8.976E-01,10.007,0.150,7.3,9.199E-01,7.520,0.364,3.0,5.557E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55245.859677,null,null,null,null,null,null,null
35,0.493198,-22.137576,6.9396009000E+01,-1.0471138000E+01,69.3959565,-10.4710111,0.8510,0.8859,-0.2416,16.949,null,null,1.450E+00,15.160,0.318,3.4,1.124E+00,9.732,0.110,9.9,9.285E-01,7.574,null,0.6,1.349E+00,2,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55245.859804,null,null,null,null,null,null,null
36,1.210155,-175.251014,6.9442074000E+01,-1.0452094000E+01,69.4420457,-10.4524290,0.7051,0.8001,-0.1006,16.995,0.540,2.0,9.218E-01,14.289,0.166,6.6,1.094E+00,9.805,0.117,9.3,1.231E+00,7.335,null,1.1,8.505E-01,2,0,0.000,0.000,0.000,0.000,0000,CBBU,1,55245.925892,null,null,null,null,null,null,null
37,0.238849,121.534253,6.9488270000E+01,-1.0433085000E+01,69.4883275,-10.4331197,0.7166,0.8183,-0.1438,17.119,null,null,1.278E+00,14.625,0.208,5.2,7.414E-01,9.723,0.115,9.4,1.519E+00,7.733,0.470,2.3,9.655E-01,2,0,0.000,0.000,0.000,0.000,0000,UBBC,1,55245.992108,null,null,null,null,null,null,null
38,0.254268,158.688128,6.9534389000E+01,-1.0414020000E+01,69.5344151,-10.4140858,0.6197,0.6999,-0.2004,17.051,0.515,2.1,1.125E+00,14.869,0.264,4.1,7.326E-01,9.569,0.094,11.5,6.702E-01,7.295,0.289,3.8,2.060E+00,1,0,0.000,0.000,0.000,0.000,00ll,CBAB,1,55246.058196,null,null,null,null,null,null,null
39,0.526954,-44.333806,6.9580640000E+01,-1.0394991000E+01,69.5805360,-10.3948863,0.6780,0.7973,-0.1378,16.882,null,0.4,8.856E-01,15.152,0.439,2.5,1.165E+00,9.502,0.093,11.7,7.814E-01,7.533,null,1.0,1.277E+00,1,0,0.000,0.000,0.000,0.000,0000,UCAU,1,55246.124412,null,null,null,null,null,null,null
40,0.210631,5.886230,6.9626918000E+01,-1.0375954000E+01,69.6269241,-10.3758958,0.6797,0.7804,-0.1237,17.049,null,null,4.455E-01,15.025,0.272,4.0,1.325E+00,9.629,0.097,11.2,9.905E-01,7.351,null,1.4,9.004E-01,1,0,0.000,0.000,0.000,0.000,0000,UBAU,1,55246.190628,null,null,null,null,null,null,null
41,1.017238,-162.306785,6.9673119000E+01,-1.0356860000E+01,69.6730317,-10.3571292,0.7880,0.9252,-0.1833,16.488,null,1.4,7.199E-01,14.899,0.280,3.9,1.913E+00,9.811,0.121,9.0,9.720E-01,7.310,null,1.6,6.467E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55246.256716,null,null,null,null,null,null,null
42,2.464098,-35.749955,6.9719451000E+01,-1.0337803000E+01,69.7190445,-10.3372475,0.8711,0.9942,-0.2341,16.399,null,1.6,8.489E-01,14.831,0.248,4.4,1.286E+00,10.021,0.139,7.8,1.291E+00,7.551,null,1.0,7.550E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55246.322932,null,null,null,null,null,null,null
43,0.717834,-48.930355,6.9765706000E+01,-1.0318690000E+01,69.7655532,-10.3185590,0.9595,1.1814,0.1775,17.081,null,null,1.211E+00,15.372,0.387,2.8,7.848E-01,10.042,0.151,7.2,7.144E-01,7.923,0.514,2.1,8.456E-01,1,0,0.000,0.000,0.000,0.000,0000,UCBC,1,55246.389020,null,null,null,null,null,null,null
44,0.876139,56.845446,6.9765811000E+01,-1.0318736000E+01,69.7660181,-10.3186029,0.9396,1.1218,-0.3170,17.261,null,null,5.227E-01,14.892,0.254,4.3,8.087E-01,10.132,0.160,6.8,1.569E+00,7.165,null,1.7,8.816E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55246.389148,null,null,null,null,null,null,null
45,1.608599,54.842246,6.9812093000E+01,-1.0299613000E+01,69.8124643,-10.2993557,1.3083,1.4291,-0.3044,16.583,null,1.1,1.055E+00,14.831,0.253,4.3,1.355E+00,10.810,0.284,3.8,1.073E+00,7.305,null,1.5,7.847E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55246.455236,null,null,null,null,null,null,null
48,0.553014,21.219495,6.9951311000E+01,-1.0242277000E+01,69.9513675,-10.2421338,0.6269,0.7299,-0.1108,16.999,null,null,5.494E-01,14.809,0.247,4.4,7.484E-01,9.640,0.101,10.8,1.319E+00,7.035,0.225,4.8,1.759E+00,2,0,0.000,0.000,0.000,0.000,0000,UBAB,1,55246.653756,null,null,null,null,null,null,null
49,0.078427,121.862307,7.0044223000E+01,-1.0203992000E+01,70.0442418,-10.2040035,0.5134,0.6113,-0.1244,16.498,null,1.4,8.643E-01,14.071,0.139,7.8,1.170E+00,9.412,0.085,12.7,6.169E-01,7.585,0.441,2.5,7.989E-01,1,0,0.000,0.000,0.000,0.000,0000,UBAC,0,55246.786060,null,null,null,null,null,null,null
50,3.308284,87.904724,7.0137244000E+01,-1.0165669000E+01,70.1381770,-10.1656354,0.1164,0.1341,0.0302,12.881,0.029,38.0,4.949E+01,14.676,0.207,5.2,3.816E+00,9.816,0.120,9.1,3.561E+00,7.789,0.458,2.4,1.034E+00,2,0,0.000,0.000,0.000,0.000,0000,ABBC,0,55246.918364,null,null,null,null,null,null,null
52,0.325681,-154.128777,7.0230478000E+01,-1.0127352000E+01,70.2304379,-10.1274334,0.9852,1.1242,-0.1574,16.735,null,0.6,1.726E+00,14.784,0.251,4.3,1.052E+00,10.005,0.156,7.0,9.581E-01,7.364,null,1.4,9.236E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55247.050796,null,null,null,null,null,null,null
53,0.753595,-74.312892,7.0323715000E+01,-1.0088953000E+01,70.3235103,-10.0888964,1.5419,1.7635,-0.2872,17.120,null,null,9.347E-01,15.020,null,1.5,1.345E+00,10.365,0.218,5.0,6.446E-01,7.931,null,null,9.036E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55247.183100,null,null,null,null,null,null,null
54,0.672248,122.016393,7.0417061000E+01,-1.0050518000E+01,70.4172218,-10.0506170,1.2251,1.4259,-0.3665,17.148,null,null,8.819E-01,15.029,0.336,3.2,4.990E-01,10.329,0.194,5.6,8.654E-01,7.512,null,1.0,1.073E+00,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55247.315404,null,null,null,null,null,null,null
55,0.503262,164.179900,7.0510514000E+01,-1.0012046000E+01,70.5105527,-10.0121805,0.8320,0.9719,-0.2355,17.015,0.513,2.1,9.622E-01,15.342,0.370,2.9,1.178E+00,10.051,0.139,7.8,1.626E+00,7.302,0.291,3.7,7.616E-01,1,0,0.000,0.000,0.000,0.000,0000,CCBB,1,55247.447708,null,null,null,null,null,null,null
56,0.968029,-38.136055,7.0604179000E+01,-9.9735800000E+00,70.6040104,-9.9733685,0.8615,0.9685,-0.2029,16.698,null,0.7,1.445E+00,15.071,0.335,3.2,8.157E-01,9.861,0.126,8.6,7.936E-01,7.668,0.522,2.1,7.767E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBC,1,55247.580139,null,null,null,null,null,null,null
57,3.095132,-15.271386,7.0697849000E+01,-9.9350350000E+00,70.6976191,-9.9342056,0.4066,0.4139,-0.1459,14.666,0.076,14.2,1.283E+00,14.166,0.167,6.5,8.600E-01,9.986,0.155,7.0,2.106E+00,7.937,null,null,1.196E+00,1,0,0.000,0.000,0.000,0.000,0000,ABBU,0,55247.712444,137022642,15.109,0.035,14.784,0.067,14.882,0.112
58,1.115094,-65.713400,7.0791625000E+01,-9.8964540000E+00,70.7913384,-9.8963266,0.8306,0.9595,-0.0549,16.876,null,0.4,7.410E-01,15.541,null,0.1,1.223E+00,10.002,0.142,7.7,9.325E-01,6.688,0.227,4.8,1.427E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55247.844748,null,null,null,null,null,null,null
59,0.932798,124.859860,7.0885509000E+01,-9.8578370000E+00,70.8857248,-9.8579851,0.9005,1.0413,-0.2436,17.059,null,null,8.397E-01,15.014,0.324,3.4,7.493E-01,9.962,0.137,7.9,6.093E-01,7.259,null,1.9,1.415E+00,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55247.977052,null,null,null,null,null,null,null
60,0.893942,-152.670302,7.0979605000E+01,-9.8192270000E+00,70.9794893,-9.8194476,0.7237,0.8145,-0.1692,16.440,null,1.0,1.074E+00,14.841,0.241,4.5,1.501E+00,9.897,0.123,8.8,6.841E-01,7.041,0.243,4.5,1.148E+00,1,0,0.000,0.000,0.000,0.000,0000,UBBB,1,55248.109483,null,null,null,null,null,null,null
61,0.301532,116.597061,7.1073703000E+01,-9.7805390000E+00,71.0737790,-9.7805765,0.7198,0.7499,-0.2172,15.714,0.181,6.0,6.520E-01,14.643,0.221,4.9,9.653E-01,10.127,0.166,6.5,1.362E+00,7.760,0.441,2.5,1.239E+00,1,0,0.000,0.000,0.000,0.000,0000,BBBC,1,55248.241787,137050565,16.769,0.136,16.368,0.219,15.826,0.273
62,0.577337,142.658010,7.1167910000E+01,-9.7418180000E+00,71.1680087,-9.7419455,0.6384,0.7206,-0.1546,16.420,null,1.8,1.190E+00,14.646,0.219,5.0,1.100E+00,9.548,0.097,11.2,7.858E-01,7.761,0.476,2.3,1.197E+00,2,0,0.000,0.000,0.000,0.000,0000,UBAC,1,55248.374092,null,null,null,null,null,null,null
63,0.707993,-102.749005,7.1262224000E+01,-9.7030590000E+00,71.2620294,-9.7031024,0.7829,0.9008,-0.2495,17.087,null,null,1.201E+00,15.015,0.380,2.9,8.979E-01,9.659,0.115,9.4,5.056E-01,7.209,null,1.8,3.262E+00,2,0,0.000,0.000,0.000,0.000,0000,UCBU,1,55248.506396,null,null,null,null,null,null,null
65,0.582423,-50.778187,7.5171479000E+01,-8.1074160000E+00,75.1713524,-8.1073137,0.6557,0.7465,-0.0692,16.498,null,1.4,7.800E-01,14.382,0.181,6.0,5.000E-01,9.668,0.106,10.2,1.197E+00,7.269,null,1.7,1.793E+00,2,0,0.000,0.000,0.000,0.000,0000,UBAU,1,55253.865918,null,null,null,null,null,null,null
67,0.629767,119.672437,7.5368987000E+01,-8.0274380000E+00,75.3691405,-8.0275246,0.8099,0.9452,-0.1837,16.643,null,1.1,9.627E-01,14.735,0.246,4.4,9.214E-01,9.933,0.130,8.4,1.026E+00,7.532,null,0.7,7.204E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55254.130654,null,null,null,null,null,null,null
68,2.934569,150.862119,7.5467840000E+01,-7.9873910000E+00,75.4682408,-7.9881030,0.9580,1.1038,-0.1579,16.474,null,1.1,3.733E-01,15.631,0.538,2.0,1.786E+00,10.123,0.154,7.1,1.028E+00,7.454,0.340,3.2,6.289E-01,1,0,0.000,0.000,0.000,0.000,0000,UCBB,1,55254.262958,null,null,null,null,null,null,null
69,0.968814,-51.043699,7.5566794000E+01,-7.9473180000E+00,75.5665827,-7.9471488,0.9983,1.1024,-0.2092,16.333,0.342,3.2,9.305E-01,15.320,0.402,2.7,1.352E+00,10.323,0.196,5.5,6.985E-01,7.616,0.396,2.7,1.099E+00,1,0,0.000,0.000,0.000,0.000,0000,BCBC,1,55254.395262,null,null,null,null,null,null,null
70,0.179259,53.096358,7.5665850000E+01,-7.9072190000E+00,75.6658902,-7.9071891,0.7346,0.8132,0.2272,16.360,null,1.4,7.044E-01,14.785,0.244,4.5,9.072E-01,9.502,0.103,10.5,1.285E+00,7.599,0.393,2.8,1.308E+00,1,0,0.000,0.000,0.000,0.000,0000,UBAC,1,55254.527566,null,null,null,null,null,null,null
71,0.430527,-121.451662,7.5665958000E+01,-7.9072610000E+00,75.6658550,-7.9073234,0.5812,0.5694,-0.1375,16.815,null,0.4,5.452E-01,14.386,0.192,5.7,9.118E-01,9.324,0.078,14.0,1.358E+00,7.178,0.283,3.8,1.275E+00,1,0,0.000,0.000,0.000,0.000,0000,UBAB,1,55254.527693,null,null,null,null,null,null,null
73,0.724293,-46.536010,7.5864374000E+01,-7.8269890000E+00,75.8642266,-7.8268506,0.7831,0.9268,-0.0673,17.058,null,null,8.393E-01,15.546,0.527,2.1,1.206E+00,9.691,0.113,9.6,1.504E+00,7.724,0.435,2.5,6.426E-01,1,0,0.000,0.000,0.000,0.000,0000,UCBC,1,55254.792301,null,null,null,null,null,null,null
74,1.126265,6.564772,7.5963735000E+01,-7.7868170000E+00,75.9637711,-7.7865062,0.9667,1.1824,-0.1815,16.198,0.284,3.8,2.333E+00,14.865,null,1.8,9.919E-01,10.170,0.167,6.5,9.073E-01,7.854,null,null,6.980E-01,1,0,0.000,0.000,0.000,0.000,0000,BUBU,1,55254.924605,null,null,null,null,null,null,null
75,1.376584,172.600460,7.6063197000E+01,-7.7466190000E+00,76.0632467,-7.7469982,0.7780,0.9124,0.0822,16.790,null,0.6,8.091E-01,14.928,0.273,4.0,1.485E+00,9.716,0.112,9.7,1.370E+00,7.326,null,1.6,1.319E+00,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55255.056910,null,null,null,null,null,null,null
76,0.672760,-64.211925,7.6162868000E+01,-7.7064390000E+00,76.1626982,-7.7063577,0.9377,1.0325,-0.0911,16.984,0.504,2.2,1.358E+00,14.657,0.224,4.9,1.343E+00,9.974,0.165,6.6,5.457E-01,7.138,null,1.9,9.045E-01,1,0,0.000,0.000,0.000,0.000,0000,CBBU,1,55255.189341,null,null,null,null,null,null,null
77,1.202977,-1.087615,7.6262533000E+01,-7.6661940000E+00,76.2625266,-7.6658599,0.9140,1.0155,-0.1234,17.141,null,null,1.698E+00,14.737,0.246,4.4,8.079E-01,10.069,0.207,5.2,7.476E-01,7.540,0.377,2.9,1.102E+00,1,0,0.000,0.000,0.000,0.000,0000,UBBC,1,55255.321645,null,null,null,null,null,null,null
78,1.071062,107.486859,7.6362299000E+01,-7.6259240000E+00,76.3625853,-7.6260134,1.0770,1.2385,-0.1696,16.429,null,1.0,6.817E-01,14.724,0.289,3.8,6.410E-01,9.920,0.183,5.9,8.829E-01,7.535,null,0.6,9.120E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55255.453949,null,null,null,null,null,null,null
79,2.316593,1.421115,7.6462165000E+01,-7.5856290000E+00,76.4621811,-7.5849857,0.8553,1.0030,-0.0488,16.695,0.393,2.8,8.583E-01,14.991,0.274,4.0,6.754E-01,9.992,0.144,7.6,6.708E-01,7.903,0.535,2.0,9.412E-01,1,0,0.000,0.000,0.000,0.000,0000,CBBC,1,55255.586253,null,null,null,null,null,null,null
80,0.507826,16.998734,7.6562243000E+01,-7.5453530000E+00,76.5622846,-7.5452181,1.3452,1.5713,-0.2311,16.530,null,1.5,1.169E+00,14.844,0.295,3.7,6.112E-01,10.542,0.261,4.2,1.240E+00,7.520,null,null,8.464E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55255.718685,null,null,null,null,null,null,null
81,0.503404,56.490081,7.6662312000E+01,-7.5050130000E+00,76.6624296,-7.5049358,1.5776,1.8507,0.2002,16.912,null,null,8.613E-01,14.885,null,1.7,5.063E-01,10.307,0.233,4.7,8.243E-01,7.347,null,0.8,7.354E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55255.850989,null,null,null,null,null,null,null
83,0.211679,-167.930509,7.6762482000E+01,-7.4646490000E+00,76.7624696,-7.4647065,1.4661,1.6551,-0.1734,17.045,null,null,5.422E-01,15.518,0.488,2.2,1.291E+00,10.473,0.227,4.8,6.010E-01,7.169,null,1.7,1.246E+00,1,0,0.000,0.000,0.000,0.000,0000,UCBU,1,55255.983293,null,null,null,null,null,null,null
84,0.378157,37.711579,7.6812659000E+01,-7.4444780000E+00,76.8127238,-7.4443949,0.7837,0.9032,-0.1890,16.934,null,null,5.892E-01,14.704,0.221,4.9,6.876E-01,9.904,0.138,7.9,8.859E-01,6.986,null,1.6,9.489E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55256.049508,null,null,null,null,null,null,null
85,0.905125,-9.603653,7.6862753000E+01,-7.4242600000E+00,76.8627107,-7.4240121,0.8292,1.0286,-0.0751,16.806,null,0.6,9.719E-01,15.154,null,1.5,8.159E-01,9.847,0.123,8.8,5.894E-01,7.545,0.353,3.1,1.366E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55256.115597,null,null,null,null,null,null,null
86,0.540568,-73.916265,7.6862863000E+01,-7.4243020000E+00,76.8627175,-7.4242604,0.8637,1.0040,-0.1897,16.851,null,0.6,1.022E+00,15.274,0.411,2.6,8.290E-01,9.740,0.125,8.7,6.208E-01,7.766,0.517,2.1,8.880E-01,1,0,0.000,0.000,0.000,0.000,0000,UCBC,1,55256.115724,null,null,null,null,null,null,null
87,0.948756,54.963464,7.6912982000E+01,-7.4040790000E+00,76.9131996,-7.4039277,1.0122,1.1828,-0.2421,16.690,null,0.7,1.034E+00,14.904,0.267,4.1,2.109E+00,10.118,0.177,6.1,3.792E-01,7.845,null,null,1.391E+00,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55256.181813,null,null,null,null,null,null,null
88,0.693295,63.243640,7.6963235000E+01,-7.3838920000E+00,76.9634084,-7.3838053,0.6388,0.7448,-0.1206,16.738,0.404,2.7,8.643E-01,14.698,0.224,4.8,1.178E+00,9.551,0.096,11.3,7.326E-01,7.230,null,1.6,7.800E-01,1,0,0.000,0.000,0.000,0.000,0000,CBAU,1,55256.248028,null,null,null,null,null,null,null
89,0.764676,24.877636,7.7013405000E+01,-7.3636580000E+00,77.0134951,-7.3634653,0.7601,0.8646,-0.1216,16.624,null,0.9,7.828E-01,15.029,0.300,3.6,7.070E-01,9.716,0.108,10.0,1.443E+00,7.531,null,0.8,2.001E-01,2,0,0.000,0.000,0.000,0.000,0000,UBAU,1,55256.314117,null,null,null,null,null,null,null
90,0.720920,177.104352,7.7063709000E+01,-7.3434590000E+00,77.0637192,-7.3436590,0.8864,1.0095,-0.1425,16.859,null,0.6,6.725E-01,15.234,0.384,2.8,1.244E+00,9.940,0.137,7.9,1.019E+00,7.316,0.297,3.7,8.224E-01,1,0,0.000,0.000,0.000,0.000,0000,UCBB,1,55256.380332,null,null,null,null,null,null,null
91,0.401608,-44.403685,7.7114039000E+01,-7.3232550000E+00,77.1139603,-7.3231753,1.7075,1.7871,-0.5338,16.603,null,0.6,6.607E-01,15.266,0.396,2.7,1.236E+00,10.581,0.272,4.0,9.114E-01,7.539,null,0.4,7.193E-01,1,0,0.000,0.000,0.000,0.000,0000,UCBU,1,55256.446548,null,null,null,null,null,null,null
92,1.700807,32.782691,7.7164284000E+01,-7.3030030000E+00,77.1645419,-7.3026058,2.0113,2.4452,-0.2319,17.108,null,null,6.121E-01,15.704,null,null,1.161E+00,10.753,0.273,4.0,1.217E+00,7.843,null,0.1,1.232E+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55256.512636,null,null,null,null,null,null,null
93,1.760284,80.440975,7.7214664000E+01,-7.2827860000E+00,77.2151501,-7.2827048,1.1136,1.2744,-0.1978,17.146,null,null,8.734E-01,15.468,0.462,2.4,1.514E+00,10.120,0.169,6.4,1.421E+00,7.655,null,0.6,8.712E-01,1,0,0.000,0.000,0.000,0.000,0000,UCBU,1,55256.578852,null,null,null,null,null,null,null
94,1.818106,35.549276,7.7264960000E+01,-7.2625230000E+00,77.2652560,-7.2621121,1.0691,1.3307,0.1535,17.024,null,0.3,1.091E+00,15.095,0.302,3.6,1.064E+00,10.246,0.170,6.4,1.710E+00,7.640,null,0.7,1.021E+00,2,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55256.644940,null,null,null,null,null,null,null
95,1.884947,135.961655,7.7315391000E+01,-7.2422960000E+00,77.3157579,-7.2426724,0.6982,0.8093,-0.1929,16.589,null,1.1,1.308E+00,14.249,0.156,7.0,2.232E+00,10.007,0.141,7.7,2.175E+00,7.390,null,1.4,9.718E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55256.711156,null,null,null,null,null,null,null
96,0.487197,142.523322,7.7365847000E+01,-7.2220650000E+00,77.3659300,-7.2221724,0.7413,0.8543,-0.1572,16.613,null,1.3,1.153E+00,14.892,0.256,4.2,7.236E-01,9.736,0.111,9.8,7.991E-01,7.305,null,1.6,9.620E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55256.777372,null,null,null,null,null,null,null
97,1.083201,106.627727,7.7416218000E+01,-7.2017860000E+00,77.4165086,-7.2018721,0.6671,0.7515,-0.1384,17.115,null,null,1.313E+00,14.834,0.250,4.3,9.454E-01,9.514,0.096,11.3,1.172E+00,7.747,null,null,2.621E+00,2,0,0.000,0.000,0.000,0.000,0000,UBAU,1,55256.843460,null,null,null,null,null,null,null
99,0.563535,140.853443,7.7517147000E+01,-7.1612520000E+00,77.5172466,-7.1613734,0.8773,1.0139,0.1839,17.054,0.515,2.1,7.724E-01,14.962,0.289,3.8,9.858E-01,9.935,0.132,8.2,9.736E-01,7.472,null,1.1,6.467E-01,1,0,0.000,0.000,0.000,0.000,0000,CBBU,1,55256.975764,null,null,null,null,null,null,null
100,0.304858,-43.917838,7.7517257000E+01,-7.1612940000E+00,77.5171978,-7.1612330,0.8048,0.8210,-0.2017,17.161,null,null,1.370E+00,14.430,0.183,5.9,1.344E+00,9.908,0.130,8.3,1.249E+00,7.313,null,1.4,1.184E+00,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55256.975892,null,null,null,null,null,null,null
101,1.906661,-57.226258,7.7567704000E+01,-7.1409970000E+00,77.5672552,-7.1407103,0.9863,1.1373,-0.2257,16.658,0.398,2.7,7.292E-01,15.348,0.414,2.6,1.759E+00,10.091,0.155,7.0,1.520E+00,7.158,null,1.6,1.045E+00,2,0,0.000,0.000,0.000,0.000,0000,CCBU,1,55257.041980,null,null,null,null,null,null,null
102,1.008762,21.000131,7.7618287000E+01,-7.1207370000E+00,77.6183882,-7.1204754,0.9608,1.0374,-0.1536,16.908,null,0.3,7.709E-01,14.893,0.286,3.8,1.119E+00,10.072,0.151,7.2,7.194E-01,7.565,0.415,2.6,1.150E+00,2,0,0.000,0.000,0.000,0.000,0000,UBBC,1,55257.108196,null,null,null,null,null,null,null
103,1.064958,-7.633616,7.7668785000E+01,-7.1004300000E+00,77.6687454,-7.1001368,1.0410,1.1599,-0.1625,17.059,null,null,1.083E+00,15.477,null,null,5.518E-01,10.120,0.155,7.0,7.915E-01,7.552,0.372,2.9,1.203E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55257.174284,null,null,null,null,null,null,null
104,0.861001,17.656742,7.7719418000E+01,-7.0801600000E+00,77.7194911,-7.0799321,0.9820,1.0978,-0.2043,16.934,0.456,2.4,1.000E+00,14.820,0.245,4.4,7.818E-01,10.192,0.179,6.1,5.461E-01,7.530,null,0.9,5.817E-01,1,0,0.000,0.000,0.000,0.000,0000,CBBU,1,55257.240500,null,null,null,null,null,null,null
105,1.121017,-50.754872,7.7770077000E+01,-7.0598840000E+00,77.7698340,-7.0596870,1.7128,1.8359,-0.1759,16.979,0.530,2.0,2.053E+00,15.732,null,0.1,7.544E-01,10.903,0.316,3.4,1.186E+00,7.822,0.501,2.2,4.690E-01,1,0,0.000,0.000,0.000,0.000,0000,CUBC,1,55257.306715,null,null,null,null,null,null,null
