cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
2,4.448614,71.456269,2.7076007100E+02,-1.8609491000E+01,270.7613072,-18.6090980,0.0581,0.0562,-0.0135,7.841,0.018,60.1,2.886E+00,7.352,0.017,65.5,1.992E+00,6.341,0.019,57.9,7.629E-01,5.594,0.093,11.7,7.278E-01,1,0,0.000,0.000,0.000,0.000,hh00,AAAA,0,55276.332895,44207700,10.316,0.026,8.870,0.047,7.977,0.033
9,3.425809,112.157338,2.7079617900E+02,-1.8597967000E+01,270.7971089,-18.5983259,0.2525,0.2689,-0.0604,12.244,0.060,18.1,1.159E+00,12.320,0.062,17.7,2.847E+00,10.952,null,null,7.875E-01,7.244,null,0.9,9.121E-01,2,0,0.000,0.000,0.000,0.000,000d,AAUU,0,55276.862238,44207854,14.310,0.043,12.925,0.035,12.403,0.032
12,3.658811,46.219674,2.7080943400E+02,-1.8593642000E+01,270.8102082,-18.5929388,0.1491,0.1520,0.0385,11.532,0.033,33.4,3.624E+00,11.656,0.042,25.7,1.602E+00,10.687,null,null,8.439E-01,7.333,null,1.1,1.092E+00,2,0,0.000,0.000,0.000,0.000,000D,AAUU,0,55277.060630,44207938,13.866,0.027,12.495,0.028,11.942,0.026
13,1.567183,10.309802,2.7081818900E+02,-1.8590752000E+01,270.8182712,-18.5903237,0.1715,0.1850,0.0453,11.682,0.037,29.3,7.223E+00,11.838,0.047,23.3,2.046E+00,10.768,null,null,3.501E-01,7.601,null,null,1.477E+00,2,0,0.000,0.000,0.000,0.000,0000,AAUU,0,55277.192934,44207976,12.540,0.035,12.159,0.054,12.040,0.045
14,1.713058,-10.014003,2.7081819800E+02,-1.8590742000E+01,270.8181107,-18.5902734,0.1841,0.1963,-0.0534,11.825,0.039,28.2,3.650E+00,11.709,0.059,18.5,1.270E+00,11.130,null,null,1.189E+00,7.227,null,1.3,9.045E-01,2,0,0.000,0.000,0.000,0.000,0000,AAUU,0,55277.193062,44207976,12.540,0.035,12.159,0.054,12.040,0.045
