,Name,Diam,WiseData_time
825,2016 AU9,0.025,-1
826,2016 AV164,0.031,-1
827,2016 AZ8,0.153,2016 01 03.83415
828,2016 BB15,0.039,-1
829,2016 BC15,0.03,-1
830,2016 BE,0.058,-1
831,2016 BF1,0.025,-1
832,2016 BJ15,0.065,2016 01 25.97944
833,2016 BW14,0.021,-1
834,2016 CB138,0.054,-1
835,2016 CB30,0.059,-1
836,2016 CB31,0.03,2016 02 27.56775
837,2016 CF29,0.031,-1
838,2016 CG18,0.006,-1
839,2016 CJ30,0.04,-1
840,2016 CK246,0.124,2016 03 08.49989
841,2016 CK29,0.021,-1
842,2016 CL136,0.158,2016 02 06.11112
843,2016 CL29,0.036,-1
844,2016 CM194,0.009,-1
845,2016 CO29,0.03,-1
846,2016 CS247,0.024,-1
847,2016 CU29,0.014,-1
848,2016 CU30,0.142,2016 03 26.34495
849,2016 DK,0.098,-1
850,2016 DN2,0.012,-1
851,2016 DO2,0.054,2016 02 19.21513
852,2016 DV1,0.033,-1
853,2016 EB1,0.026,-1
854,2016 EC157,0.059,-1
855,2016 ED,0.054,-1
856,2016 EE1,0.037,2016 02 29.58734
857,2016 EF28,0.136,-1
858,2016 EK27,0.108,-1
859,2016 EL157,0.011,-1
860,2016 EN156,0.008,-1
861,2016 EO84,0.1,-1
862,2016 EQ1,0.016,-1
863,2016 ES1,0.043,-1
864,2016 EV1,0.049,2016 02 23.53521
865,2016 EV27,0.062,-1
866,2016 EZ26,0.09,2016 04 10.16613
867,2016 FA,0.026,-1
868,2016 FC,0.014,-1
869,2016 FC13,0.113,2016 04 08.55734
870,2016 FL12,0.016,-1
871,2016 FO12,0.09,2016 03 25.47613
872,2016 FW13,0.004,-1
873,2016 FX2,0.054,-1
874,2016 FZ2,0.036,-1
875,2016 GB222,0.013,-1
876,2016 GE1,0.014,-1
877,2016 GF216,0.031,-1
878,2016 GP220,0.117,2016 05 13.95289
879,2016 GS2,0.075,-1
880,2016 GV221,0.031,-1
881,2016 GW221,0.034,-1
882,2016 HB,0.039,-1
883,2016 HN2,0.059,-1
884,2016 HN3,0.142,2016 04 22.68693
885,2016 HO,0.022,-1
886,2016 HP3,0.054,-1
887,2016 HQ19,0.052,-1
888,2016 JC6,0.158,2016 05 24.83201
889,2016 JD18,0.036,-1
890,2016 JE18,0.016,-1
891,2016 JG12,0.086,-1
892,2016 JP17,0.071,-1
893,2016 JV,0.031,-1
894,2016 JW28,0.024,2016 05 12.90821
895,2016 KD,0.103,2016 05 26.14983
896,2016 LB,0.082,2016 05 30.48237
897,2016 LD9,0.098,2016 06 01.43166
898,2016 LF2,0.098,2016 06 05.23651
899,2016 LG,0.026,-1
900,2016 LG49,0.098,-1
901,2016 LO48,0.025,-1
902,2016 MA,0.009,-1
903,2016 NA1,0.118,-1
904,2016 NC1,0.025,-1
905,2016 ND1,0.026,-1
906,2016 NF23,0.078,-1
907,2016 NG33,0.149,-1
908,2016 NG38,0.028,-1
909,2016 NK39,0.049,-1
910,2016 NM15,0.009,-1
911,2016 NN15,0.014,-1
912,2016 NS,0.025,-1
913,2016 OJ1,0.142,-1
914,2016 PA40,0.039,-1
915,2016 PA8,0.124,-1
916,2016 PB8,0.094,-1
917,2016 PG67,0.098,2016 08 05.36426
918,2016 PJ66,0.113,-1
919,2016 PP27,0.057,-1
920,2016 PU,0.142,-1
921,2016 PX8,0.012,-1
922,2016 QB2,0.045,-1
923,2016 QL44,0.028,-1
924,2016 QS11,0.02,-1
925,2016 RB1,0.007,-1
926,2016 RD20,0.033,-1
927,2016 RD34,0.009,-1
928,2016 RF34,0.037,-1
929,2016 RH18,0.142,-1
930,2016 RJ18,0.059,-1
931,2016 RL20,0.059,-1
932,2016 RM20,0.017,-1
933,2016 RM40,0.034,2016 09 08.69395
934,2016 RT33,0.049,-1
935,2016 RW,0.068,2016 10 15.85003
936,2016 SA2,0.007,-1
937,2016 SW1,0.006,-1
938,2016 SZ1,0.016,-1
939,2016 TB11,0.027,2016 09 29.40274
940,2016 TB57,0.018,2016 11 04.77060
941,2016 TD18,0.057,-1
942,2016 TL2,0.108,-1
943,2016 TM56,0.012,2016 10 12.89336
944,2016 TX17,0.059,2016 10 13.89220
945,2016 TZ19,0.07,2016 10 29.52288
946,2016 UD41,0.082,2016 10 17.72369
947,2016 UE,0.024,-1
948,2016 UH101,0.086,2010 08 05.860102
949,2016 UZ25,0.142,2016 11 16.66565
950,2016 VA,0.009,-1
951,2016 VK6,0.098,2016 11 14.44602
952,2016 VP4,0.043,-1
953,2016 WB8,0.02,-1
954,2016 WG7,0.019,-1
955,2016 WL7,0.041,-1
956,2016 WN48,0.033,2016 11 12.26599
957,2016 WP,0.124,-1
958,2016 WQ,0.024,-1
959,2016 WZ8,0.006,-1
960,2016 XA18,0.071,2016 12 12.60699
961,2016 XR23,0.025,-1
962,2016 YC8,0.036,2017 01 16.315971
963,2016 YF,0.025,-1
964,2016 YF8,0.098,2016 12 22.86879
965,2016 YH3,0.037,-1
966,2016 YM,0.118,-1
967,2016 YM1,0.113,-1
968,2016 YM3,0.013,-1
969,2017 AE3,0.13,-1
970,2017 AG5,0.089,-1
971,2017 AP19,0.057,2017 01 08.808093
972,2017 AR4,0.033,-1
973,2017 AS4,0.013,-1
974,2017 AT4,0.014,-1
975,2017 BJ30,0.014,-1
976,2017 BK,0.047,-1
977,2017 BL30,0.065,-1
978,2017 BM123,0.052,-1
979,2017 BM3,0.075,2017 02 10.201120
980,2017 BQ6,0.156,2017 02 07.264822
981,2017 BS32,0.011,-1
982,2017 BS5,0.042,-1
983,2017 BT,0.103,-1
984,2017 BU,0.027,-1
985,2017 BW,0.059,-1
986,2017 BY93,0.066,-1
987,2017 CF32,0.015,-1
988,2017 CP32,0.047,-1
989,2017 CR32,0.09,-1
990,2017 CX31,0.028,2017 02 03.712461
991,2017 DA36,0.028,-1
992,2017 DA38,0.03,-1
993,2017 DC36,0.109,2017 02 17.962650
994,2017 DL34,0.02,-1
995,2017 DT34,0.008,2017 02 24.572662
996,2017 DV15,0.027,-1
997,2017 DW34,0.068,2017 03 04.226721
998,2017 EA3,0.068,-1
999,2017 EE3,0.019,-1
1000,2017 EE4,0.03,-1
1001,2017 EH4,0.045,-1
1002,2017 EK,0.043,2017 03 15.690618
1003,2017 EK3,0.016,-1
1004,2017 EL4,0.025,2017 03 05.076959
1005,2017 ER13,0.142,2017 02 02.307152
1006,2017 EZ2,0.028,-1
1007,2017 FH101,0.094,-1
1008,2017 FJ,0.007,-1
1009,2017 FK,0.01,-1
1010,2017 FL127,0.078,2017 03 24.25019
1011,2017 GK4,0.142,-1
1012,2017 GM4,0.118,-1
1013,2017 HN3,0.142,-1
1014,2017 HP49,0.078,2017 05 30.979806
1015,2017 HU49,0.015,-1
1016,2017 HV3,0.054,-1
1017,2017 JA2,0.034,-1
1018,2017 JF3,0.13,-1
1019,2017 JM2,0.041,-1
1020,2017 KJ27,0.025,-1
1021,2017 KO31,0.065,2017 05 16.92896
1022,2017 KR27,0.059,2017 06 04.995648
1023,2017 LD,0.009,-1
1024,2017 LE,0.016,-1
1025,2017 MB5,0.086,2017 07 10.308843
1026,2017 MC1,0.039,-1
1027,2017 MO8,0.019,-1
1028,2017 NH,0.149,-1
1029,2017 PL26,0.108,2017 08 24.593844
1030,2017 PR25,0.155,-1
1031,2017 PS25,0.156,-1
1032,2017 QB35,0.004,-1
1033,2017 QG18,0.012,-1
1034,2017 QK,0.052,-1
1035,2017 QL33,0.157,-1
1036,2017 QR35,0.026,-1
1037,2017 QT1,0.014,-1
1038,2017 QU17,0.018,-1
1039,2017 QW1,0.017,-1
1040,2017 QX1,0.033,-1
1041,2017 RB,0.007,-1
1042,2017 RB16,0.023,-1
1043,2017 RN17,0.136,2017 09 10.02666
1044,2017 RS2,0.016,-1
1045,2017 RU2,0.023,-1
1046,2017 RV2,0.017,-1
1047,2017 ST14,0.059,2017 10 03.856693
1048,2017 UC3,0.086,2017 10 23.856777
1049,2017 UK8,0.007,-1
1050,2017 UQ4,0.047,2017 10 22.36476
1051,2017 VA15,0.028,-1
1052,2017 VC,0.068,-1
1053,2017 VC14,0.007,-1
1054,2017 VG1,0.038,-1
1055,2017 VT14,0.073,2017 11 13.76517
1056,2017 VU,0.081,-1
1057,2017 VV12,0.007,-1
1058,2017 VY13,0.016,-1
1059,2017 VZ14,0.028,-1
1060,2017 WK14,0.13,2017 11 21.416657
1061,2017 WX12,0.113,-1
1062,2017 XO2,0.098,2017 11 11.46315
1063,2017 XS,0.084,-1
1064,2017 YF7,0.057,-1
1065,2017 YR3,0.026,-1
1066,2017 YW3,0.015,-1
1067,2018 AE3,0.156,2018 01 10.30606
1068,2018 AE4,0.034,2018 01 11.239829
1069,2018 AF3,0.082,-1
1070,2018 AJ,0.037,-1
1071,2018 AO18,0.149,-1
1072,2018 AQ2,0.113,-1
1073,2018 BG1,0.024,-1
1074,2018 BT6,0.137,-1
1075,2018 CB,0.02,-1
1076,2018 CZ2,0.156,2018 03 04.338780
1077,2018 DT,0.011,-1
1078,2018 DY3,0.022,-1
1079,2018 EB,0.13,2018 03 01.87465
1080,2018 EC9,0.045,2018 03 14.78653
1081,2018 EE,0.13,2018 03 10.606391
1082,2018 EH,0.039,-1
1083,2018 EJ4,0.156,-1
1084,2018 GE3,0.052,-1
1085,2018 JK3,0.136,-1
1086,2018 JW1,0.098,2018 05 07.26307
1087,2018 JX,0.062,-1
1088,2018 KF1,0.021,-1
1089,2018 LK,0.133,-1
1090,2018 LN2,0.068,2018 06 13.69634
1091,2018 LQ2,0.031,-1
1092,2018 ML8,0.124,2018 06 18.39409
1093,2018 NT1,0.124,2018 07 07.24848
1094,2018 QN1,0.156,-1
1095,2018 QT1,0.103,2018 08 28.27896
1096,2018 QU1,0.082,-1
1097,2018 RC,0.031,-1
1098,2018 RQ2,0.078,-1
1099,2018 TD4,0.118,2019 03 19.261241
1100,2018 TS,0.091,-1
1101,2018 UQ1,0.116,-1
1102,2018 UQ2,0.124,2018 10 17.178844
1103,2018 UY1,0.045,-1
1104,2018 VN3,0.138,-1
1105,2018 WD1,0.025,2018 11 24.14568
1106,2018 XA,0.054,-1
1107,2018 XU6,0.084,-1
1108,2018 XY2,0.092,-1
1109,2018 XZ2,0.142,2019 01 08.833169
1110,2019 AW4,0.152,-1
1111,2019 BE5,0.028,-1
1112,2019 BF5,0.112,-1
1113,2019 BG1,0.073,-1
1114,2019 CD5,0.112,-1
1115,2019 CE5,0.055,-1
1116,2019 CL2,0.065,2019 03 16.894666
1117,2019 DD2,0.142,2010 02 23.025410
1118,2019 DN,0.083,-1
1119,2019 EA2,0.021,-1
1120,2019 ER1,0.057,2019 03 29.37583
1121,2019 FD,0.065,2019 03 16.903324
1122,2019 FP2,0.108,-1
1123,2019 JR7,0.113,2019 05 07.92534
1124,2019 JU5,0.047,2019 05 04.699375
1125,2019 JX7,0.149,-1
1126,2019 KC,0.098,2019 05 16.46412
1127,2019 KZ3,0.043,-1
1128,2019 MB4,0.019,-1
1129,2019 NC1,0.137,2021 09 06.35090
1130,2019 ND7,0.156,2019 07 13.90771
1131,2019 NJ5,0.063,-1
1132,2019 NN3,0.034,-1
1133,2019 OM,0.09,-1
1134,2019 QD6,0.142,2019 11 27.02968
1135,2019 RC,0.13,-1
1136,2019 UC,0.044,-1
1137,2019 UD13,0.059,-1
1138,2019 UD4,0.069,-1
1139,2019 UN12,0.12,-1
1140,2019 UR12,0.043,-1
1141,2019 WC5,0.09,-1
1142,2019 WH1,0.149,2019 11 18.88196
1143,2019 WV,0.026,-1
1144,2019 WV4,0.062,2019 12 22.58590
1145,2019 XN1,0.13,-1
1146,2019 YW2,0.042,-1
1147,2020 AD3,0.137,-1
1148,2020 BJ4,0.124,2020 03 10.98564
1149,2020 BN11,0.09,2020 01 17.945515
1150,2020 BZ11,0.108,-1
1151,2020 DD,0.059,-1
1152,2020 DM4,0.142,-1
1153,2020 DP4,0.026,-1
1154,2020 GF2,0.019,-1
1155,2020 HE2,0.156,2020 05 15.38665
1156,2020 HL7,0.075,2020 05 17.74406
1157,2020 HV1,0.094,2020 05 25.72687
1158,2020 KB3,0.033,-1
1159,2020 KK7,0.017,-1
1160,2020 KZ7,0.094,2020 05 31.95255
1161,2020 MV,0.062,2020 06 17.21281
1162,2020 OH3,0.035,-1
1163,2020 OT7,0.045,2020 07 21.055745
1164,2020 QU4,0.142,2020 10 04.14999
1165,2020 RA6,0.019,-1
1166,2020 RK2,0.041,2020 11 01.49935
1167,2020 RO6,0.098,-1
1168,2020 RZ6,0.015,-1
1169,2020 SN,0.033,-1
1170,2020 SP4,0.124,2020 09 20.51338
1171,2020 ST1,0.118,-1
1172,2020 SW,0.005,-1
1173,2020 TB12,0.098,-1
1174,2020 TD8,0.012,-1
1175,2020 TG3,0.086,-1
1176,2020 TP1,0.014,-1
1177,2020 UA,0.006,-1
1178,2020 UF2,0.13,2020 10 24.23053
1179,2020 UQ6,0.086,-1
1180,2020 UZ5,0.094,-1
1181,2020 VZ6,0.03,-1
1182,2020 WT5,0.104,2020 11 29.90131
1183,2020 XX3,0.006,-1
1184,2020 YA5,0.038,-1
1185,2020 YE5,0.021,-1
1186,2021 AU,0.04,-1
1187,2021 AZ,0.041,-1
1188,2021 CC2,0.076,-1
1189,2021 CO,0.026,-1
1190,2021 DP,0.014,-1
1191,2021 DW1,0.03,-1
1192,2021 DX1,0.051,-1
1193,2021 EB1,0.058,-1
1194,2021 EL4,0.02,-1
1195,2021 EX1,0.031,-1
1196,2021 FH,0.013,-1
1197,2021 FK3,0.095,-1
1198,2021 GG11,0.07,-1
1199,2021 GJ3,0.054,-1
1200,2021 GQ10,0.014,-1
1201,2021 HC3,0.143,-1
1202,2021 HN,0.012,-1
1203,2021 JB6,0.005,-1
1204,2021 JR3,0.03,-1
1205,2021 KN2,0.006,-1
1206,2021 NY1,0.119,-1
1207,2021 RS,0.027,-1
1208,2021 UH2,0.026,-1
1209,333P/LINEAR,,0
1210,47P/Ashbrook-Jackson,,0
1211,49P/Arend-Rigaux,,0
1212,67P/Churyumov-Gerasimenko,,0
1213,93P/Lovas,,0
1214,94P/Russell 4,,0
1215,C/2017 T2  (PanSTARRS),,0
1216,Derm0f,0.135,0
1217,Derm1a,0.079,0
1218,Derm1c,0.133,0
1219,Derm2g,0.155,0
1220,Derm3h,0.094,0
1221,Derm3k,0.107,0
1222,Derm4c,0.103,0
1223,Derm5f,0.13,0
1224,Derm5i,0.149,0
1225,Derm6c,0.147,0
1226,Derm6e,0.094,0
1227,Derm6f,0.103,0
1228,Derm6k,0.117,0
1229,Derm7d,0.118,0
1230,Derm7e,0.11,0
1231,Derm7o,0.148,0
1232,Derm8e,0.094,0
1233,P/2006 HR30,,0
1234,P/2016 BA14,,0
1235,P000DV,,0
1236,P000K7,,0
1237,P000TQ,,0
1238,P000ZE,,0
1239,P0012V,,0
1240,P001GV,,0
1241,P002I1,,0
1242,P002I6,,0
1243,P002RZ,,0
1244,YORP,0.086,0
1245,Mjolnir,0.142,0
1246,2003 MA3,0.136,2010 06 26.44404
1247,2000 EH26,0.136,-1
1248,1996 XB27,0.136,-1
1249,2006 UP,0.075,-1
1250,2005 EE,0.157,-1
1251,2007 RQ17,0.09,-1
1252,1993 VD,0.149,2018 01 21.646799
1253,Akhenaten,0.136,-1
1254,2000 SJ344,0.086,-1
1255,2008 GG2,0.08,-1
1256,1998 KG3,0.106,-1
1257,2002 NV16,0.156,-1
1258,2010 KX7,0.124,2010 05 16.26929
1259,Duende,0.047,-1
1260,2009 CP5,0.149,-1
1261,2008 QF,0.134,-1
1262,2009 FD,0.113,-1
1263,2010 DF1,0.119,-1
1264,2011 EM51,0.124,-1
1265,2008 WJ60,0.15,-1
1266,1994 CB,0.156,2010 03 24.402501
1267,2000 AC6,0.149,-1
1268,2007 YJ,0.124,2015 02 13.74898
1269,2013 NX,0.113,-1
1270,1999 MN,0.156,-1
1271,2010 NY65,0.158,2010 07 14.14345
1272,1998 FL3,0.118,2015 09 07.65532
1273,2002 XY38,0.078,-1
1274,2011 AK5,0.149,-1
1275,2006 KV89,0.157,-1
1276,2013 BZ45,0.127,2014 02 05.944297
1277,2005 BO1,0.156,-1
1278,2014 EK24,0.063,-1
1279,2010 FR,0.136,2016 03 21.944528
1280,2004 KH17,0.124,-1
1281,2014 KQ76,0.136,-1
1282,Kamo`oalewa,0.041,0
1283,2002 LT24,0.116,2010 06 21.48526
1284,2009 SC15,0.122,-1
1285,2011 BT15,0.136,2016 09 18.090888
1286,2013 UE3,0.082,-1
1287,2001 RU17,0.149,-1
1288,2005 UO,0.113,-1
1289,2009 XZ1,0.136,-1
1290,2012 WK4,0.148,-1
1291,2005 ES70,0.052,-1
1292,2008 CM20,0.149,2017 02 27.80056
1293,2011 PT,0.049,-1
1294,2012 CO46,0.086,-1
1295,2014 SD224,0.1,2014 08 15.197690
1296,2002 FD6,0.094,-1
1297,2010 CO1,0.124,2010 01 31.56071
1298,2005 XB1,0.118,-1
1299,2010 FH81,0.142,2010 03 30.777419
1300,2015 JA2,0.159,-1
1301,2012 HM1,0.156,-1
1302,2009 JL1,0.153,-1
1303,2010 CF19,0.136,-1
1304,2014 OA2,0.149,-1
1305,1999 LK1,0.113,2018 05 10.635102
1306,2009 UX17,0.149,2010 02 16.014575
1307,2009 TK,0.103,-1
1308,2007 CA27,0.157,-1
1309,2008 HS3,0.154,-1
1310,2011 LT17,0.134,-1
1311,2014 AY28,0.122,-1
1312,2014 QX266,0.091,-1
1313,2015 BY310,0.13,-1
1314,2012 NP,0.16,-1
