	Name	Diam	type	PHA	time
588	2010 QG2	0.041	Apollo	Near	-1
589	2002 JR100	0.041	Aten	Near	-1
590	2000 UO30	0.041	Apollo	Near	-1
591	2004 GD2	0.041	Amor	Near	-1
592	2014 WP4	0.041	Amor	Near	-1
593	2014 SC324	0.041	Apollo	Near	-1
594	2015 HR1	0.041	Amor	Near	-1
595	2015 AK1	0.041	Apollo	Near	-1
596	2014 YD	0.041	Apollo	Near	-1
597	2012 EG5	0.041	Apollo	Near	-1
598	2016 CJ30	0.04	Amor	Near	-1
599	2021 AU	0.04	Apollo	Near	-1
600	2016 PA40	0.039	Apollo	Near	-1
601	2016 HB	0.039	Apollo	Near	-1
602	2015 MX103	0.039	Amor	Near	-1
603	2016 BB15	0.039	Apollo	Near	-1
604	2015 XF	0.039	Amor	Near	-1
605	2018 EH	0.039	Apollo	Near	-1
606	2017 MC1	0.039	Apollo	Near	-1
607	2010 EG21	0.039	Aten	Near	-1
608	2008 HA2	0.039	Amor	Near	-1
609	2004 XK3	0.039	Apollo	Near	-1
610	2006 KB1	0.039	Apollo	Near	-1
611	2006 HW50	0.039	Apollo	Near	-1
612	2014 TV	0.039	Apollo	Near	-1
613	2014 SO142	0.039	Apollo	Near	-1
614	2015 DP53	0.039	Apollo	Near	-1
615	2013 UE1	0.039	Apollo	Near	-1
616	2015 SW6	0.038	Apollo	Near	-1
617	2020 YA5	0.038	Apollo	Near	-1
618	2017 VG1	0.038	Apollo	Near	-1
619	2000 WL107	0.038	Amor	Near	-1
620	2015 RQ36	0.037	Apollo	Near	-1
621	2015 LQ21	0.037	Amor	Near	-1
622	2016 RF34	0.037	Apollo	Near	-1
623	2016 YH3	0.037	Apollo	Near	-1
624	2018 AJ	0.037	Apollo	Near	-1
625	2009 SH15	0.037	Amor	Near	-1
626	2008 UT5	0.037	Amor	Near	-1
627	2010 JW39	0.037	Apollo	Near	-1
628	2003 EM1	0.037	Aten	Near	-1
629	2000 DO8	0.037	Apollo	Near	-1
630	2013 SU24	0.037	Apollo	Near	-1
631	2016 JD18	0.036	Apollo	Near	-1
632	2016 FZ2	0.036	Amor	Near	-1
633	2016 CL29	0.036	Apollo	Near	-1
634	2010 CO44	0.036	Apollo	Near	-1
635	2014 KL22	0.036	Amor	Near	-1
636	2015 DZ198	0.036	Apollo	Near	-1
637	2015 HB177	0.036	Apollo	Near	-1
638	2012 FP52	0.036	Amor	Near	-1
639	2013 PJ10	0.036	Apollo	Near	-1
640	2020 OH3	0.035	Apollo	Near	-1
641	2016 GW221	0.034	Aten	Near	-1
642	2015 KM120	0.034	Amor	Near	-1
643	2015 LJ	0.034	Amor	Near	-1
644	2015 UC	0.034	Amor	Near	-1
645	2019 NN3	0.034	Amor	Near	-1
646	2017 JA2	0.034	Apollo	Near	-1
647	2009 UU1	0.034	Apollo	Near	-1
648	2010 UC7	0.034	Apollo	Near	-1
649	2007 VV83	0.034	Aten	Near	-1
650	2007 CX50	0.034	Apollo	Near	-1
651	2006 HU50	0.034	Apollo	Near	-1
652	2015 HS1	0.034	Amor	Near	-1
653	2014 YT34	0.034	Apollo	Near	-1
654	2016 DV1	0.033	Apollo	Near	-1
655	2016 RD20	0.033	Amor	Near	-1
656	2020 KB3	0.033	Amor	Near	-1
657	2020 SN	0.033	Amor	Near	-1
658	2017 AR4	0.033	Apollo	Near	-1
659	2017 QX1	0.033	Amor	Near	-1
660	2000 AG6	0.033	Apollo	Near	-1
661	2014 UY7	0.033	Amor	Near	-1
662	2014 WJ201	0.033	Amor	Near	-1
663	2014 WB366	0.033	Apollo	Near	-1
664	2015 GC14	0.033	Amor	Near	-1
665	2015 BF511	0.033	Apollo	Near	-1
666	2012 FT62	0.033	Apollo	Near	-1
667	2012 DR32	0.033	Aten	Near	-1
668	2014 FA44	0.033	Amor	Near	-1
669	2013 SY19	0.033	Amor	Near	-1
670	2014 UN114	0.032	Aten	Near	-1
671	2016 GV221	0.031	Apollo	Near	-1
672	2016 GF216	0.031	Amor	Near	-1
673	2016 JV	0.031	Amor	Near	-1
674	2016 AV164	0.031	Amor	Near	-1
675	2016 CF29	0.031	Apollo	Near	-1
676	2015 TL238	0.031	Apollo	Near	-1
677	2021 EX1	0.031	Apollo	Near	-1
678	2018 LQ2	0.031	Amor	Near	-1
679	2018 RC	0.031	Aten	Near	-1
680	2009 SH2	0.031	Aten	Near	-1
681	2009 QH34	0.031	Amor	Near	-1
682	2008 TX3	0.031	Apollo	Near	-1
683	2009 FJ	0.031	Apollo	Near	-1
684	2001 AV43	0.031	Apollo	Near	-1
685	2008 CC71	0.031	Apollo	Near	-1
686	2014 TJ17	0.031	Amor	Near	-1
687	2014 QV295	0.031	Amor	Near	-1
688	2015 DS	0.031	Amor	Near	-1
689	2015 BK4	0.031	Apollo	Near	-1
690	2013 XX8	0.031	Amor	Near	-1
691	2015 SU16	0.03	Amor	Near	-1
692	2016 BC15	0.03	Amor	Near	-1
693	2016 CO29	0.03	Apollo	Near	-1
694	2020 VZ6	0.03	Apollo	Near	-1
695	2021 DW1	0.03	Apollo	Near	-1
696	2021 JR3	0.03	Apollo	Near	-1
697	2017 DA38	0.03	Apollo	Near	-1
698	2017 EE4	0.03	Apollo	Near	-1
699	2008 TY9	0.03	Amor	Near	-1
700	2008 SA	0.03	Apollo	Near	-1
701	2007 GU1	0.03	Apollo	Near	-1
702	2007 EV	0.03	Apollo	Near	-1
703	2007 TU18	0.03	Apollo	Near	-1
704	2014 TM34	0.03	Amor	Near	-1
705	2011 SG173	0.03	Amor	Near	-1
706	2013 XY8	0.03	Apollo	Near	-1
707	2012 JU11	0.03	Amor	Near	-1
708	2016 NG38	0.028	Amor	Near	-1
709	2016 QL44	0.028	Apollo	Near	-1
710	2019 BE5	0.028	Aten	Near	-1
711	2017 DA36	0.028	Apollo	Near	-1
712	2017 EZ2	0.028	Amor	Near	-1
713	2017 VZ14	0.028	Apollo	Near	-1
714	2017 VA15	0.028	Amor	Near	-1
715	2010 XM56	0.028	Apollo	Near	-1
716	2014 SU1	0.028	Apollo	Near	-1
717	2015 BG92	0.028	Apollo	Near	-1
718	2015 BM510	0.028	Aten	Near	-1
719	2015 XC	0.027	Apollo	Near	-1
720	2021 RS	0.027	Aten	Near	-1
721	2017 BU	0.027	Apollo	Near	-1
722	2017 DV15	0.027	Amor	Near	-1
723	2008 YY32	0.027	Apollo	Near	-1
724	2002 AA29	0.027	Aten	Near	-1
725	2007 KE4	0.027	Amor	Near	-1
726	2014 TR57	0.027	Amor	Near	-1
727	2015 FP	0.027	Amor	Near	-1
728	2015 AN44	0.027	Amor	Near	-1
729	2011 WJ15	0.027	Apollo	Near	-1
730	2012 TV	0.027	Apollo	Near	-1
731	2016 LG	0.026	Amor	Near	-1
732	2016 EB1	0.026	Apollo	Near	-1
733	2016 FA	0.026	Aten	Near	-1
734	2016 ND1	0.026	Apollo	Near	-1
735	2015 SA	0.026	Aten	Near	-1
736	2015 XA379	0.026	Amor	Near	-1
737	2021 CO	0.026	Apollo	Near	-1
738	2020 DP4	0.026	Apollo	Near	-1
739	2019 WV	0.026	Apollo	Near	-1
740	2021 UH2	0.026	Aten	Near	-1
741	2017 YR3	0.026	Apollo	Near	-1
742	2017 QR35	0.026	Amor	Near	-1
743	2009 SK15	0.026	Amor	Near	-1
744	2010 JH3	0.026	Apollo	Near	-1
745	2000 UK11	0.026	Aten	Near	-1
746	2014 HF5	0.026	Amor	Near	-1
747	2014 UY	0.026	Apollo	Near	-1
748	2014 WR6	0.026	Amor	Near	-1
749	2014 SZ144	0.026	Apollo	Near	-1
750	2014 JJ55	0.026	Apollo	Near	-1
751	2011 WF44	0.026	Apollo	Near	-1
752	2016 LO48	0.025	Amor	Near	-1
753	2016 NC1	0.025	Aten	Near	-1
754	2016 NS	0.025	Amor	Near	-1
755	2015 MY53	0.025	Amor	Near	-1
756	2015 SU	0.025	Amor	Near	-1
757	2015 SZ2	0.025	Apollo	Near	-1
758	2016 AF166	0.025	Apollo	Near	-1
759	2016 AU9	0.025	Amor	Near	-1
760	2016 BF1	0.025	Apollo	Near	-1
761	2016 XR23	0.025	Apollo	Near	-1
762	2016 YF	0.025	Apollo	Near	-1
763	2017 KJ27	0.025	Apollo	Near	-1
764	2015 CZ12	0.025	Apollo	Near	-1
765	2009 FX4	0.025	Apollo	Near	-1
766	2010 UJ7	0.025	Aten	Near	-1
767	2010 XR69	0.025	Aten	Near	-1
768	2005 GB34	0.025	Apollo	Near	-1
769	2007 BD	0.025	Atira	Near	-1
770	2013 YG	0.025	Aten	Near	-1
771	2014 EM	0.025	Apollo	Near	-1
772	2012 XE54	0.025	Apollo	Near	-1
773	2016 CS247	0.024	Apollo	Near	-1
774	2016 UE	0.024	Apollo	Near	-1
775	2016 WQ	0.024	Apollo	Near	-1
776	2018 BG1	0.024	Amor	Near	-1
777	2015 JD	0.024	Apollo	Near	-1
778	2003 SR84	0.024	Apollo	Near	-1
779	1998 KY26	0.024	Apollo	Near	-1
780	2007 XN16	0.024	Apollo	Near	-1
781	2014 KA91	0.024	Apollo	Near	-1
782	2015 HO116	0.024	Amor	Near	-1
783	2015 CB1	0.024	Amor	Near	-1
784	2014 FB44	0.024	Amor	Near	-1
785	2017 RB16	0.023	Apollo	Near	-1
786	2017 RU2	0.023	Apollo	Near	-1
787	2008 WY94	0.023	Apollo	Near	-1
788	2010 VZ11	0.023	Apollo	Near	-1
789	2010 WA9	0.023	Apollo	Near	-1
790	2014 UX7	0.023	Amor	Near	-1
791	2014 WF201	0.023	Apollo	Near	-1
792	2015 EG	0.023	Aten	Near	-1
793	2015 DK200	0.023	Apollo	Near	-1
794	2015 CG	0.023	Apollo	Near	-1
795	2013 XY20	0.023	Amor	Near	-1
796	2012 UX136	0.023	Apollo	Near	-1
797	2016 HO	0.022	Amor	Near	-1
798	2018 DY3	0.022	Apollo	Near	-1
799	2010 FT	0.022	Apollo	Near	-1
800	2010 KK37	0.022	Apollo	Near	-1
801	2004 FH	0.022	Aten	Near	-1
802	2014 HO132	0.022	Apollo	Near	-1
803	2015 FX33	0.022	Amor	Near	-1
804	2014 YN	0.022	Aten	Near	-1
805	2015 CQ13	0.022	Apollo	Near	-1
806	2014 GG49	0.022	Apollo	Near	-1
807	2014 DX110	0.022	Apollo	Near	-1
808	2014 DF80	0.022	Amor	Near	-1
809	2015 JW	0.021	Amor	Near	-1
810	2016 BW14	0.021	Aten	Near	-1
811	2016 CK29	0.021	Amor	Near	-1
812	2020 YE5	0.021	Apollo	Near	-1
813	2019 EA2	0.021	Aten	Near	-1
814	2018 KF1	0.021	Amor	Near	-1
815	2008 HJ	0.021	Apollo	Near	-1
816	2009 DD45	0.021	Apollo	Near	-1
817	2009 BK58	0.021	Apollo	Near	-1
818	2010 TS19	0.021	Apollo	Near	-1
819	2000 WM10	0.021	Amor	Near	-1
820	2014 UD57	0.021	Apollo	Near	-1
821	2015 FW33	0.021	Amor	Near	-1
822	2014 HE177	0.021	Amor	Near	-1
823	2014 DH10	0.021	Amor	Near	-1
824	2013 NH4	0.021	Apollo	Near	-1
825	2016 QS11	0.02	Amor	Near	-1
826	2021 EL4	0.02	Aten	Near	-1
827	2017 DL34	0.02	Amor	Near	-1
828	2016 WB8	0.02	Apollo	Near	-1
829	2018 CB	0.02	Apollo	Near	-1
830	2009 BF2	0.02	Apollo	Near	-1
831	2010 GF7	0.02	Apollo	Near	-1
832	2004 BV18	0.02	Apollo	Near	-1
833	2002 TZ66	0.02	Aten	Near	-1
834	2007 DD	0.02	Aten	Near	-1
835	2011 UG169	0.02	Amor	Near	-1
836	2013 BS45	0.02	Aten	Near	-1
837	2015 KW120	0.019	Apollo	Near	-1
838	2015 YS9	0.019	Apollo	Near	-1
839	2020 RA6	0.019	Apollo	Near	-1
840	2020 GF2	0.019	Apollo	Near	-1
841	2019 MB4	0.019	Amor	Near	-1
842	2017 EE3	0.019	Apollo	Near	-1
843	2016 WG7	0.019	Aten	Near	-1
844	2017 MO8	0.019	Apollo	Near	-1
845	2010 KV7	0.019	Apollo	Near	-1
846	2014 TT35	0.019	Apollo	Near	-1
847	2015 EP	0.019	Amor	Near	-1
848	2015 AF44	0.019	Apollo	Near	-1
849	2011 UT	0.019	Apollo	Near	-1
850	2011 OJ45	0.019	Apollo	Near	-1
851	2015 KT56	0.018	Apollo	Near	-1
852	2015 XO	0.018	Amor	Near	-1
853	2015 WA13	0.018	Amor	Near	-1
854	2017 QU17	0.018	Amor	Near	-1
855	2009 TO8	0.018	Apollo	Near	-1
856	2010 FR9	0.018	Apollo	Near	-1
857	2004 KF17	0.018	Apollo	Near	-1
858	2006 DR14	0.018	Apollo	Near	-1
859	2014 HS4	0.018	Amor	Near	-1
860	2015 EQ	0.018	Aten	Near	-1
861	2015 DC54	0.018	Apollo	Near	-1
862	2015 CM	0.018	Amor	Near	-1
863	1991 VA	0.017	Apollo	Near	-1
864	2015 KA	0.017	Aten	Near	-1
865	2015 KE	0.017	Aten	Near	-1
866	2020 KK7	0.017	Apollo	Near	-1
867	2016 RM20	0.017	Apollo	Near	-1
868	2017 QW1	0.017	Aten	Near	-1
869	2017 RV2	0.017	Apollo	Near	-1
870	2010 RQ64	0.017	Amor	Near	-1
871	2010 HF	0.017	Amor	Near	-1
872	2005 UE1	0.017	Aten	Near	-1
873	2006 HX30	0.017	Amor	Near	-1
874	2014 TP57	0.017	Amor	Near	-1
875	2014 WC201	0.017	Apollo	Near	-1
876	2014 KH39	0.017	Apollo	Near	-1
877	2015 AP44	0.017	Apollo	Near	-1
878	2015 CO	0.017	Amor	Near	-1
879	2016 FL12	0.016	Apollo	Near	-1
880	2016 JE18	0.016	Amor	Near	-1
881	2016 EQ1	0.016	Apollo	Near	-1
882	2015 JF	0.016	Apollo	Near	-1
883	2015 JR	0.016	Apollo	Near	-1
884	2015 TZ143	0.016	Apollo	Near	-1
885	2017 EK3	0.016	Apollo	Near	-1
886	2016 SZ1	0.016	Apollo	Near	-1
887	2017 VY13	0.016	Apollo	Near	-1
888	2017 LE	0.016	Amor	Near	-1
889	2017 RS2	0.016	Amor	Near	-1
890	2009 HK73	0.016	Apollo	Near	-1
891	2009 EW	0.016	Apollo	Near	-1
892	2014 JD	0.016	Apollo	Near	-1
893	2014 SB145	0.016	Apollo	Near	-1
894	2014 WX4	0.016	Apollo	Near	-1
895	2014 WY119	0.016	Apollo	Near	-1
896	2015 EK	0.016	Apollo	Near	-1
897	2015 DU	0.016	Amor	Near	-1
898	2015 AK45	0.016	Apollo	Near	-1
899	2015 CS	0.016	Apollo	Near	-1
900	2014 DJ80	0.016	Aten	Near	-1
901	2020 RZ6	0.015	Apollo	Near	-1
902	2017 CF32	0.015	Apollo	Near	-1
903	2017 HU49	0.015	Aten	Near	-1
904	2017 YW3	0.015	Apollo	Near	-1
905	2006 DD1	0.015	Apollo	Near	-1
906	2016 GE1	0.014	Apollo	Near	-1
907	2016 FC	0.014	Apollo	Near	-1
908	2016 NN15	0.014	Amor	Near	-1
909	2015 KQ120	0.014	Apollo	Near	-1
910	2016 CU29	0.014	Apollo	Near	-1
911	2020 TP1	0.014	Apollo	Near	-1
912	2021 DP	0.014	Apollo	Near	-1
913	2021 GQ10	0.014	Aten	Near	-1
914	2017 BJ30	0.014	Apollo	Near	-1
915	2017 AT4	0.014	Amor	Near	-1
916	2017 QT1	0.014	Apollo	Near	-1
917	2009 KW2	0.014	Amor	Near	-1
918	2009 FH	0.014	Apollo	Near	-1
919	2011 BG24	0.014	Apollo	Near	-1
920	2010 YD	0.014	Apollo	Near	-1
921	2010 FW9	0.014	Apollo	Near	-1
922	2003 XV	0.014	Apollo	Near	-1
923	2014 UR	0.014	Aten	Near	-1
924	2014 UA176	0.014	Apollo	Near	-1
925	2014 KQ84	0.014	Amor	Near	-1
926	2014 HT46	0.014	Apollo	Near	-1
927	2015 ET	0.014	Apollo	Near	-1
928	2015 DO215	0.014	Apollo	Near	-1
929	2015 FC	0.014	Apollo	Near	-1
930	2014 FA7	0.014	Apollo	Near	-1
931	2012 TC4	0.014	Apollo	Near	-1
932	2012 KP24	0.014	Apollo	Near	-1
933	2013 TG6	0.014	Aten	Near	-1
934	2016 GB222	0.013	Apollo	Near	-1
935	2021 FH	0.013	Apollo	Near	-1
936	2017 AS4	0.013	Apollo	Near	-1
937	2016 YM3	0.013	Apollo	Near	-1
938	2009 BO5	0.013	Apollo	Near	-1
939	2010 FD6	0.013	Apollo	Near	-1
940	2010 JL88	0.013	Apollo	Near	-1
941	2006 MV1	0.013	Apollo	Near	-1
942	2014 RC	0.013	Apollo	Near	-1
943	2015 EO	0.013	Apollo	Near	-1
944	2015 EF	0.013	Apollo	Near	-1
945	2016 DN2	0.012	Apollo	Near	-1
946	2016 PX8	0.012	Apollo	Near	-1
947	2015 KO122	0.012	Apollo	Near	-1
948	2020 TD8	0.012	Apollo	Near	-1
949	2021 HN	0.012	Apollo	Near	-1
950	2017 QG18	0.012	Apollo	Near	-1
951	2010 DL	0.012	Apollo	Near	-1
952	2008 UR2	0.012	Apollo	Near	-1
953	2008 UR	0.012	Apollo	Near	-1
954	2014 UV210	0.012	Amor	Near	-1
955	2014 WA366	0.012	Apollo	Near	-1
956	2012 HG2	0.012	Apollo	Near	-1
957	2013 SB21	0.012	Amor	Near	-1
958	2016 EL157	0.011	Apollo	Near	-1
959	2015 LH	0.011	Apollo	Near	-1
960	2017 BS32	0.011	Aten	Near	-1
961	2018 DT	0.011	Amor	Near	-1
962	2009 UD	0.011	Apollo	Near	-1
963	2009 WV51	0.011	Apollo	Near	-1
964	2010 AL30	0.011	Apollo	Near	-1
965	2010 KO10	0.011	Apollo	Near	-1
966	2015 HS11	0.011	Amor	Near	-1
967	2014 GQ17	0.011	Aten	Near	-1
968	2017 FK	0.01	Apollo	Near	-1
969	2008 UT95	0.01	Apollo	Near	-1
970	2010 SK13	0.01	Apollo	Near	-1
971	2010 GH7	0.01	Apollo	Near	-1
972	2001 WJ4	0.01	Apollo	Near	-1
973	2014 WS7	0.01	Apollo	Near	-1
974	2014 SF304	0.01	Apollo	Near	-1
975	2016 MA	0.009	Apollo	Near	-1
976	2016 NM15	0.009	Amor	Near	-1
977	2015 SV6	0.009	Apollo	Near	-1
978	2016 CM194	0.009	Apollo	Near	-1
979	2015 VN105	0.009	Apollo	Near	-1
980	2016 VA	0.009	Aten	Near	-1
981	2016 RD34	0.009	Amor	Near	-1
982	2017 LD	0.009	Amor	Near	-1
983	2009 SN103	0.009	Apollo	Near	-1
984	2009 FP32	0.009	Apollo	Near	-1
985	2010 TN4	0.009	Apollo	Near	-1
986	2005 UW5	0.009	Apollo	Near	-1
987	2012 BX34	0.009	Aten	Near	-1
988	2016 EN156	0.008	Apollo	Near	-1
989	2015 OQ21	0.008	Aten	Near	-1
990	2016 RB1	0.007	Aten	Near	-1
991	2017 FJ	0.007	Apollo	Near	-1
992	2016 SA2	0.007	Apollo	Near	-1
993	2017 VV12	0.007	Apollo	Near	-1
994	2017 RB	0.007	Apollo	Near	-1
995	2017 UK8	0.007	Apollo	Near	-1
996	2017 VC14	0.007	Apollo	Near	-1
997	2009 FK	0.007	Apollo	Near	-1
998	2009 BD	0.007	Amor	Near	-1
999	2010 TE55	0.007	Aten	Near	-1
1000	2003 WT153	0.007	Aten	Near	-1
1001	2015 CD1	0.007	Apollo	Near	-1
1002	2014 HB177	0.007	Apollo	Near	-1
1003	2011 MD	0.007	Amor	Near	-1
1004	2016 CG18	0.006	Aten	Near	-1
1005	2020 UA	0.006	Aten	Near	-1
1006	2020 XX3	0.006	Apollo	Near	-1
1007	2021 KN2	0.006	Apollo	Near	-1
1008	2016 SW1	0.006	Apollo	Near	-1
1009	2016 WZ8	0.006	Apollo	Near	-1
1010	2009 TM8	0.006	Apollo	Near	-1
1011	2014 HW	0.006	Apollo	Near	-1
1012	2015 VO142	0.005	Apollo	Near	-1
1013	2015 VY105	0.005	Apollo	Near	-1
1014	2020 SW	0.005	Aten	Near	-1
1015	2021 JB6	0.005	Apollo	Near	-1
1016	2010 VO21	0.005	Apollo	Near	-1
1017	2010 TD54	0.005	Apollo	Near	-1
1018	2012 KT42	0.005	Apollo	Near	-1
1019	2016 FW13	0.004	Apollo	Near	-1
1020	2015 TC25	0.004	Apollo	Near	-1
1021	2017 QB35	0.004	Aten	Near	-1
1022	2008 JL24	0.004	Apollo	Near	-1
1023	2014 WU200	0.004	Apollo	Near	-1
1024	2014 WX202	0.004	Apollo	Near	-1
1025	2010 WA	0.003	Apollo	Near	-1
1026	2006 RH120	0.003	Amor	Near	-1
1027	2008 TC3	0.002	Apollo	Near	-1
1028	Derm2g	0.155	?	-1	0
1029	Derm5i	0.149	?	-1	0
1030	Derm7o	0.148	?	-1	0
1031	Derm6c	0.147	?	-1	0
1032	Mjolnir	0.142	?	-1	0
1033	Derm0f	0.135	?	-1	0
1034	Derm1c	0.133	?	-1	0
1035	Derm5f	0.13	?	-1	0
1036	Derm7d	0.118	?	-1	0
1037	Derm6k	0.117	?	-1	0
1038	Derm7e	0.11	?	-1	0
1039	Derm3k	0.107	?	-1	0
1040	Derm4c	0.103	?	-1	0
1041	Derm6f	0.103	?	-1	0
1042	Derm3h	0.094	?	-1	0
1043	Derm8e	0.094	?	-1	0
1044	Derm6e	0.094	?	-1	0
1045	YORP	0.086	?	-1	0
1046	Derm1a	0.079	?	-1	0
1047	Kamo`oalewa	0.041	?	-1	0
1048	93P/Lovas		?	-1	0
1049	1I/'Oumuamua		?	-1	0
1050	94P/Russell 4		?	-1	0
1051	C/2017 T2  (PanSTARRS)		?	-1	0
1052	49P/Arend-Rigaux		?	-1	0
1053	P/2006 HR30		?	-1	0
1054	P/2016 BA14		?	-1	0
1055	P002RZ		?	-1	0
1056	P002I6		?	-1	0
1057	P001GV		?	-1	0
1058	P0012V		?	-1	0
1059	P000ZE		?	-1	0
1060	P002I1		?	-1	0
1061	47P/Ashbrook-Jackson		?	-1	0
1062	P000TQ		?	-1	0
1063	P000K7		?	-1	0
1064	P000DV		?	-1	0
1065	333P/LINEAR		?	-1	0
1066	2011 SG47	0.142	Mars	-1	-1
1067	2012 GG11	0.136	Mars	-1	-1
1068	2012 CZ52	0.136	Mars	-1	-1
1069	2011 QH33	0.136	Mars	-1	-1
1070	2011 QS21	0.136	Mars	-1	-1
1071	2011 QY47	0.136	Mars	-1	-1
1072	2012 BE77	0.13	Mars	-1	-1
1073	2012 DE54	0.124	Mars	-1	-1
1074	2012 GY17	0.124	Mars	-1	-1
1075	2011 PZ	0.118	Mars	-1	-1
1076	2012 GF1	0.113	Mars	-1	-1
1077	2011 WK74	0.103	Mars	-1	-1
1078	2011 UE63	0.103	Mars	-1	-1
1079	2011 XL1	0.098	Mars	-1	-1
1080	2011 LY20	0.098	Mars	-1	-1
1081	2011 UM21	0.09	Mars	-1	-1
1082	2011 RY	0.082	Mars	-1	-1
1083	2012 GM11	0.071	Hungaria	-1	-1
