,cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,clon,clat,igra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
0,21,1.943476,-41.134717,2.6057611700e+02,-2.5142108000e+01,260.5757247,-25.1417014,17h22m18.17s,-25d08m30.13s,0.1565,0.1643,-0.0228,12.377,0.031,34.5,1.166e+01,12.442,0.052,20.7,3.153e+00,11.062,null,0.5,9.713e-01,7.696,null,null,8.873e-01,2,0,0.000,0.000,0.000,0.000,0000,AAUU,0,55268.196259,34700253,13.783,0.032,12.949,0.034,12.670,0.033
1,31,3.962152,-154.465876,2.6115310200e+02,-2.5103239000e+01,261.1525781,-25.1042321,17h24m36.62s,-25d06m15.24s,0.1297,0.1577,-0.0408,12.459,0.031,34.5,7.064e+00,12.459,0.049,22.1,2.542e+00,11.099,null,null,8.676e-01,7.830,null,null,1.389e+00,1,0,0.000,0.000,0.000,0.000,0000,AAUU,0,55269.122515,35031409,13.873,0.041,13.083,0.039,12.774,0.041
