,cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,clon,clat,igra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
0,15,0.751665,-29.235039,2.8280281200e+02,5.8523718000e+01,282.8026167,58.5239002,18h51m12.63s,58d31m26.04s,0.0960,0.1151,0.0495,15.660,0.151,7.2,8.537e-01,12.061,0.036,30.0,2.084e+00,6.381,0.019,56.0,1.068e+01,4.535,0.032,33.4,1.232e+00,1,0,0.000,0.000,0.000,0.000,0000,BAAA,0,55319.519836,null,null,null,null,null,null,null
1,16,0.427762,-63.240183,2.8280437000e+02,5.8524603000e+01,282.8041668,58.5246565,18h51m13.00s,58d31m28.76s,0.0870,0.0856,-0.0256,15.833,0.176,6.2,7.670e-01,11.990,0.037,29.0,1.417e+00,6.415,0.015,74.3,3.519e+00,4.550,0.035,30.9,1.162e+00,1,0,0.000,0.000,0.000,0.000,0000,BAAA,0,55319.519964,null,null,null,null,null,null,null
2,17,0.149083,-109.465369,2.8372403100e+02,5.8812732000e+01,283.7239556,58.8127182,18h54m53.75s,58d48m45.79s,0.0811,0.0830,0.0079,14.486,0.069,15.7,3.231e+00,11.294,0.026,41.7,2.324e+00,6.238,0.013,80.5,1.660e+00,4.542,0.123,8.8,5.597e-01,1,0,0.000,0.000,0.000,0.000,0000,AAAB,0,55319.586052,null,null,null,null,null,null,null
