,cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,clon,clat,igra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
0,6,0.807271,167.468893,2.0207912200e+02,-1.6333824000e+01,202.0791727,-16.3340429,13h28m19.00s,-16d20m02.55s,0.6517,0.9722,-0.2783,15.185,0.133,8.1,9.663e-01,15.128,0.395,2.8,8.084e-01,11.008,null,0.7,9.995e-01,7.857,null,null,1.346e+00,1,0,0.000,0.000,0.000,0.000,0000,BCUU,0,55214.536510,null,null,null,null,null,null,null
1,15,3.479748,-115.932269,1.8648887100e+02,-7.0527930000e+00,186.4879951,-7.0532157,12h25m57.12s,-07d03m11.58s,1.4835,1.6187,0.2966,16.526,0.408,2.7,6.724e-01,14.757,null,1.9,6.102e-01,10.693,null,1.4,1.121e+00,7.479,0.397,2.7,1.245e+00,1,0,0.000,0.000,0.000,0.000,0000,CUUC,0,55372.817794,null,null,null,null,null,null,null
2,23,3.735448,-85.550526,1.8655575400e+02,-7.0597960000e+00,186.5547116,-7.0597155,12h26m13.13s,-07d03m34.98s,1.5170,1.6278,0.8080,16.046,0.285,3.8,9.670e-01,15.531,0.473,2.3,7.333e-01,10.749,null,1.3,8.298e-01,7.167,null,1.7,1.147e+00,1,0,0.000,0.000,0.000,0.000,0000,BCUU,0,55373.413098,null,null,null,null,null,null,null
