,cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,clon,clat,igra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
0,12,2.646681,84.160598,3.1695402600e+02,-1.8247503000e+01,316.9547961,-18.2474282,21h07m49.15s,-18d14m50.74s,1.1915,1.2924,-0.1908,15.831,0.213,5.1,8.217e-01,15.341,null,null,1.068e+00,10.505,null,2.0,5.118e-01,7.237,null,1.5,8.566e-01,1,0,0.000,0.000,0.000,0.000,0000,BUUU,0,55319.733255,null,null,null,null,null,null,null
1,13,3.738622,63.997150,3.1695406500e+02,-1.8247469000e+01,316.9550478,-18.2470137,21h07m49.21s,-18d14m49.25s,0.8487,0.8683,-0.0985,15.380,0.142,7.6,8.743e-01,15.239,0.470,2.3,7.969e-01,11.061,null,0.5,6.454e-01,7.773,null,null,9.134e-01,1,0,0.000,0.000,0.000,0.000,0000,BCUU,0,55319.733382,null,null,null,null,null,null,null
