,cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,clon,clat,igra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
0,7,4.851811,87.145789,8.5577088000e+01,3.1453171000e+01,85.5786659,31.4532381,05h42m18.88s,31d27m11.66s,1.4222,1.4882,-0.1825,16.280,0.361,3.0,7.400e-01,14.718,0.274,4.0,1.379e+00,11.328,null,null,1.332e+00,7.663,null,0.5,7.263e-01,1,0,0.000,0.000,0.000,0.000,H000,CBUU,0,55266.774915,165848220,16.799,0.131,15.963,0.142,15.762,0.193
