mjd	w1mpro	w2mpro	w3mpro	w4mpro	ph_qual	sso_flg	date
55265.152121	12.717	12.844	10.859	7.791	AABU	1	no
55259.395948	13.366	14.293	11.076	6.999	ABUC	0	no
55259.13134	14.639	15.108	11.271	7.775	ACUU	1	no
55260.653149	14.801	14.719	10.571	7.226	AUUU	1	no
55260.917757	15.575	14.947	10.076	6.937	BUUB	1	no
55263.895042	15.408	15.071	11.162	7.485	BUUC	1	no
55373.377953	16.816	14.859	8.848	6.48	CBAB	0	no
55373.444041	16.723	14.936	8.869	6.789	CUAB	0	no
