Name	Diam	type	PHA	search?
2015 EO	0.013	Apollo	Near	True
2015 EP	0.019	Amor	Near	True
2015 EQ	0.018	Aten	Near	True
2015 ET	0.014	Apollo	Near	True
2015 FC	0.014	Apollo	Near	True
2015 FG120	0.078	Apollo	Near	True
2015 FG36	0.054	Apollo	Near	True
2015 FG37	0.136	Amor	Near	True
2015 FL290	0.108	Apollo	Near	True
2015 FN120	0.059	Apollo	Near	True
2015 FP	0.027	Amor	Near	True
2015 FQ	0.103	Apollo	Near	True
2015 FS33	0.108	Apollo	Near	True
2015 FW33	0.021	Amor	Near	True
2015 FX33	0.022	Amor	Near	True
2015 FY284	0.136	Amor	Near	True
2015 GC14	0.033	Amor	Near	True
2015 GY	0.136	Apollo	Potentially	True
2015 HB117	0.057	Amor	Near	True
2015 HB177	0.036	Apollo	Near	True
2015 HF1	0.086	Apollo	Near	True
2015 HM10	0.057	Amor	Near	True
2015 HO116	0.024	Amor	Near	True
2015 HR1	0.041	Amor	Near	True
2015 HS1	0.034	Amor	Near	True
2015 HS11	0.011	Amor	Near	True
2015 HU171	0.054	Apollo	Near	True
2015 HU9	0.062	Apollo	Near	True
2015 HV11	0.045	Amor	Near	True
2015 HW11	0.065	Apollo	Near	True
2015 HX181	0.049	Apollo	Near	True
2015 JD	0.024	Apollo	Near	True
2015 JF	0.016	Apollo	Near	True
2015 JH2	0.103	Amor	Near	True
2015 JJ2	0.13	Amor	Near	True
2015 JR	0.016	Apollo	Near	True
2015 JV	0.156	Apollo	Potentially	True
2015 JW	0.021	Amor	Near	True
2015 KA	0.017	Aten	Near	True
2015 KE	0.017	Aten	Near	True
2015 KJ19	0.095	Apollo	Near	True
2015 KL122	0.103	Amor	Near	True
2015 KM120	0.034	Amor	Near	True
2015 KO122	0.012	Apollo	Near	True
2015 KQ120	0.014	Apollo	Near	True
2015 KQ57	0.108	Apollo	Near	True
2015 KS121	0.082	Amor	Near	True
2015 KT56	0.018	Apollo	Near	True
2015 KU121	0.078	Apollo	Near	True
2015 KV18	0.052	Amor	Near	True
2015 KW120	0.019	Apollo	Near	True
2015 LA2	0.075	Aten	Near	True
2015 LG14	0.068	Amor	Near	True
2015 LH	0.011	Apollo	Near	True
2015 LJ	0.034	Amor	Near	True
2015 LK24	0.142	Amor	Potentially	True
2015 LM21	0.113	Apollo	Near	True
2015 LN21	0.075	Amor	Near	True
2015 LQ21	0.037	Amor	Near	True
2015 MC	0.045	Apollo	Near	True
2015 ME116	0.103	Apollo	Near	True
2015 MN44	0.098	Amor	Near	True
2015 MQ116	0.062	Apollo	Near	True
2015 MX103	0.039	Amor	Near	True
2015 MY53	0.025	Amor	Near	True
2015 NA14	0.118	Aten	Near	True
2015 OF26	0.142	Apollo	Near	True
2015 OM21	0.094	Amor	Near	True
2015 OQ21	0.008	Aten	Near	True
2015 OV	0.057	Apollo	Near	True
2015 PK57	0.039	Apollo	Near	True
2015 PK9	0.054	Apollo	Near	True
2015 PQ	0.086	Amor	Near	True
2015 PQ56	0.09	Amor	Near	True
2015 PT227	0.049	Apollo	Near	True
2015 QA	0.078	Amor	Near	True
2015 QB	0.043	Amor	Near	True
2015 QG	0.052	Apollo	Near	True
2015 QT3	0.047	Apollo	Near	True
2015 RF36	0.062	Aten	Near	True
2015 RH2	0.102	Apollo	Potentially	True
2015 RH36	0.057	Amor	Near	True
2015 RO36	0.078	Apollo	Near	True
2015 RQ36	0.037	Apollo	Near	True
2015 SA	0.026	Aten	Near	True
2015 SO2	0.049	Aten	Near	True
2015 SU	0.025	Amor	Near	True
2015 SU16	0.03	Amor	Near	True
2015 SV6	0.009	Apollo	Near	True
2015 SW6	0.038	Apollo	Near	True
2015 SY	0.065	Aten	Near	True
2015 SZ	0.059	Amor	Near	True
2015 SZ2	0.025	Apollo	Near	True
2015 TA	0.142	Amor	Near	True
2015 TC25	0.004	Apollo	Near	True
2015 TD144	0.09	Apollo	Near	True
2015 TE	0.094	Apollo	Near	True
2015 TF	0.108	Apollo	Near	True
2015 TG238	0.082	Amor	Near	True
2015 TJ1	0.09	Apollo	Near	True
2015 TK237	0.09	Apollo	Near	True
2015 TK238	0.124	Apollo	Potentially	True
2015 TL143	0.065	Amor	Near	True
2015 TL238	0.031	Apollo	Near	True
2015 TM143	0.055	Apollo	Near	True
2015 TW237	0.068	Amor	Near	True
2015 TX24	0.144	Apollo	Potentially	True
2015 TY178	0.11	Amor	Near	True
2015 TZ143	0.016	Apollo	Near	True
2015 TZ237	0.043	Amor	Near	True
2015 UC	0.034	Amor	Near	True
2015 UJ51	0.156	Apollo	Near	True
2015 US51	0.098	Amor	Near	True
2015 VA106	0.086	Apollo	Near	True
2015 VB65	0.078	Apollo	Near	True
2015 VE66	0.045	Amor	Near	True
2015 VF1	0.052	Apollo	Near	True
2015 VG105	0.047	Amor	Near	True
2015 VN105	0.009	Apollo	Near	True
2015 VO105	0.045	Apollo	Near	True
2015 VO142	0.005	Apollo	Near	True
2015 VU65	0.016	Apollo	Near	True
2015 VY105	0.005	Apollo	Near	True
2015 VZ145	0.059	Apollo	Near	True
2015 VZ2	0.09	Aten	Near	True
2015 WA13	0.018	Amor	Near	True
2015 WF13	0.068	Amor	Near	True
2015 XA379	0.026	Amor	Near	True
2015 XB	0.045	Apollo	Near	True
2015 XB130	0.13	Amor	Near	True
2015 XC	0.027	Apollo	Near	True
2015 XE	0.034	Apollo	Near	True
2015 XF	0.039	Amor	Near	True
2015 XM128	0.052	Apollo	Near	True
2015 XO	0.018	Amor	Near	True
2015 XO129	0.027	Apollo	Near	True
2015 XU378	0.156	Amor	Potentially	True
2015 YB1	0.156	Apollo	Near	True
2015 YC18	0.026	Apollo	Near	True
2015 YD	0.045	Amor	Near	True
2015 YD1	0.043	Amor	Near	True
2015 YE	0.062	Amor	Near	True
2015 YK	0.02	Apollo	Near	True
2015 YS9	0.019	Apollo	Near	True
2015 YU7	0.15	Aten	Potentially	True
2015 YX7	0.118	Apollo	Near	True
2016 AD166	0.057	Apollo	Near	True
2016 AF166	0.025	Apollo	Near	True
2016 AG166	0.047	Apollo	Near	True
2016 AK8	0.13	Amor	Near	True
2016 AO131	0.041	Apollo	Near	True
2016 AU65	0.086	Aten	Near	True
2016 AU9	0.025	Amor	Near	True
2016 AV164	0.031	Amor	Near	True
2016 AZ8	0.153	Apollo	Potentially	True
2016 BB15	0.039	Apollo	Near	True
2016 BC15	0.03	Amor	Near	True
2016 BE	0.058	Apollo	Near	True
2016 BF1	0.025	Apollo	Near	True
2016 BJ15	0.065	Apollo	Near	True
2016 BW14	0.021	Aten	Near	True
2016 CB138	0.054	Amor	Near	True
2016 CB30	0.059	Amor	Near	True
2016 CB31	0.03	Apollo	Near	True
2016 CF29	0.031	Apollo	Near	True
2016 CG18	0.006	Aten	Near	True
2016 CJ30	0.04	Amor	Near	True
2016 CK246	0.124	Amor	Near	True
2016 CK29	0.021	Amor	Near	True
2016 CL136	0.158	Aten	Potentially	True
2016 CL29	0.036	Apollo	Near	True
2016 CM194	0.009	Apollo	Near	True
2016 CO29	0.03	Apollo	Near	True
2016 CS247	0.024	Apollo	Near	True
2016 CU29	0.014	Apollo	Near	True
2016 CU30	0.142	Amor	Near	True
2016 DK	0.098	Amor	Near	True
2016 DN2	0.012	Apollo	Near	True
2016 DO2	0.054	Apollo	Near	True
2016 DV1	0.033	Apollo	Near	True
2016 EB1	0.026	Apollo	Near	True
2016 EC157	0.059	Aten	Near	True
2016 ED	0.054	Apollo	Near	True
2016 EE1	0.037	Apollo	Near	True
2016 EF28	0.136	Apollo	Potentially	True
2016 EK27	0.108	Apollo	Near	True
2016 EL157	0.011	Apollo	Near	True
2016 EN156	0.008	Apollo	Near	True
2016 EO84	0.1	Aten	Near	True
2016 EQ1	0.016	Apollo	Near	True
2016 ES1	0.043	Amor	Near	True
2016 EV1	0.049	Apollo	Near	True
2016 EV27	0.062	Apollo	Near	True
2016 EZ26	0.09	Apollo	Near	True
2016 FA	0.026	Aten	Near	True
2016 FC	0.014	Apollo	Near	True
2016 FC13	0.113	Apollo	Near	True
2016 FL12	0.016	Apollo	Near	True
2016 FO12	0.09	Apollo	Near	True
2016 FW13	0.004	Apollo	Near	True
2016 FX2	0.054	Amor	Near	True
2016 FZ2	0.036	Amor	Near	True
2016 GB222	0.013	Apollo	Near	True
2016 GE1	0.014	Apollo	Near	True
2016 GF216	0.031	Amor	Near	True
2016 GP220	0.117	Apollo	Near	True
2016 GS2	0.075	Apollo	Near	True
2016 GV221	0.031	Apollo	Near	True
2016 GW221	0.034	Aten	Near	True
2016 HB	0.039	Apollo	Near	True
2016 HN2	0.059	Apollo	Near	True
2016 HN3	0.142	Apollo	Potentially	True
2016 HO	0.022	Amor	Near	True
2016 HP3	0.054	Apollo	Near	True
2016 HQ19	0.052	Amor	Near	True
2016 JC6	0.158	Aten	Potentially	True
2016 JD18	0.036	Apollo	Near	True
2016 JE18	0.016	Amor	Near	True
2016 JG12	0.086	Apollo	Near	True
2016 JP17	0.071	Apollo	Near	True
2016 JV	0.031	Amor	Near	True
2016 JW28	0.024	Apollo	Near	True
2016 KD	0.103	Apollo	Near	True
2016 LB	0.082	Apollo	Near	True
2016 LD9	0.098	Apollo	Near	True
2016 LF2	0.098	Amor	Near	True
2016 LG	0.026	Amor	Near	True
2016 LG49	0.098	Apollo	Near	True
2016 LO48	0.025	Amor	Near	True
2016 MA	0.009	Apollo	Near	True
2016 NA1	0.118	Amor	Near	True
2016 NC1	0.025	Aten	Near	True
2016 ND1	0.026	Apollo	Near	True
2016 NF23	0.078	Aten	Near	True
2016 NG33	0.149	Apollo	Potentially	True
2016 NG38	0.028	Amor	Near	True
2016 NK39	0.049	Amor	Near	True
2016 NM15	0.009	Amor	Near	True
2016 NN15	0.014	Amor	Near	True
2016 NS	0.025	Amor	Near	True
2016 OJ1	0.142	Amor	Near	True
2016 PA40	0.039	Apollo	Near	True
2016 PA8	0.124	Apollo	Near	True
2016 PB8	0.094	Amor	Near	True
2016 PG67	0.098	Amor	Near	True
2016 PJ66	0.113	Amor	Near	True
2016 PP27	0.057	Apollo	Near	True
2016 PU	0.142	Amor	Near	True
2016 PX8	0.012	Apollo	Near	True
2016 QB2	0.045	Amor	Near	True
2016 QL44	0.028	Apollo	Near	True
2016 QS11	0.02	Amor	Near	True
2016 RB1	0.007	Aten	Near	True
2016 RD20	0.033	Amor	Near	True
2016 RD34	0.009	Amor	Near	True
2016 RF34	0.037	Apollo	Near	True
2016 RH18	0.142	Amor	Near	True
2016 RJ18	0.059	Amor	Near	True
2016 RL20	0.059	Apollo	Near	True
2016 RM20	0.017	Apollo	Near	True
2016 RM40	0.034	Apollo	Near	True
2016 RT33	0.049	Amor	Near	True
2016 RW	0.068	Apollo	Near	True
2016 SA2	0.007	Apollo	Near	True
2016 SW1	0.006	Apollo	Near	True
2016 SZ1	0.016	Apollo	Near	True
2016 TB11	0.027	Apollo	Near	True
2016 TB57	0.018	Apollo	Near	True
2016 TD18	0.057	Apollo	Near	True
2016 TL2	0.108	Amor	Near	True
2016 TM56	0.012	Apollo	Near	True
2016 TX17	0.059	Apollo	Near	True
2016 TZ19	0.07	Aten	Near	True
2016 UD41	0.082	Apollo	Near	True
2016 UE	0.024	Apollo	Near	True
2016 UH101	0.086	Apollo	Near	True
2016 UZ25	0.142	Apollo	Potentially	True
2016 VA	0.009	Aten	Near	True
2016 VK6	0.098	Amor	Near	True
2016 VP4	0.043	Amor	Near	True
2016 WB8	0.02	Apollo	Near	True
2016 WG7	0.019	Aten	Near	True
2016 WL7	0.041	Apollo	Near	True
2016 WN48	0.033	Apollo	Near	True
2016 WP	0.124	Apollo	Near	True
2016 WQ	0.024	Apollo	Near	True
2016 WZ8	0.006	Apollo	Near	True
2016 XA18	0.071	Apollo	Near	True
2016 XR23	0.025	Apollo	Near	True
2016 YC8	0.036	Apollo	Near	True
2016 YF	0.025	Apollo	Near	True
2016 YF8	0.098	Apollo	Near	True
2016 YH3	0.037	Apollo	Near	True
2016 YM	0.118	Amor	Near	True
2016 YM1	0.113	Amor	Near	True
2016 YM3	0.013	Apollo	Near	True
2017 AE3	0.13	Apollo	Potentially	True
2017 AG5	0.089	Apollo	Near	True
2017 AP19	0.057	Apollo	Near	True
2017 AR4	0.033	Apollo	Near	True
2017 AS4	0.013	Apollo	Near	True
2017 AT4	0.014	Amor	Near	True
2017 BJ30	0.014	Apollo	Near	True
2017 BK	0.047	Apollo	Near	True
2017 BL30	0.065	Apollo	Near	True
2017 BM123	0.052	Apollo	Near	True
2017 BM3	0.075	Aten	Near	True
2017 BQ6	0.156	Apollo	Potentially	True
2017 BS32	0.011	Aten	Near	True
2017 BS5	0.042	Amor	Near	True
2017 BT	0.103	Amor	Near	True
2017 BU	0.027	Apollo	Near	True
2017 BW	0.059	Apollo	Near	True
2017 BY93	0.066	Apollo	Near	True
2017 CF32	0.015	Apollo	Near	True
2017 CP32	0.047	Aten	Near	True
2017 CR32	0.09	Amor	Near	True
2017 CX31	0.028	Apollo	Near	True
2017 DA36	0.028	Apollo	Near	True
2017 DA38	0.03	Apollo	Near	True
2017 DC36	0.109	Aten	Near	True
2017 DL34	0.02	Amor	Near	True
2017 DT34	0.008	Apollo	Near	True
2017 DV15	0.027	Amor	Near	True
2017 DW34	0.068	Apollo	Near	True
2017 EA3	0.068	Apollo	Near	True
2017 EE3	0.019	Apollo	Near	True
2017 EE4	0.03	Apollo	Near	True
2017 EH4	0.045	Amor	Near	True
2017 EK	0.043	Apollo	Near	True
2017 EK3	0.016	Apollo	Near	True
2017 EL4	0.025	Apollo	Near	True
2017 ER13	0.142	Apollo	Potentially	True
2017 EZ2	0.028	Amor	Near	True
2017 FH101	0.094	Apollo	Near	True
2017 FJ	0.007	Apollo	Near	True
2017 FK	0.01	Apollo	Near	True
2017 FL127	0.078	Apollo	Near	True
2017 GK4	0.142	Apollo	Potentially	True
2017 GM4	0.118	Apollo	Potentially	True
2017 HN3	0.142	Apollo	Near	True
2017 HP49	0.078	Apollo	Near	True
2017 HU49	0.015	Aten	Near	True
2017 HV3	0.054	Amor	Near	True
2017 JA2	0.034	Apollo	Near	True
2017 JF3	0.13	Aten	Potentially	True
2017 JM2	0.041	Apollo	Near	True
2017 KJ27	0.025	Apollo	Near	True
2017 KO31	0.065	Amor	Near	True
2017 KR27	0.059	Apollo	Near	True
2017 LD	0.009	Amor	Near	True
2017 LE	0.016	Amor	Near	True
2017 MB5	0.086	Apollo	Near	True
2017 MC1	0.039	Apollo	Near	True
2017 MO8	0.019	Apollo	Near	True
2017 NH	0.149	Apollo	Potentially	True
2017 PL26	0.108	Apollo	Near	True
2017 PR25	0.155	Apollo	Potentially	True
2017 PS25	0.156	Amor	Near	True
2017 QB35	0.004	Aten	Near	True
2017 QG18	0.012	Apollo	Near	True
2017 QK	0.052	Apollo	Near	True
2017 QL33	0.157	Apollo	Potentially	True
2017 QR35	0.026	Amor	Near	True
2017 QT1	0.014	Apollo	Near	True
2017 QU17	0.018	Amor	Near	True
2017 QW1	0.017	Aten	Near	True
2017 QX1	0.033	Amor	Near	True
2017 RB	0.007	Apollo	Near	True
2017 RB16	0.023	Apollo	Near	True
2017 RN17	0.136	Apollo	Near	True
2017 RS2	0.016	Amor	Near	True
2017 RU2	0.023	Apollo	Near	True
2017 RV2	0.017	Apollo	Near	True
2017 ST14	0.059	Apollo	Near	True
2017 UC3	0.086	Apollo	Near	True
2017 UK8	0.007	Apollo	Near	True
2017 UQ4	0.047	Amor	Near	True
2017 VA15	0.028	Amor	Near	True
2017 VC	0.068	Apollo	Near	True
2017 VC14	0.007	Apollo	Near	True
2017 VG1	0.038	Apollo	Near	True
2017 VT14	0.073	Apollo	Near	True
2017 VU	0.081	Amor	Near	True
2017 VV12	0.007	Apollo	Near	True
2017 VY13	0.016	Apollo	Near	True
2017 VZ14	0.028	Apollo	Near	True
2017 WK14	0.13	Apollo	Potentially	True
2017 WX12	0.113	Apollo	Near	True
2017 XO2	0.098	Apollo	Near	True
2017 XS	0.084	Aten	Near	True
2017 YF7	0.057	Amor	Near	True
2017 YR3	0.026	Apollo	Near	True
2017 YW3	0.015	Apollo	Near	True
2018 AE3	0.156	Amor	Near	True
2018 AE4	0.034	Apollo	Near	True
2018 AF3	0.082	Amor	Near	True
2018 AJ	0.037	Apollo	Near	True
2018 AO18	0.149	Amor	Near	True
2018 AQ2	0.113	Apollo	Near	True
2018 BG1	0.024	Amor	Near	True
2018 BT6	0.137	Apollo	Potentially	True
2018 CB	0.02	Apollo	Near	True
2018 CZ2	0.156	Apollo	Potentially	True
2018 DT	0.011	Amor	Near	True
2018 DY3	0.022	Apollo	Near	True
2018 EB	0.13	Amor	Potentially	True
2018 EC9	0.045	Amor	Near	True
2018 EE	0.13	Apollo	Potentially	True
2018 EH	0.039	Apollo	Near	True
2018 EJ4	0.156	Amor	Potentially	True
2018 GE3	0.052	Apollo	Near	True
2018 JK3	0.136	Aten	Potentially	True
2018 JW1	0.098	Apollo	Near	True
2018 JX	0.062	Apollo	Near	True
2018 KF1	0.021	Amor	Near	True
2018 LK	0.133	Apollo	Potentially	True
2018 LN2	0.068	Apollo	Near	True
2018 LQ2	0.031	Amor	Near	True
2018 ML8	0.124	Amor	Near	True
2018 NT1	0.124	Amor	Near	True
2018 QN1	0.156	Amor	Potentially	True
2018 QT1	0.103	Aten	Near	True
2018 QU1	0.082	Apollo	Near	True
2018 RC	0.031	Aten	Near	True
2018 RQ2	0.078	Apollo	Near	True
2018 TD4	0.118	Apollo	Near	True
2018 TS	0.091	Amor	Near	True
2018 UQ1	0.116	Apollo	Potentially	True
2018 UQ2	0.124	Apollo	Near	True
2018 UY1	0.045	Aten	Near	True
2018 VN3	0.138	Amor	Near	True
2018 WD1	0.025	Amor	Near	True
2018 XA	0.054	Apollo	Near	True
2018 XU6	0.084	Amor	Near	True
2018 XY2	0.092	Amor	Near	True
2018 XZ2	0.142	Amor	Near	True
2019 AW4	0.152	Apollo	Potentially	True
2019 BE5	0.028	Aten	Near	True
2019 BF5	0.112	Apollo	Potentially	True
2019 BG1	0.073	Apollo	Near	True
2019 CD5	0.112	Apollo	Potentially	True
2019 CE5	0.055	Amor	Near	True
2019 CL2	0.065	Apollo	Near	True
2019 DD2	0.142	Apollo	Potentially	True
2019 DN	0.083	Amor	Near	True
2019 EA2	0.021	Aten	Near	True
2019 ER1	0.057	Amor	Near	True
2019 FD	0.065	Aten	Near	True
2019 FP2	0.108	Amor	Near	True
2019 JR7	0.113	Apollo	Near	True
2019 JU5	0.047	Apollo	Near	True
2019 JX7	0.149	Amor	Near	True
2019 KC	0.098	Apollo	Near	True
2019 KZ3	0.043	Amor	Near	True
2019 MB4	0.019	Amor	Near	True
2019 NC1	0.137	Aten	Near	True
2019 ND7	0.156	Apollo	Potentially	True
2019 NJ5	0.063	Amor	Near	True
2019 NN3	0.034	Amor	Near	True
2019 OM	0.09	Aten	Near	True
2019 QD6	0.142	Apollo	Potentially	True
2019 RC	0.13	Amor	Potentially	True
2019 UC	0.044	Apollo	Near	True
2019 UD13	0.059	Amor	Near	True
2019 UD4	0.069	Amor	Near	True
2019 UN12	0.12	Apollo	Potentially	True
2019 UR12	0.043	Amor	Near	True
2019 WC5	0.09	Apollo	Near	True
2019 WH1	0.149	Amor	Near	True
2019 WV	0.026	Apollo	Near	True
2019 WV4	0.062	Apollo	Near	True
2019 XN1	0.13	Amor	Near	True
2019 YW2	0.042	Apollo	Near	True
2020 AD3	0.137	Aten	Potentially	True
2020 BJ4	0.124	Apollo	Potentially	True
2020 BN11	0.09	Apollo	Near	True
2020 BZ11	0.108	Apollo	Near	True
2020 DD	0.059	Apollo	Near	True
2020 DM4	0.142	Amor	Potentially	True
2020 DP4	0.026	Apollo	Near	True
2020 GF2	0.019	Apollo	Near	True
2020 HE2	0.156	Apollo	Near	True
2020 HL7	0.075	Amor	Near	True
2020 HV1	0.094	Amor	Near	True
2020 KB3	0.033	Amor	Near	True
2020 KK7	0.017	Apollo	Near	True
2020 KZ7	0.094	Apollo	Near	True
2020 MV	0.062	Apollo	Near	True
2020 OH3	0.035	Apollo	Near	True
2020 OT7	0.045	Amor	Near	True
2020 QU4	0.142	Amor	Near	True
2020 RA6	0.019	Apollo	Near	True
2020 RK2	0.041	Apollo	Near	True
2020 RO6	0.098	Apollo	Near	True
2020 RZ6	0.015	Apollo	Near	True
2020 SN	0.033	Amor	Near	True
2020 SP4	0.124	Apollo	Potentially	True
2020 ST1	0.118	Amor	Potentially	True
2020 SW	0.005	Aten	Near	True
2020 TB12	0.098	Apollo	Near	True
2020 TD8	0.012	Apollo	Near	True
2020 TG3	0.086	Amor	Near	True
2020 TP1	0.014	Apollo	Near	True
2020 UA	0.006	Aten	Near	True
2020 UF2	0.13	Apollo	Potentially	True
2020 UQ6	0.086	Apollo	Near	True
2020 UZ5	0.094	Apollo	Near	True
2020 VZ6	0.03	Apollo	Near	True
2020 WT5	0.104	Apollo	Near	True
2020 XX3	0.006	Apollo	Near	True
2020 YA5	0.038	Apollo	Near	True
2020 YE5	0.021	Apollo	Near	True
2021 AU	0.04	Apollo	Near	True
2021 AZ	0.041	Apollo	Near	True
2021 CC2	0.076	Aten	Near	True
2021 CO	0.026	Apollo	Near	True
2021 DP	0.014	Apollo	Near	True
2021 DW1	0.03	Apollo	Near	True
2021 DX1	0.051	Apollo	Near	True
2021 EB1	0.058	Apollo	Near	True
2021 EL4	0.02	Aten	Near	True
2021 EX1	0.031	Apollo	Near	True
2021 FH	0.013	Apollo	Near	True
2021 FK3	0.095	Apollo	Near	True
2021 GG11	0.07	Apollo	Near	True
2021 GJ3	0.054	Apollo	Near	True
2021 GQ10	0.014	Aten	Near	True
2021 HC3	0.143	Apollo	Potentially	True
2021 HN	0.012	Apollo	Near	True
2021 JB6	0.005	Apollo	Near	True
2021 JR3	0.03	Apollo	Near	True
2021 KN2	0.006	Apollo	Near	True
2021 NY1	0.119	Apollo	Potentially	True
2021 RS	0.027	Aten	Near	True
2021 UH2	0.026	Aten	Near	True
333P/LINEAR		?	-1	False
47P/Ashbrook-Jackson		?	-1	False
49P/Arend-Rigaux		?	-1	False
67P/Churyumov-Gerasimenko		?	-1	False
93P/Lovas		?	-1	False
94P/Russell 4		?	-1	False
C/2017 T2  (PanSTARRS)		?	-1	False
Derm0f	0.135	?	-1	False
Derm1a	0.079	?	-1	False
Derm1c	0.133	?	-1	False
Derm2g	0.155	?	-1	False
Derm3h	0.094	?	-1	False
Derm3k	0.107	?	-1	False
Derm4c	0.103	?	-1	False
Derm5f	0.13	?	-1	False
Derm5i	0.149	?	-1	False
Derm6c	0.147	?	-1	False
Derm6e	0.094	?	-1	False
Derm6f	0.103	?	-1	False
Derm6k	0.117	?	-1	False
Derm7d	0.118	?	-1	False
Derm7e	0.11	?	-1	False
Derm7o	0.148	?	-1	False
Derm8e	0.094	?	-1	False
P/2006 HR30		?	-1	False
P/2016 BA14		?	-1	False
P000DV		?	-1	False
P000K7		?	-1	False
P000TQ		?	-1	False
P000ZE		?	-1	False
P0012V		?	-1	False
P001GV		?	-1	False
P002I1		?	-1	False
P002I6		?	-1	False
P002RZ		?	-1	False
YORP	0.086	?	-1	False
Mjolnir	0.142	?	-1	False
2003 MA3	0.136	Apollo	Potentially	True
2000 EH26	0.136	Apollo	Potentially	True
1996 XB27	0.136	Amor	Near	True
2006 UP	0.075	Amor	Near	True
2005 EE	0.157	Apollo	Potentially	True
2007 RQ17	0.09	Apollo	Near	True
1993 VD	0.149	Aten	Potentially	True
Akhenaten	0.136	Aten	Potentially	True
2000 SJ344	0.086	Apollo	Near	True
2008 GG2	0.08	Amor	Near	True
1998 KG3	0.106	Amor	Near	True
2002 NV16	0.156	Apollo	Potentially	True
2010 KX7	0.124	Aten	Potentially	True
Duende	0.047	Atira	Near	True
2009 CP5	0.149	Apollo	Near	True
2008 QF	0.134	Amor	Near	True
2009 FD	0.113	Apollo	Near	True
2010 DF1	0.119	Apollo	Potentially	True
2011 EM51	0.124	Apollo	Potentially	True
2008 WJ60	0.15	Amor	Near	True
1994 CB	0.156	Apollo	Near	True
2000 AC6	0.149	Aten	Potentially	True
2007 YJ	0.124	Apollo	Near	True
2013 NX	0.113	Apollo	Near	True
1999 MN	0.156	Aten	Potentially	True
2010 NY65	0.158	Apollo	Potentially	True
1998 FL3	0.118	Apollo	Potentially	True
2002 XY38	0.078	Aten	Near	True
2011 AK5	0.149	Apollo	Potentially	True
2006 KV89	0.157	Apollo	Potentially	True
2013 BZ45	0.127	Apollo	Potentially	True
2005 BO1	0.156	Aten	Near	True
2014 EK24	0.063	Apollo	Near	True
2010 FR	0.136	Apollo	Potentially	True
2004 KH17	0.124	Aten	Potentially	True
2014 KQ76	0.136	Apollo	Potentially	True
Kamo`oalewa	0.041	?	-1	False
2002 LT24	0.116	Aten	Near	True
2009 SC15	0.122	Amor	Near	True
2011 BT15	0.136	Apollo	Potentially	True
2013 UE3	0.082	Apollo	Near	True
2001 RU17	0.149	Aten	Near	True
2005 UO	0.113	Apollo	Near	True
2009 XZ1	0.136	Aten	Potentially	True
2012 WK4	0.148	Apollo	Near	True
2005 ES70	0.052	Aten	Near	True
2008 CM20	0.149	Amor	Near	True
2011 PT	0.049	Amor	Near	True
2012 CO46	0.086	Amor	Near	True
2014 SD224	0.1	Aten	Near	True
2002 FD6	0.094	Apollo	Near	True
2010 CO1	0.124	Apollo	Potentially	True
2005 XB1	0.118	Apollo	Near	True
2010 FH81	0.142	Apollo	Potentially	True
2015 JA2	0.159	Apollo	Potentially	True
2012 HM1	0.156	Amor	Near	True
2009 JL1	0.153	Apollo	Near	True
2010 CF19	0.136	Apollo	Potentially	True
2014 OA2	0.149	Amor	Near	True
1999 LK1	0.113	Aten	Near	True
2009 UX17	0.149	Amor	Near	True
2009 TK	0.103	Amor	Near	True
2007 CA27	0.157	Aten	Near	True
2008 HS3	0.154	Amor	Potentially	True
2011 LT17	0.134	Apollo	Potentially	True
2014 AY28	0.122	Amor	Potentially	True
2014 QX266	0.091	Amor	Near	True
2015 BY310	0.13	Apollo	Potentially	True
2012 NP	0.16	Amor	Near	True
