,Name,Diam,Class,H,time,type,PHA
460,2020 TP1,0.014,S*,26.71,-1,Apollo,Near
461,2020 UA,0.006,S*,28.44,-1,Aten,Near
462,2020 UQ6,0.086,S*,22.7,-1,Apollo,Near
463,2020 UZ5,0.094,S*,22.51,-1,Apollo,Near
464,2020 VZ6,0.03,S*,25.0,-1,Apollo,Near
465,2020 XX3,0.006,S*,28.48,-1,Apollo,Near
466,2020 YA5,0.038,S*,24.44,-1,Apollo,Near
467,2020 YE5,0.021,S*,25.75,-1,Apollo,Near
468,2021 AU,0.04,S*,24.35,-1,Apollo,Near
469,2021 AZ,0.041,S*,24.3,-1,Apollo,Near
470,2021 CC2,0.076,S*,22.96,-1,Aten,Near
471,2021 CO,0.026,S*,25.28,-1,Apollo,Near
472,2021 DP,0.014,S*,26.56,-1,Apollo,Near
473,2021 DW1,0.03,S*,24.8,-1,Apollo,Near
474,2021 DX1,0.051,S*,23.84,-1,Apollo,Near
475,2021 EB1,0.058,S*,23.56,-1,Apollo,Near
476,2021 EL4,0.02,S*,25.88,-1,Aten,Near
477,2020 GF2,0.019,S*,26.0,-1,Apollo,Near
478,2020 DP4,0.026,S*,25.31,-1,Apollo,Near
479,2020 DM4,0.142,S*,21.61,-1,Amor,Potentially
480,2019 NJ5,0.063,S*,23.36,-1,Amor,Near
481,2018 XY2,0.092,S*,22.54,-1,Amor,Near
482,2019 AW4,0.152,S*,21.45,-1,Apollo,Potentially
483,2019 BE5,0.028,S*,25.1,-1,Aten,Near
484,2019 BF5,0.112,S*,21.67,-1,Apollo,Potentially
485,2019 BG1,0.073,S*,23.04,-1,Apollo,Near
486,2019 CD5,0.112,S*,22.12,-1,Apollo,Potentially
487,2019 CE5,0.055,S*,23.66,-1,Amor,Near
488,2019 DN,0.083,S*,22.77,-1,Amor,Near
489,2019 EA2,0.021,S*,25.8,-1,Aten,Near
490,2019 FP2,0.108,S*,22.2,-1,Amor,Near
491,2019 JX7,0.149,S*,21.5,-1,Amor,Near
492,2019 KZ3,0.043,S*,24.2,-1,Amor,Near
493,2019 MB4,0.019,S*,26.0,-1,Amor,Near
494,2019 NN3,0.034,S*,24.7,-1,Amor,Near
495,2020 DD,0.059,S*,23.5,-1,Apollo,Near
496,2019 OM,0.09,S*,22.6,-1,Aten,Near
497,2019 RC,0.13,S*,21.8,-1,Amor,Potentially
498,2019 UC,0.044,S*,24.15,-1,Apollo,Near
499,2019 UD13,0.059,S*,23.5,-1,Amor,Near
500,2019 UD4,0.069,S*,23.18,-1,Amor,Near
501,2019 UN12,0.12,S*,21.96,-1,Apollo,Potentially
502,2019 UR12,0.043,S*,24.2,-1,Amor,Near
503,2019 WC5,0.09,S*,22.6,-1,Apollo,Near
504,2019 WV,0.026,S*,25.27,-1,Apollo,Near
505,2019 XN1,0.13,S*,21.79,-1,Amor,Near
506,2019 YW2,0.042,S*,24.25,-1,Apollo,Near
507,2020 AD3,0.137,S*,21.68,-1,Aten,Potentially
508,2020 BZ11,0.108,S*,22.2,-1,Apollo,Near
509,2021 EX1,0.031,S*,24.88,-1,Apollo,Near
510,2021 FH,0.013,S*,26.73,-1,Apollo,Near
511,2021 FK3,0.095,S*,22.47,-1,Apollo,Near
512,2012 CO46,0.086,S*,22.7,-1,Amor,Near
513,2006 KV89,0.157,S*,21.38,-1,Apollo,Potentially
514,2005 BO1,0.156,S*,21.4,-1,Aten,Near
515,2014 EK24,0.063,S*,23.38,-1,Apollo,Near
516,2004 KH17,0.124,S*,21.9,-1,Aten,Potentially
517,2014 KQ76,0.136,S*,21.7,-1,Apollo,Potentially
518,2009 SC15,0.122,S*,21.93,-1,Amor,Near
519,2013 UE3,0.082,S*,22.8,-1,Apollo,Near
520,2001 RU17,0.149,S*,21.5,-1,Aten,Near
521,2005 UO,0.113,S*,22.1,-1,Apollo,Near
522,2009 XZ1,0.136,S*,21.7,-1,Aten,Potentially
523,2012 WK4,0.148,S*,21.51,-1,Apollo,Near
524,2005 ES70,0.052,S*,23.8,-1,Aten,Near
525,2011 PT,0.049,S*,23.9,-1,Amor,Near
526,2002 FD6,0.094,S*,22.51,-1,Apollo,Near
527,2002 XY38,0.078,S*,22.9,-1,Aten,Near
528,2005 XB1,0.118,S*,22.0,-1,Apollo,Near
529,2015 JA2,0.159,S*,21.36,-1,Apollo,Potentially
530,2012 HM1,0.156,S*,21.4,-1,Amor,Near
531,2009 JL1,0.153,S*,21.44,-1,Apollo,Near
532,2010 CF19,0.136,S*,21.7,-1,Apollo,Potentially
533,2014 OA2,0.149,S*,21.5,-1,Amor,Near
534,2009 TK,0.103,S*,22.3,-1,Amor,Near
535,2007 CA27,0.157,S*,21.39,-1,Aten,Near
536,2008 HS3,0.154,S*,21.43,-1,Amor,Potentially
537,2011 LT17,0.134,S*,21.73,-1,Apollo,Potentially
538,2014 AY28,0.122,S*,21.93,-1,Amor,Potentially
539,2014 QX266,0.091,S*,22.58,-1,Amor,Near
540,2015 BY310,0.13,S*,21.79,-1,Apollo,Potentially
541,2011 AK5,0.149,S*,21.5,-1,Apollo,Potentially
542,1999 MN,0.156,S*,21.4,-1,Aten,Potentially
543,2021 GG11,0.07,S*,23.13,-1,Apollo,Near
544,2005 EE,0.157,S*,21.39,-1,Apollo,Potentially
545,2021 GJ3,0.054,S*,23.7,-1,Apollo,Near
546,2021 GQ10,0.014,S*,26.65,-1,Aten,Near
547,2021 HC3,0.143,S*,21.59,-1,Apollo,Potentially
548,2021 HN,0.012,S*,26.9,-1,Apollo,Near
549,2021 JB6,0.005,S*,28.78,-1,Apollo,Near
550,2021 JR3,0.03,S*,24.95,-1,Apollo,Near
551,2021 KN2,0.006,S*,28.63,-1,Apollo,Near
552,2021 NY1,0.119,S*,21.98,-1,Apollo,Potentially
553,2021 RS,0.027,S*,25.18,-1,Aten,Near
554,2021 UH2,0.026,S*,25.31,-1,Aten,Near
555,2000 EH26,0.136,S*,21.7,-1,Apollo,Potentially
556,1996 XB27,0.136,S*,21.7,-1,Amor,Near
557,2006 UP,0.075,S*,23.0,-1,Amor,Near
558,2007 RQ17,0.09,S*,22.6,-1,Apollo,Near
559,2013 NX,0.113,S*,22.1,-1,Apollo,Near
560,Akhenaten,0.136,S*,21.7,-1,Aten,Potentially
561,2000 SJ344,0.086,S*,22.7,-1,Apollo,Near
562,2008 GG2,0.08,S*,22.86,-1,Amor,Near
563,1998 KG3,0.106,S*,22.23,-1,Amor,Near
564,2002 NV16,0.156,S*,21.4,-1,Apollo,Potentially
565,Duende,0.047,S*,24.0,-1,Atira,Near
566,2009 CP5,0.149,S*,21.5,-1,Apollo,Near
567,2008 QF,0.134,S*,21.73,-1,Amor,Near
568,2009 FD,0.113,S*,22.1,-1,Apollo,Near
569,2010 DF1,0.119,S*,21.98,-1,Apollo,Potentially
570,2011 EM51,0.124,S*,21.9,-1,Apollo,Potentially
571,2008 WJ60,0.15,S*,21.48,-1,Amor,Near
572,2000 AC6,0.149,S*,21.49,-1,Aten,Potentially
573,2018 XU6,0.084,S*,22.31,-1,Amor,Near
574,2018 XA,0.054,S*,23.7,-1,Apollo,Near
575,2018 VN3,0.138,S*,21.66,-1,Amor,Near
576,2017 DA36,0.028,S*,25.1,-1,Apollo,Near
577,2017 BJ30,0.014,S*,26.7,-1,Apollo,Near
578,2017 BK,0.047,S*,24.0,-1,Apollo,Near
579,2017 BL30,0.065,S*,23.3,-1,Apollo,Near
580,2017 BM123,0.052,S*,23.8,-1,Apollo,Near
581,2017 BS32,0.011,S*,27.2,-1,Aten,Near
582,2017 BS5,0.042,S*,24.24,-1,Amor,Near
583,2017 BT,0.103,S*,22.3,-1,Amor,Near
584,2017 BU,0.027,S*,25.2,-1,Apollo,Near
585,2017 BW,0.059,S*,23.49,-1,Apollo,Near
586,2017 BY93,0.066,S*,23.28,-1,Apollo,Near
587,2017 CF32,0.015,S*,26.47,-1,Apollo,Near
588,2017 CP32,0.047,S*,24.0,-1,Aten,Near
589,2017 CR32,0.09,S*,22.6,-1,Amor,Near
590,2017 DA38,0.03,S*,25.0,-1,Apollo,Near
591,2017 AS4,0.013,S*,26.8,-1,Apollo,Near
592,2017 DL34,0.02,S*,25.9,-1,Amor,Near
593,2017 DV15,0.027,S*,25.2,-1,Amor,Near
594,2017 EA3,0.068,S*,23.2,-1,Apollo,Near
595,2017 EE3,0.019,S*,26.0,-1,Apollo,Near
596,2017 EE4,0.03,S*,25.0,-1,Apollo,Near
597,2017 EH4,0.045,S*,24.1,-1,Amor,Near
598,2017 EK3,0.016,S*,26.3,-1,Apollo,Near
599,2017 EZ2,0.028,S*,25.1,-1,Amor,Near
600,2017 FH101,0.094,S*,22.5,-1,Apollo,Near
601,2017 FJ,0.007,S*,28.2,-1,Apollo,Near
602,2017 FK,0.01,S*,27.4,-1,Apollo,Near
603,2017 GK4,0.142,S*,21.6,-1,Apollo,Potentially
604,2017 GM4,0.118,S*,22.0,-1,Apollo,Potentially
605,2017 AT4,0.014,S*,26.6,-1,Amor,Near
606,2017 AR4,0.033,S*,24.8,-1,Apollo,Near
607,2017 HU49,0.015,S*,26.5,-1,Aten,Near
608,2016 VA,0.009,S*,27.6,-1,Aten,Near
609,2016 RD34,0.009,S*,27.7,-1,Amor,Near
610,2016 RF34,0.037,S*,24.5,-1,Apollo,Near
611,2016 RH18,0.142,S*,21.6,-1,Amor,Near
612,2016 RJ18,0.059,S*,23.5,-1,Amor,Near
613,2016 RL20,0.059,S*,23.5,-1,Apollo,Near
614,2016 RM20,0.017,S*,26.2,-1,Apollo,Near
615,2016 RT33,0.049,S*,23.9,-1,Amor,Near
616,2016 SA2,0.007,S*,28.2,-1,Apollo,Near
617,2016 SW1,0.006,S*,28.5,-1,Apollo,Near
618,2016 SZ1,0.016,S*,26.3,-1,Apollo,Near
619,2016 TD18,0.057,S*,23.6,-1,Apollo,Near
620,2016 TL2,0.108,S*,22.2,-1,Amor,Near
621,2016 UE,0.024,S*,25.48,-1,Apollo,Near
622,2016 VP4,0.043,S*,24.2,-1,Amor,Near
623,2017 AG5,0.089,S*,22.63,-1,Apollo,Near
624,2016 WB8,0.02,S*,25.9,-1,Apollo,Near
625,2016 WG7,0.019,S*,26.0,-1,Aten,Near
626,2016 WL7,0.041,S*,24.3,-1,Apollo,Near
627,2016 WP,0.124,S*,21.9,-1,Apollo,Near
628,2016 WQ,0.024,S*,25.5,-1,Apollo,Near
629,2016 WZ8,0.006,S*,28.4,-1,Apollo,Near
630,2016 XR23,0.025,S*,25.4,-1,Apollo,Near
631,2016 YF,0.025,S*,25.4,-1,Apollo,Near
632,2016 YH3,0.037,S*,24.5,-1,Apollo,Near
633,2016 YM,0.118,S*,22.0,-1,Amor,Near
634,2016 YM1,0.113,S*,22.1,-1,Amor,Near
635,2016 YM3,0.013,S*,26.8,-1,Apollo,Near
636,2017 AE3,0.13,S*,21.8,-1,Apollo,Potentially
637,2017 HN3,0.142,S*,21.6,-1,Apollo,Near
638,2017 HV3,0.054,S*,23.7,-1,Amor,Near
639,2018 UY1,0.045,S*,24.1,-1,Aten,Near
640,2018 DY3,0.022,S*,25.7,-1,Apollo,Near
641,2017 WX12,0.113,S*,22.13,-1,Apollo,Near
642,2017 XS,0.084,S*,22.74,-1,Aten,Near
643,2017 YF7,0.057,S*,23.6,-1,Amor,Near
644,2017 YR3,0.026,S*,25.3,-1,Apollo,Near
645,2017 YW3,0.015,S*,26.5,-1,Apollo,Near
646,2018 AF3,0.082,S*,22.8,-1,Amor,Near
647,2018 AJ,0.037,S*,24.5,-1,Apollo,Near
648,2018 AO18,0.149,S*,21.5,-1,Amor,Near
649,2018 AQ2,0.113,S*,22.1,-1,Apollo,Near
650,2018 BG1,0.024,S*,25.5,-1,Amor,Near
651,2018 BT6,0.137,S*,21.68,-1,Apollo,Potentially
652,2018 CB,0.02,S*,25.9,-1,Apollo,Near
653,2018 DT,0.011,S*,27.1,-1,Amor,Near
654,2018 EH,0.039,S*,24.4,-1,Apollo,Near
655,2017 VY13,0.016,S*,26.4,-1,Apollo,Near
656,2018 EJ4,0.156,S*,21.4,-1,Amor,Potentially
657,2018 GE3,0.052,S*,23.8,-1,Apollo,Near
658,2018 JK3,0.136,S*,21.7,-1,Aten,Potentially
659,2018 JX,0.062,S*,23.4,-1,Apollo,Near
660,2018 KF1,0.021,S*,25.8,-1,Amor,Near
661,2018 LK,0.133,S*,21.75,-1,Apollo,Potentially
662,2018 LQ2,0.031,S*,24.9,-1,Amor,Near
663,2018 QN1,0.156,S*,21.4,-1,Amor,Potentially
664,2018 QU1,0.082,S*,22.8,-1,Apollo,Near
665,2018 RC,0.031,S*,24.9,-1,Aten,Near
666,2018 RQ2,0.078,S*,22.9,-1,Apollo,Near
667,2018 TS,0.091,S*,22.58,-1,Amor,Near
668,2018 UQ1,0.116,S*,22.05,-1,Apollo,Potentially
669,2017 VZ14,0.028,S*,25.1,-1,Apollo,Near
670,2017 VV12,0.007,S*,28.0,-1,Apollo,Near
671,2017 JA2,0.034,S*,24.7,-1,Apollo,Near
672,2017 QR35,0.026,S*,25.3,-1,Amor,Near
673,2017 JM2,0.041,S*,24.3,-1,Apollo,Near
674,2017 KJ27,0.025,S*,25.4,-1,Apollo,Near
675,2017 LD,0.009,S*,27.5,-1,Amor,Near
676,2017 LE,0.016,S*,26.4,-1,Amor,Near
677,2017 MC1,0.039,S*,24.4,-1,Apollo,Near
678,2017 MO8,0.019,S*,26.0,-1,Apollo,Near
679,2017 NH,0.149,S*,21.5,-1,Apollo,Potentially
680,2017 PR25,0.155,S*,21.42,-1,Apollo,Potentially
681,2017 PS25,0.156,S*,21.4,-1,Amor,Near
682,2017 QB35,0.004,S*,29.3,-1,Aten,Near
683,2017 QG18,0.012,S*,27.0,-1,Apollo,Near
684,2017 QK,0.052,S*,23.8,-1,Apollo,Near
685,2017 QL33,0.157,S*,21.38,-1,Apollo,Potentially
686,2017 QT1,0.014,S*,26.7,-1,Apollo,Near
687,2017 VU,0.081,S*,22.81,-1,Amor,Near
688,2017 QU17,0.018,S*,26.1,-1,Amor,Near
689,2017 QW1,0.017,S*,26.2,-1,Aten,Near
690,2017 QX1,0.033,S*,24.8,-1,Amor,Near
691,2017 RB,0.007,S*,28.1,-1,Apollo,Near
692,2017 RB16,0.023,S*,25.6,-1,Apollo,Near
693,2017 RS2,0.016,S*,26.4,-1,Amor,Near
694,2017 RU2,0.023,S*,25.6,-1,Apollo,Near
695,2017 RV2,0.017,S*,26.23,-1,Apollo,Near
696,2017 UK8,0.007,S*,28.2,-1,Apollo,Near
697,2017 VA15,0.028,S*,25.1,-1,Amor,Near
698,2017 VC,0.068,S*,23.2,-1,Apollo,Near
699,2017 VC14,0.007,S*,28.2,-1,Apollo,Near
700,2017 VG1,0.038,S*,24.47,-1,Apollo,Near
701,2015 JD,0.024,S*,25.5,-1,Apollo,Near
702,2015 CZ12,0.025,S*,25.4,-1,Apollo,Near
703,2015 HW11,0.065,S*,23.3,-1,Apollo,Near
704,2009 TM8,0.006,S*,28.4,-1,Apollo,Near
705,2009 WV25,0.047,S*,24.0,-1,Apollo,Near
706,2009 WB,0.043,S*,24.2,-1,Amor,Near
707,2009 UY19,0.062,S*,23.4,-1,Apollo,Near
708,2009 UU1,0.034,S*,24.7,-1,Apollo,Near
709,2009 UO3,0.075,S*,23.0,-1,Amor,Near
710,2009 UD,0.011,S*,27.2,-1,Apollo,Near
711,2009 TO8,0.018,S*,26.1,-1,Apollo,Near
712,2009 SN103,0.009,S*,27.6,-1,Apollo,Near
713,2010 EK43,0.142,S*,21.6,-1,Apollo,Near
714,2009 SK15,0.026,S*,25.3,-1,Amor,Near
715,2009 SH2,0.031,S*,24.9,-1,Aten,Near
716,2009 SH15,0.037,S*,24.5,-1,Amor,Near
717,2009 QH34,0.031,S*,24.9,-1,Amor,Near
718,2009 KW2,0.014,S*,26.6,-1,Amor,Near
719,2009 KL8,0.041,S*,24.3,-1,Apollo,Near
720,2009 HM82,0.086,S*,22.7,-1,Apollo,Near
721,2009 WV51,0.011,S*,27.1,-1,Apollo,Near
722,2009 WW104,0.094,S*,22.5,-1,Apollo,Near
723,2009 WY7,0.045,S*,24.1,-1,Aten,Near
724,2009 XO2,0.059,S*,23.5,-1,Apollo,Near
725,2010 EC43,0.075,S*,23.0,-1,Apollo,Near
726,2010 DO,0.136,S*,21.7,-1,Apollo,Potentially
727,2010 DL,0.012,S*,27.0,-1,Apollo,Near
728,2010 CO44,0.036,S*,24.6,-1,Apollo,Near
729,2010 CK1,0.047,S*,24.0,-1,Apollo,Near
730,2010 CF55,0.136,S*,21.7,-1,Apollo,Near
731,2010 CE55,0.108,S*,22.2,-1,Amor,Near
732,2010 CD55,0.065,S*,23.3,-1,Apollo,Near
733,2010 CC19,0.103,S*,22.3,-1,Apollo,Near
734,2010 BT3,0.156,S*,21.4,-1,Amor,Near
735,2010 BK2,0.118,S*,22.0,-1,Aten,Near
736,2010 AN2,0.108,S*,22.2,-1,Apollo,Near
737,2010 AL30,0.011,S*,27.2,-1,Apollo,Near
738,2010 AF30,0.136,S*,21.7,-1,Apollo,Potentially
739,2010 AE30,0.057,S*,23.6,-1,Apollo,Near
740,2009 HK73,0.016,S*,26.3,-1,Apollo,Near
741,2009 HG60,0.086,S*,22.7,-1,Apollo,Near
742,2009 FX4,0.025,S*,25.4,-1,Apollo,Near
743,2008 WA14,0.075,S*,23.0,-1,Apollo,Near
744,2008 VH14,0.057,S*,23.6,-1,Amor,Near
745,2008 UT95,0.01,S*,27.4,-1,Apollo,Near
746,2008 UT5,0.037,S*,24.5,-1,Amor,Near
747,2008 UT1,0.103,S*,22.3,-1,Apollo,Near
748,2008 UR2,0.012,S*,27.0,-1,Apollo,Near
749,2008 UR,0.012,S*,26.9,-1,Apollo,Near
750,2008 UP100,0.049,S*,23.9,-1,Apollo,Near
751,2008 TY9,0.03,S*,25.0,-1,Amor,Near
752,2008 TX3,0.031,S*,24.9,-1,Apollo,Near
753,2008 TT26,0.057,S*,23.6,-1,Apollo,Near
754,2008 TC3,0.002,S*,30.9,-1,Apollo,Near
755,2008 SA,0.03,S*,25.0,-1,Apollo,Near
756,2008 MP1,0.124,S*,21.9,-1,Apollo,Potentially
757,2008 JL24,0.004,S*,29.6,-1,Apollo,Near
758,2008 HJ,0.021,S*,25.8,-1,Apollo,Near
759,2008 VU3,0.062,S*,23.4,-1,Apollo,Near
760,2008 WD14,0.069,S*,23.16,-1,Apollo,Near
761,2009 FP32,0.009,S*,27.7,-1,Apollo,Near
762,2008 WY94,0.023,S*,25.6,-1,Apollo,Near
763,2009 FK,0.007,S*,28.3,-1,Apollo,Near
764,2009 FJ,0.031,S*,24.9,-1,Apollo,Near
765,2009 FH,0.014,S*,26.6,-1,Apollo,Near
766,2009 EW,0.016,S*,26.4,-1,Apollo,Near
767,2009 EP2,0.142,S*,21.6,-1,Aten,Potentially
768,2009 EM1,0.078,S*,22.9,-1,Amor,Near
769,2009 DO111,0.082,S*,22.8,-1,Apollo,Near
770,2009 DD45,0.021,S*,25.8,-1,Apollo,Near
771,2009 CV,0.041,S*,24.3,-1,Apollo,Near
772,2009 BO5,0.013,S*,26.8,-1,Apollo,Near
773,2009 BK58,0.021,S*,25.8,-1,Apollo,Near
774,2009 BF2,0.02,S*,25.9,-1,Apollo,Near
775,2009 BD,0.007,S*,28.1,-1,Amor,Near
776,2008 YY32,0.027,S*,25.2,-1,Apollo,Near
777,2008 XC1,0.054,S*,23.7,-1,Apollo,Near
778,2010 EG21,0.039,S*,24.4,-1,Aten,Near
779,2010 FC,0.047,S*,24.0,-1,Amor,Near
780,2015 HV11,0.045,S*,24.1,-1,Amor,Near
781,2010 UC7,0.034,S*,24.7,-1,Apollo,Near
782,2010 VT11,0.149,S*,21.5,-1,Apollo,Potentially
783,2010 VO21,0.005,S*,28.7,-1,Apollo,Near
784,2010 VK139,0.055,S*,23.65,-1,Atira,Near
785,2010 VD72,0.156,S*,21.4,-1,Aten,Potentially
786,2010 VB1,0.068,S*,23.2,-1,Apollo,Near
787,2010 UX6,0.071,S*,23.1,-1,Amor,Near
788,2010 UJ7,0.025,S*,25.4,-1,Aten,Near
789,2010 TS19,0.021,S*,25.8,-1,Apollo,Near
790,2010 FD6,0.013,S*,26.8,-1,Apollo,Near
791,2010 TN4,0.009,S*,27.5,-1,Apollo,Near
792,2010 TG19,0.049,S*,23.9,-1,Apollo,Near
793,2010 TE55,0.007,S*,28.0,-1,Aten,Near
794,2010 TD54,0.005,S*,28.9,-1,Apollo,Near
795,2010 SK13,0.01,S*,27.4,-1,Apollo,Near
796,2010 RQ64,0.017,S*,26.2,-1,Amor,Near
797,2010 RJ53,0.047,S*,24.0,-1,Apollo,Near
798,2010 VW75,0.124,S*,21.9,-1,Amor,Near
799,2010 VZ11,0.023,S*,25.6,-1,Apollo,Near
800,2010 WA,0.003,S*,30.0,-1,Apollo,Near
801,2010 WA9,0.023,S*,25.6,-1,Apollo,Near
802,2011 GP59,0.041,S*,24.3,-1,Aten,Near
803,2011 GO65,0.077,S*,22.92,-1,Amor,Near
804,2011 GM62,0.082,S*,22.8,-1,Apollo,Near
805,2011 CG2,0.156,S*,21.4,-1,Apollo,Potentially
806,2011 BG24,0.014,S*,26.6,-1,Apollo,Near
807,2011 BA45,0.149,S*,21.5,-1,Apollo,Near
808,2011 AV55,0.059,S*,23.5,-1,Apollo,Near
809,2011 AL37,0.041,S*,24.3,-1,Apollo,Near
810,2011 AA37,0.07,S*,23.13,-1,Amor,Near
811,2010 YD,0.014,S*,26.6,-1,Apollo,Near
812,2010 XR69,0.025,S*,25.4,-1,Aten,Near
813,2010 XM56,0.028,S*,25.1,-1,Apollo,Near
814,2010 XE11,0.075,S*,23.0,-1,Amor,Near
815,2010 WC9,0.059,S*,23.5,-1,Apollo,Near
816,2010 WB,0.045,S*,24.1,-1,Apollo,Near
817,2010 RC130,0.108,S*,22.2,-1,Amor,Near
818,2010 QG2,0.041,S*,24.3,-1,Apollo,Near
819,2010 PK9,0.13,S*,21.8,-1,Aten,Potentially
820,2010 HF,0.017,S*,26.2,-1,Amor,Near
821,2010 GZ5,0.082,S*,22.8,-1,Apollo,Near
822,2010 GX23,0.075,S*,23.0,-1,Apollo,Near
823,2010 GT6,0.156,S*,21.4,-1,Apollo,Near
824,2010 GL23,0.082,S*,22.8,-1,Apollo,Near
825,2010 GH7,0.01,S*,27.3,-1,Apollo,Near
826,2010 GF7,0.02,S*,25.9,-1,Apollo,Near
827,2010 GC6,0.156,S*,21.4,-1,Amor,Near
828,2010 GB6,0.113,S*,22.1,-1,Aten,Near
829,2010 FX9,0.043,S*,24.2,-1,Apollo,Near
830,2010 FW9,0.014,S*,26.7,-1,Apollo,Near
831,2010 FT,0.022,S*,25.7,-1,Apollo,Near
832,2010 FS,0.043,S*,24.2,-1,Aten,Near
833,2010 FR9,0.018,S*,26.1,-1,Apollo,Near
834,2010 FK,0.052,S*,23.8,-1,Aten,Near
835,2010 FF10,0.132,S*,21.76,-1,Apollo,Potentially
836,2010 HA,0.049,S*,23.9,-1,Aten,Near
837,2010 HV20,0.124,S*,21.9,-1,Apollo,Near
838,2010 NR1,0.13,S*,21.8,-1,Amor,Near
839,2010 JE88,0.149,S*,21.5,-1,Apollo,Potentially
840,2010 NK1,0.098,S*,22.4,-1,Apollo,Near
841,2010 MP1,0.156,S*,21.4,-1,Aten,Near
842,2010 MG1,0.065,S*,23.3,-1,Apollo,Near
843,2010 LK61,0.124,S*,21.9,-1,Apollo,Near
844,2010 LK34,0.124,S*,21.9,-1,Apollo,Potentially
845,2010 LB64,0.132,S*,21.76,-1,Amor,Near
846,2010 KV7,0.019,S*,26.0,-1,Apollo,Near
847,2010 KO10,0.011,S*,27.1,-1,Apollo,Near
848,2010 KK37,0.022,S*,25.7,-1,Apollo,Near
849,2010 KA8,0.156,S*,21.4,-1,Apollo,Near
850,2010 JW39,0.037,S*,24.5,-1,Apollo,Near
851,2010 JO71,0.049,S*,23.9,-1,Apollo,Near
852,2010 JL88,0.013,S*,26.8,-1,Apollo,Near
853,2010 JJ3,0.054,S*,23.7,-1,Apollo,Near
854,2010 JH3,0.026,S*,25.3,-1,Apollo,Near
855,2008 HA2,0.039,S*,24.4,-1,Amor,Near
856,2008 GU20,0.078,S*,22.9,-1,Amor,Near
857,2008 DG4,0.052,S*,23.8,-1,Apollo,Near
858,2001 WJ4,0.01,S*,27.4,-1,Apollo,Near
859,2002 CX58,0.103,S*,22.3,-1,Apollo,Near
860,2002 BF25,0.097,S*,22.42,-1,Apollo,Near
861,2002 AH29,0.149,S*,21.5,-1,Amor,Near
862,2002 AA29,0.027,S*,25.2,-1,Aten,Near
863,2001 XU4,0.054,S*,23.7,-1,Apollo,Near
864,2001 WV1,0.094,S*,22.5,-1,Apollo,Near
865,2001 WR5,0.078,S*,22.9,-1,Amor,Near
866,2001 UF5,0.098,S*,22.4,-1,Apollo,Near
867,2008 CP116,0.078,S*,22.9,-1,Amor,Near
868,2001 SQ3,0.142,S*,21.6,-1,Apollo,Potentially
869,2001 KU66,0.045,S*,24.1,-1,Amor,Near
870,2001 JV1,0.15,S*,21.48,-1,Apollo,Potentially
871,2001 GR2,0.142,S*,21.6,-1,Apollo,Potentially
872,2001 EC16,0.103,S*,22.3,-1,Apollo,Near
873,2001 DS8,0.082,S*,22.8,-1,Amor,Near
874,2001 CQ36,0.086,S*,22.7,-1,Aten,Near
875,2002 EC,0.062,S*,23.4,-1,Amor,Near
876,2002 GD10,0.086,S*,22.7,-1,Amor,Near
877,2002 JR100,0.041,S*,24.3,-1,Aten,Near
878,2002 LY1,0.103,S*,22.3,-1,Aten,Near
879,2004 EU22,0.054,S*,23.7,-1,Apollo,Near
880,2004 BW18,0.094,S*,22.5,-1,Amor,Near
881,2004 BV18,0.02,S*,25.9,-1,Apollo,Near
882,2004 BB75,0.071,S*,23.1,-1,Amor,Near
883,2003 XV,0.014,S*,26.7,-1,Apollo,Near
884,2003 WT153,0.007,S*,28.0,-1,Aten,Near
885,2003 SS84,0.13,S*,21.8,-1,Apollo,Potentially
886,2003 SR84,0.024,S*,25.44,-1,Apollo,Near
887,2003 EZ16,0.09,S*,22.6,-1,Amor,Near
888,2003 EM1,0.037,S*,24.5,-1,Aten,Near
889,2002 VO85,0.142,S*,21.6,-1,Amor,Near
890,2002 UK11,0.136,S*,21.7,-1,Apollo,Potentially
891,2002 TZ66,0.02,S*,25.9,-1,Aten,Near
892,2002 TP69,0.124,S*,21.89,-1,Amor,Near
893,2002 TH68,0.149,S*,21.5,-1,Amor,Near
894,2001 CP36,0.054,S*,23.7,-1,Aten,Near
895,2001 BF10,0.09,S*,22.6,-1,Apollo,Near
896,2001 AV43,0.031,S*,24.9,-1,Apollo,Near
897,2000 KA,0.136,S*,21.7,-1,Apollo,Potentially
898,2000 EB14,0.051,S*,23.81,-1,Aten,Near
899,2000 DO8,0.037,S*,24.54,-1,Apollo,Near
900,2000 AG6,0.033,S*,24.8,-1,Apollo,Near
901,1999 TY2,0.071,S*,23.1,-1,Apollo,Near
902,1999 TN13,0.057,S*,23.6,-1,Apollo,Near
903,1999 SH10,0.09,S*,22.6,-1,Apollo,Near
904,1999 SF10,0.047,S*,24.0,-1,Apollo,Near
905,1999 NW2,0.068,S*,23.2,-1,Apollo,Near
906,1998 WB2,0.113,S*,22.1,-1,Apollo,Potentially
907,1998 KY26,0.024,S*,25.5,-1,Apollo,Near
908,1998 BY7,0.151,S*,21.47,-1,Apollo,Potentially
909,1997 UR,0.068,S*,23.2,-1,Amor,Near
910,1996 VB3,0.102,S*,22.32,-1,Apollo,Near
911,1995 HM,0.094,S*,22.5,-1,Amor,Near
912,1995 CR,0.13,S*,21.8,-1,Aten,Potentially
