cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
31,0.213231,-178.154675,2.1317854500E+02,-4.0277154000E+01,213.1785425,-40.2772132,0.7405,0.8117,0.2288,16.895,null,null,3.994E-01,15.366,null,0.6,9.433E-01,9.704,0.114,9.5,1.537E+00,6.902,0.213,5.1,1.154E+00,2,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55410.650171,null,null,null,null,null,null,null
32,0.630304,176.202035,2.1320456400E+02,-4.0272019000E+01,213.2045792,-40.2721937,0.8309,0.8590,0.2987,17.147,null,null,1.121E+00,15.717,null,null,2.343E+00,9.650,0.114,9.5,1.091E+00,7.115,0.257,4.2,7.969E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55410.716259,null,null,null,null,null,null,null
33,1.173233,-45.432279,2.1320461500E+02,-4.0272023000E+01,213.2043107,-40.2717943,0.8681,0.9401,0.0731,17.169,null,null,1.253E+00,15.676,null,null,1.316E+00,9.784,0.125,8.7,1.229E+00,7.174,0.283,3.8,1.149E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55410.716387,null,null,null,null,null,null,null
35,0.327863,-116.614966,2.1325669900E+02,-4.0261775000E+01,213.2565923,-40.2618158,0.8185,0.8872,0.3113,17.040,null,null,1.858E+00,15.656,null,null,9.378E-01,9.640,0.113,9.6,7.681E-01,7.452,null,0.7,7.329E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55410.848563,null,null,null,null,null,null,null
36,0.566253,98.003423,2.1328281600E+02,-4.0256667000E+01,213.2830201,-40.2566889,0.7541,0.8165,0.2279,17.014,null,0.1,1.152E+00,15.162,null,1.2,9.008E-01,9.723,0.111,9.8,7.832E-01,7.244,0.288,3.8,1.327E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55410.914779,null,null,null,null,null,null,null
37,0.128546,-39.883385,2.1330889700E+02,-4.0251561000E+01,213.3088670,-40.2515336,0.7474,0.8311,0.2549,16.710,null,null,8.809E-01,15.170,0.360,3.0,1.016E+00,9.697,0.114,9.5,1.212E+00,6.977,0.236,4.6,9.919E-01,1,0,0.000,0.000,0.000,0.000,0000,UCBB,1,55410.980868,null,null,null,null,null,null,null
38,1.797724,64.916859,2.1336115700E+02,-4.0241377000E+01,213.3617495,-40.2411653,0.9157,1.0265,0.4005,17.031,null,0.0,1.238E+00,15.587,null,null,1.324E+00,9.709,0.115,9.5,1.245E+00,7.615,null,0.6,8.812E-01,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55411.113171,null,null,null,null,null,null,null
39,0.954148,-120.671240,2.1341348000E+02,-4.0231222000E+01,213.4131814,-40.2313572,0.7700,0.8698,0.2992,17.071,null,null,8.874E-01,15.674,null,0.1,8.273E-01,9.638,0.107,10.1,8.580E-01,7.349,0.316,3.4,1.308E+00,1,0,0.000,0.000,0.000,0.000,0000,UUAB,1,55411.245475,null,null,null,null,null,null,null
40,0.959710,21.754482,2.1346586400E+02,-4.0221098000E+01,213.4659934,-40.2208504,0.7902,0.8960,0.2442,17.100,null,null,1.107E+00,15.613,null,null,1.311E+00,9.660,0.111,9.8,8.524E-01,7.386,0.335,3.2,6.961E-01,2,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55411.377779,null,null,null,null,null,null,null
41,0.428196,178.454778,2.1351831100E+02,-4.0211003000E+01,213.5183152,-40.2111219,0.6821,0.7522,0.1688,17.092,null,null,8.733E-01,15.670,null,null,9.711E-01,9.599,0.100,10.8,5.173E-01,7.142,0.260,4.2,8.299E-01,2,0,0.000,0.000,0.000,0.000,00l0,UUAB,1,55411.510083,null,null,null,null,null,null,null
