	tdbjd	w1mpro	w1sigmpro	w2mpro	w2sigmpro	w3mpro	w3sigmpro	w4mpro	w4sigmpro
0	2455359.789704026	16.866		14.848		9.88	0.141	7.683	0.452
1	2455359.922008026	17.103		14.99	0.322	10.39	0.224	7.674	
2	2455359.988096026	16.773		15.331		10.024	0.156	7.408	0.338
3	2455360.054311026	16.895		15.259	0.403	9.956	0.148	7.094	
4	2455360.120400026	17.087		14.943		10.072	0.168	7.821	
5	2455360.252703026	17.04		14.866	0.276	9.688	0.118	7.41	
6	2455360.3848810256	16.724		14.922		10.41	0.223	7.337	
7	2455360.385008026	16.632		14.817	0.276	10.132	0.169	7.758	
