cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
43,0.457792,102.997286,6.7524516000E+01,2.8876197000E+01,67.5246575,28.8761684,0.2854,0.3268,0.0299,16.359,null,1.3,9.707E-01,13.554,0.111,9.8,1.113E+00,8.203,0.044,24.9,8.452E-01,6.857,0.238,4.6,1.088E+00,1,0,0.000,0.000,0.000,0.000,0000,UBAB,0,55252.218806,null,null,null,null,null,null,null
44,0.509209,153.062264,6.7633408000E+01,2.8908823000E+01,67.6334812,28.9086969,0.2298,0.2510,0.0224,16.602,null,0.5,9.688E-01,12.902,0.064,16.9,1.112E+00,8.116,0.037,29.3,9.617E-01,6.889,0.253,4.3,9.280E-01,1,0,0.000,0.000,0.000,0.000,0000,UAAB,0,55252.284894,null,null,null,null,null,null,null
45,0.669210,118.992190,6.7743026000E+01,2.8941266000E+01,67.7432118,28.9411759,0.2622,0.2831,-0.0339,17.027,null,null,8.252E-01,13.475,0.093,11.7,1.829E+00,8.229,0.039,27.8,1.052E+00,6.420,0.179,6.1,7.848E-01,1,0,0.000,0.000,0.000,0.000,0000,UAAB,0,55252.351110,null,null,null,null,null,null,null
46,0.270374,158.545674,6.7852902000E+01,2.8973959000E+01,67.8529334,28.9738891,0.2212,0.2515,-0.0642,16.699,0.534,2.0,6.379E-01,13.202,0.080,13.6,1.432E+00,8.025,0.035,30.9,8.965E-01,6.218,0.123,8.8,1.308E+00,2,0,0.000,0.000,0.000,0.000,0000,CAAB,0,55252.417198,null,null,null,null,null,null,null
47,0.707602,110.364504,6.7963513000E+01,2.9006470000E+01,67.9637237,29.0064016,0.2520,0.2931,-0.0447,16.607,null,0.4,8.950E-01,13.626,0.120,9.1,1.120E+00,8.170,0.038,28.9,7.983E-01,6.521,0.165,6.6,7.815E-01,1,0,0.000,0.000,0.000,0.000,0000,UBAB,0,55252.483414,null,null,null,null,null,null,null
48,0.624060,133.215301,6.8074617000E+01,2.9039020000E+01,68.0747615,29.0389013,0.2324,0.2653,-0.0512,16.175,null,1.9,1.042E+00,13.019,0.068,15.9,1.620E+00,8.100,0.040,27.5,9.015E-01,6.317,0.158,6.9,6.605E-01,1,0,0.000,0.000,0.000,0.000,0000,UAAB,0,55252.549626,null,null,null,null,null,null,null
49,0.747493,140.753189,6.8185995000E+01,2.9071808000E+01,68.1861453,29.0716472,0.2494,0.2741,0.0356,16.107,null,1.0,5.947E-01,13.491,0.098,11.0,7.541E-01,8.169,0.038,28.6,1.264E+00,6.378,0.142,7.6,1.014E+00,1,0,0.000,0.000,0.000,0.000,0000,UAAB,0,55252.615715,null,null,null,null,null,null,null
50,0.487030,151.954427,6.8298116000E+01,2.9104408000E+01,68.2981888,29.1042886,0.2356,0.2728,-0.0596,16.453,null,0.6,1.724E+00,13.260,0.088,12.4,2.764E+00,8.139,0.037,29.6,1.076E+00,6.101,0.128,8.5,9.785E-01,3,0,0.000,0.000,0.000,0.000,0000,UAAB,0,55252.681931,null,null,null,null,null,null,null
51,0.562576,128.508866,6.8410504000E+01,2.9137255000E+01,68.4106440,29.1371577,0.2692,0.2861,0.0627,16.663,0.425,2.6,5.329E-01,13.374,0.086,12.6,9.738E-01,8.181,0.042,25.9,9.980E-01,6.301,0.131,8.3,6.015E-01,1,0,0.000,0.000,0.000,0.000,0000,CAAB,0,55252.748019,null,null,null,null,null,null,null
52,0.493442,124.837554,6.8410743000E+01,2.9137038000E+01,68.4108718,29.1369597,0.2393,0.2447,-0.0641,16.433,null,1.2,1.039E+00,13.712,0.128,8.5,1.128E+00,8.169,0.034,31.5,1.135E+00,5.350,0.085,12.8,1.196E+01,1,0,0.000,0.000,0.000,0.000,0000,UBAA,0,55252.748146,null,null,null,null,null,null,null
53,0.489288,140.121033,6.8523644000E+01,2.9169911000E+01,68.5237438,29.1698067,0.2220,0.2583,-0.0488,16.452,0.362,3.0,8.296E-01,13.114,0.076,14.3,1.070E+00,8.030,0.034,32.0,5.940E-01,6.197,0.141,7.7,1.212E+00,2,0,0.000,0.000,0.000,0.000,0000,CAAB,0,55252.814235,null,null,null,null,null,null,null
54,0.664194,127.650619,6.8751227000E+01,2.9235525000E+01,68.7513944,29.2354123,0.2187,0.2552,-0.0402,16.676,null,0.5,1.187E+00,13.015,0.070,15.6,1.338E+00,8.095,0.036,30.1,1.485E+00,6.021,0.114,9.5,1.680E+00,1,0,0.000,0.000,0.000,0.000,0000,UAAB,0,55252.946539,null,null,null,null,null,null,null
55,0.392075,173.009231,6.8981127000E+01,2.9301030000E+01,68.9811422,29.3009219,0.2277,0.2622,-0.0480,16.399,null,1.0,1.587E+00,13.107,0.072,15.0,1.299E+00,8.103,0.036,29.9,1.530E+00,6.636,0.198,5.5,1.350E+00,1,0,0.000,0.000,0.000,0.000,0000,UAAB,0,55253.078970,null,null,null,null,null,null,null
56,0.824942,152.576455,6.9212886000E+01,2.9366849000E+01,69.2130071,29.3666456,0.2091,0.2496,-0.0514,16.475,0.406,2.7,7.724E-01,13.147,0.084,12.9,1.615E+00,8.029,0.034,32.0,1.040E+00,6.171,0.125,8.7,9.251E-01,1,0,0.000,0.000,0.000,0.000,0000,CAAB,0,55253.211274,null,null,null,null,null,null,null
57,0.539032,128.202453,6.9446765000E+01,2.9432757000E+01,69.4469001,29.4326644,0.2225,0.2508,-0.0355,16.119,0.245,4.4,8.459E-01,13.179,0.087,12.4,7.874E-01,8.093,0.035,30.7,1.004E+00,6.168,0.117,9.3,1.319E+00,1,0,0.000,0.000,0.000,0.000,0000,BAAB,0,55253.343578,null,null,null,null,null,null,null
58,0.746701,131.855530,6.9682785000E+01,2.9498754000E+01,69.6829625,29.4986156,0.2072,0.2319,-0.0144,16.295,0.315,3.4,9.610E-01,13.189,0.078,14.0,1.517E+00,8.017,0.032,34.3,1.148E+00,6.181,0.118,9.2,1.201E+00,1,0,0.000,0.000,0.000,0.000,0000,BAAB,0,55253.475882,null,null,null,null,null,null,null
59,0.246762,89.331256,6.9921223000E+01,2.9564607000E+01,69.9213018,29.5646078,0.2094,0.2196,-0.0481,15.389,0.142,7.6,9.560E+00,12.971,0.072,15.0,1.867E+00,7.971,0.032,33.6,1.274E+00,6.398,0.160,6.8,1.088E+00,1,0,0.000,0.000,0.000,0.000,0000,BAAB,0,55253.608314,null,null,null,null,null,null,null
