cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
127,0.880423,42.015535,2.7039851100E+02,6.3322445000E+01,270.3988756,63.3226267,1.3643,1.6623,0.2689,16.911,null,0.6,1.183E+00,15.691,0.492,2.2,8.444E-01,10.420,0.194,5.6,1.002E+00,7.891,null,0.2,9.033E-01,1,0,0.000,0.000,0.000,0.000,0000,UCBU,1,55273.208149,null,null,null,null,null,null,null
128,1.390515,139.042811,2.7040998900E+02,6.3305824000E+01,270.4105526,63.3055323,1.6721,2.0554,-0.3127,16.925,null,null,8.858E-01,15.040,null,1.7,6.519E-01,10.824,0.264,4.1,8.286E-01,8.087,null,null,7.924E-01,1,0,0.000,0.000,0.000,0.029,0000,UUBU,1,55273.274492,null,null,null,null,null,null,null
129,0.649045,142.170152,2.7042126400E+02,6.3288934000E+01,270.4215100,63.2887916,1.2292,1.3618,-0.1242,17.312,null,null,1.219E+00,15.785,null,null,1.160E+00,10.542,0.222,4.9,1.565E+00,7.626,0.401,2.7,1.400E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55273.340580,null,null,null,null,null,null,null
130,1.755732,-156.631787,2.7043257800E+02,6.3272129000E+01,270.4321479,63.2716813,2.6379,2.9489,0.6308,17.168,null,null,6.996E-01,15.481,0.392,2.8,1.189E+00,null,null,null,null,8.069,null,null,1.799E+00,1,0,0.000,0.000,null,0.000,0000,UCXU,1,55273.406796,null,null,null,null,null,null,null
137,0.838751,-135.437552,2.7051027800E+02,6.3153050000E+01,270.5099160,63.1528840,1.1006,1.2590,-0.2126,17.176,null,null,9.754E-01,15.851,null,null,1.516E+00,10.161,0.153,7.1,9.741E-01,8.008,0.534,2.0,1.063E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55273.869798,null,null,null,null,null,null,null
140,1.108716,20.644517,2.7059672900E+02,6.3015017000E+01,270.5969683,63.0153052,1.5965,1.9178,0.2684,16.877,null,null,4.485E-01,15.077,null,1.9,1.537E+00,10.637,0.235,4.6,9.741E-01,7.946,null,null,1.289E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55274.399142,null,null,null,null,null,null,null
141,1.597753,17.231248,2.7061791600E+02,6.2980111000E+01,270.6182054,62.9805349,1.4281,1.7473,-0.0646,17.103,null,null,8.553E-01,15.231,null,1.4,8.988E-01,10.447,0.201,5.4,1.280E+00,7.827,null,0.4,1.056E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55274.531446,null,null,null,null,null,null,null
142,2.010903,71.525587,2.7063901600E+02,6.2945177000E+01,270.6401808,62.9453540,1.2167,1.4519,-0.2039,17.250,null,null,1.093E+00,15.787,null,null,7.901E-01,10.361,0.186,5.8,1.040E+00,7.759,null,0.4,1.222E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55274.663877,null,null,null,null,null,null,null
143,1.590412,-178.901387,2.7065988400E+02,6.2909978000E+01,270.6598654,62.9095363,1.2243,1.4346,0.2318,17.181,null,null,8.549E-01,15.233,0.345,3.2,6.558E-01,10.439,0.200,5.4,7.041E-01,7.400,null,1.2,1.833E+00,2,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55274.796181,null,null,null,null,null,null,null
144,3.360294,-6.343387,2.7068059300E+02,6.2874623000E+01,270.6803668,62.8755507,1.3443,1.6606,-0.3213,16.952,null,null,7.874E-01,15.470,0.414,2.6,8.003E-01,10.479,0.200,5.4,1.166E+00,7.997,null,null,7.861E-01,1,0,0.000,0.000,0.000,0.000,dd00,UCBU,1,55274.928485,null,null,null,null,null,null,null
145,1.680089,-64.583329,2.7070114500E+02,6.2839112000E+01,270.7002216,62.8393123,1.0715,1.2428,0.0884,16.758,null,0.5,5.205E-01,15.178,0.321,3.4,1.337E+00,10.511,0.216,5.0,7.611E-01,7.756,null,null,1.184E+00,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55275.060789,null,null,null,null,null,null,null
146,1.948921,76.279483,2.7072153800E+02,6.2803447000E+01,270.7226887,62.8035754,1.1214,1.3949,-0.1278,17.173,null,null,1.525E+00,15.732,0.505,2.1,7.741E-01,10.189,0.156,6.9,8.672E-01,7.738,null,0.6,1.840E+00,1,0,0.000,0.000,0.000,0.000,0000,UCBU,1,55275.193093,null,null,null,null,null,null,null
147,1.039776,22.103215,2.7074184700E+02,6.2767747000E+01,270.7420845,62.7680146,1.0302,1.2117,-0.1780,16.539,null,1.3,9.348E-01,15.381,0.358,3.0,7.174E-01,10.148,0.148,7.3,6.879E-01,7.961,null,null,1.450E+00,1,0,0.000,0.000,0.000,0.000,0000,UCBU,1,55275.325525,null,null,null,null,null,null,null
148,3.141203,173.648000,2.7076193100E+02,6.2731766000E+01,270.7621417,62.7308988,1.5388,1.8983,-0.3938,16.757,null,0.7,6.290E-01,15.145,null,1.4,9.357E-01,10.545,0.216,5.0,1.112E+00,7.880,null,0.1,5.987E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55275.457829,null,null,null,null,null,null,null
150,1.311323,169.112529,2.7080163500E+02,6.2659320000E+01,270.8017848,62.6589623,1.0756,1.3171,-0.1785,16.878,null,0.6,1.319E+00,15.492,null,0.7,4.474E-01,10.135,0.156,6.9,7.454E-01,7.740,0.460,2.4,1.107E+00,2,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55275.722437,null,null,null,null,null,null,null
151,0.792138,153.781486,2.7082126100E+02,6.2622855000E+01,270.8214724,62.6226576,1.3191,1.5869,-0.2147,16.842,null,0.8,1.306E+00,15.408,null,0.8,1.516E+00,10.279,0.170,6.4,1.084E+00,7.978,null,null,1.511E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55275.854741,null,null,null,null,null,null,null
153,0.404960,158.833779,2.7087929700E+02,6.2512577000E+01,270.8793850,62.5124721,1.0287,1.1557,-0.2023,17.059,null,null,2.280E+00,15.048,null,1.1,9.706E-01,10.500,0.220,4.9,8.112E-01,7.082,0.252,4.3,9.834E-01,2,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55276.251780,null,null,null,null,null,null,null
154,4.929573,23.060562,2.7089832400E+02,6.2475440000E+01,270.8994847,62.4766999,0.7971,0.8928,0.0780,15.676,0.151,7.2,7.263E-01,15.130,null,1.6,8.671E-01,10.572,0.247,4.4,1.144E+00,7.718,null,null,5.131E-01,2,0,0.000,0.000,0.000,0.000,0000,BUBU,1,55276.384084,687296252,16.679,0.111,15.944,0.137,15.469,0.178
155,0.169657,-148.774647,2.7091720300E+02,6.2438127000E+01,270.9171502,62.4380867,1.1825,1.4697,-0.2495,17.196,null,null,7.333E-01,15.275,null,1.3,8.474E-01,10.284,0.174,6.2,5.395E-01,7.333,null,1.2,4.334E-01,3,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55276.516388,null,null,null,null,null,null,null
156,1.305440,-169.807901,2.7093599800E+02,6.2400766000E+01,270.9358595,62.4004091,1.4016,1.5299,-0.2303,17.207,null,null,1.289E+00,15.045,null,1.9,8.449E-01,10.737,0.262,4.1,1.080E+00,7.410,0.338,3.2,8.950E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55276.648820,null,null,null,null,null,null,null
157,1.701366,63.387622,2.7095458500E+02,6.2363109000E+01,270.9554959,62.3633207,1.0098,1.1087,0.1247,16.417,0.283,3.8,1.653E+00,15.329,null,1.2,1.285E+00,10.504,0.222,4.9,1.776E+00,7.163,0.274,4.0,1.763E+00,1,0,0.000,0.000,0.000,0.000,0000,BUBB,1,55276.781124,null,null,null,null,null,null,null
158,1.211009,-21.631745,2.7097302900E+02,6.2325273000E+01,270.9727620,62.3255857,1.3579,1.5767,-0.1345,17.139,null,null,5.343E-01,15.603,null,0.2,1.235E+00,10.314,0.181,6.0,9.527E-01,7.727,null,0.6,8.400E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55276.913428,null,null,null,null,null,null,null
159,0.627381,125.338298,2.7099133000E+02,6.2287257000E+01,270.9916357,62.2871562,1.6551,1.9604,0.1945,17.015,null,null,5.364E-01,15.503,null,null,1.509E+00,10.561,0.230,4.7,1.632E+00,7.546,null,1.0,1.333E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55277.045732,null,null,null,null,null,null,null
160,2.694961,-18.599674,2.7100948600E+02,6.2249060000E+01,271.0089732,62.2497695,1.2757,1.6135,-0.3018,17.094,null,null,7.751E-01,15.295,null,0.7,5.986E-01,10.309,0.185,5.9,1.314E+00,7.331,null,1.1,1.448E+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55277.178036,null,null,null,null,null,null,null
161,1.587316,110.900537,2.7102750300E+02,6.2210682000E+01,271.0283865,62.2105247,1.3358,1.6190,0.0898,15.997,null,1.9,1.487E+00,15.391,null,0.9,7.518E-01,10.445,0.203,5.3,1.392E+00,7.619,null,0.7,1.280E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55277.310340,null,null,null,null,null,null,null
162,2.430124,-152.414740,2.7104538200E+02,6.2172119000E+01,271.0447124,62.1715207,1.2301,1.5127,0.1632,16.866,null,null,1.688E+00,15.835,null,null,1.069E+00,10.219,0.168,6.4,1.391E+00,7.959,null,null,1.054E+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55277.442644,null,null,null,null,null,null,null
166,4.119044,-37.642092,2.7109824000E+02,6.2055431000E+01,271.0967488,62.0563370,0.2008,0.2236,-0.0615,13.547,0.041,26.7,5.585E+00,13.499,0.089,12.2,1.232E+00,10.521,0.218,5.0,1.125E+00,7.630,null,0.6,2.074E+00,1,0,0.000,0.000,0.000,0.000,0000,AABU,1,55277.839683,687305946,13.974,0.025,13.534,0.030,13.435,0.037
169,0.828694,-70.800512,2.7112426500E+02,6.1996569000E+01,271.1238020,61.9966447,0.9511,1.0700,-0.2680,17.215,null,null,8.592E-01,15.228,null,1.5,8.340E-01,10.148,0.144,7.5,1.171E+00,7.414,null,1.6,4.852E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55278.038330,null,null,null,null,null,null,null
170,1.544267,139.297367,2.7113275800E+02,6.1976600000E+01,271.1333534,61.9762748,1.0190,1.2715,0.0419,17.165,null,null,9.461E-01,15.064,0.285,3.8,6.987E-01,10.280,0.173,6.3,1.348E+00,7.621,null,0.8,6.119E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55278.104291,null,null,null,null,null,null,null
171,0.430301,19.603286,2.7114138700E+02,6.1956959000E+01,271.1414723,61.9570716,1.0752,1.2396,0.1162,17.167,null,null,1.423E+00,15.706,0.510,2.1,9.352E-01,10.206,0.155,7.0,8.888E-01,7.283,null,1.8,1.253E+00,2,0,0.000,0.000,0.000,0.000,0000,UCBU,1,55278.170634,null,null,null,null,null,null,null
172,0.735791,108.306969,2.7115843300E+02,6.1917281000E+01,271.1588452,61.9172168,1.7226,1.9575,-0.2087,16.687,null,1.0,6.327E-01,15.251,null,1.0,1.289E+00,10.900,0.288,3.8,1.479E+00,7.067,null,1.8,1.331E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55278.303066,null,null,null,null,null,null,null
173,1.507047,56.360740,2.7117529200E+02,6.1877277000E+01,271.1760314,61.8775089,0.8130,0.8715,-0.2003,16.282,0.255,4.3,1.074E+00,14.949,0.248,4.4,9.305E-01,10.269,0.160,6.8,9.643E-01,7.693,0.400,2.7,6.830E-01,1,0,0.000,0.000,0.000,0.000,0000,BBBC,1,55278.435370,null,null,null,null,null,null,null
174,2.014625,19.320926,2.7119201800E+02,6.1837071000E+01,271.1924103,61.8375991,3.5740,3.9683,-0.7123,17.185,null,null,1.241E+00,15.086,null,1.7,4.689E-01,10.460,null,1.3,4.146E-01,4.918,null,0.1,5.546E-01,1,0,0.000,0.000,0.000,0.000,0000,UUUU,1,55278.567674,null,null,null,null,null,null,null
175,0.880428,149.953918,2.7120861300E+02,6.1796665000E+01,271.2088721,61.7964533,1.2197,1.3765,-0.2397,17.084,null,0.1,8.762E-01,15.693,null,0.2,1.334E+00,10.483,0.196,5.5,2.053E+00,7.542,0.351,3.1,1.104E+00,2,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55278.699978,null,null,null,null,null,null,null
176,2.499735,-147.757572,2.7122508000E+02,6.1756058000E+01,271.2242972,61.7554707,1.5510,1.8248,0.2762,17.006,null,0.5,1.035E+00,15.308,0.380,2.9,8.015E-01,10.799,0.268,4.0,1.367E+00,7.443,null,1.5,1.128E+00,1,0,0.000,0.000,0.000,0.000,000d,UCBU,1,55278.832282,null,null,null,null,null,null,null
178,0.971333,100.204054,2.7124147100E+02,6.1715370000E+01,271.2420314,61.7153222,1.4210,1.6227,-0.2220,16.304,null,1.6,1.017E+00,15.376,null,0.7,6.745E-01,10.586,0.219,5.0,1.067E+00,7.409,null,1.6,6.962E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55278.964713,null,null,null,null,null,null,null
179,1.760735,110.501571,2.7125768200E+02,6.1674346000E+01,271.2586475,61.6741747,1.3135,1.4596,0.1127,16.793,null,null,1.183E+00,15.610,null,0.5,1.408E+00,10.543,0.205,5.3,8.348E-01,7.820,0.513,2.1,6.097E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55279.097017,null,null,null,null,null,null,null
180,1.463583,-162.577708,2.7127376600E+02,6.1633114000E+01,271.2735098,61.6327261,1.4224,1.6020,-0.2590,17.193,null,0.0,1.540E+00,15.252,0.347,3.1,9.511E-01,10.759,0.255,4.3,6.912E-01,7.119,null,1.8,1.522E+00,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55279.229321,null,null,null,null,null,null,null
181,4.536945,41.119125,2.7128972600E+02,6.1591671000E+01,271.2914681,61.5926204,1.1077,1.1576,-0.3573,15.861,0.190,5.7,3.316E-01,15.290,null,1.0,9.368E-01,11.558,0.532,2.0,1.024E+00,7.823,null,null,8.403E-01,1,0,0.000,0.000,0.000,0.000,0000,BUCU,1,55279.361625,687322556,16.658,0.135,16.319,0.177,15.635,0.225
182,1.428110,-169.222632,2.7132127400E+02,6.1508137000E+01,271.3211185,61.5077473,1.6328,1.8521,-0.4480,17.076,null,null,1.148E+00,15.501,null,0.6,7.842E-01,10.717,0.237,4.6,1.043E+00,7.301,null,1.9,1.317E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55279.626233,null,null,null,null,null,null,null
183,0.909610,175.245727,2.7132132300E+02,6.1508266000E+01,271.3213669,61.5080142,1.3833,1.6027,0.1810,16.735,null,0.5,6.776E-01,15.676,null,null,1.475E+00,10.540,0.210,5.2,1.310E+00,7.261,null,1.9,1.344E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55279.626361,null,null,null,null,null,null,null
184,0.649334,-150.767738,2.7133691200E+02,6.1466178000E+01,271.3367276,61.4660206,1.2921,1.5203,-0.2379,17.035,null,0.1,1.586E+00,15.292,null,0.9,1.031E+00,10.387,0.184,5.9,6.128E-01,7.642,null,0.6,7.623E-01,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55279.758665,null,null,null,null,null,null,null
185,0.428880,-143.770775,2.7135238200E+02,6.1423869000E+01,271.3522348,61.4237729,1.6367,1.8841,-0.4402,16.297,null,1.2,1.325E+00,15.730,null,null,7.941E-01,10.600,0.235,4.6,5.919E-01,7.850,null,0.3,1.374E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55279.890969,null,null,null,null,null,null,null
186,1.893216,-168.925303,2.7136773100E+02,6.1381338000E+01,271.3675201,61.3808219,1.2379,1.3737,0.0710,16.289,null,1.8,1.304E+00,15.337,0.365,3.0,9.227E-01,10.483,0.207,5.2,1.102E+00,7.907,0.540,2.0,1.020E+00,2,0,0.000,0.000,0.000,0.000,0000,UCBC,1,55280.023273,null,null,null,null,null,null,null
187,0.832498,177.940844,2.7139807100E+02,6.1295602000E+01,271.3980883,61.2953709,1.2653,1.4441,-0.3140,17.176,null,null,1.053E+00,15.245,null,1.3,1.134E+00,10.638,0.229,4.7,1.576E+00,7.433,0.312,3.5,5.445E-01,2,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55280.287881,null,null,null,null,null,null,null
188,1.900258,149.263088,2.7139811700E+02,6.1295731000E+01,271.3986787,61.2952773,1.3792,1.5582,-0.2900,16.907,null,0.5,8.626E-01,15.232,null,1.1,9.701E-01,10.725,0.238,4.6,9.792E-01,7.497,0.367,3.0,9.713E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55280.288008,null,null,null,null,null,null,null
189,1.705386,-153.244311,2.7142799000E+02,6.1209085000E+01,271.4275472,61.2086620,1.6208,1.8484,-0.4516,17.196,null,null,6.921E-01,15.571,null,0.2,5.871E-01,10.744,0.257,4.2,8.373E-01,7.052,null,1.8,9.450E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55280.552618,null,null,null,null,null,null,null
190,0.572445,-166.940755,2.7144275200E+02,6.1165415000E+01,271.4426775,61.1652601,1.3092,1.5329,-0.3201,16.981,null,0.3,6.756E-01,15.149,0.329,3.3,7.182E-01,10.667,0.248,4.4,1.342E+00,7.829,0.480,2.3,1.012E+00,1,0,0.000,0.000,0.000,0.000,0000,UBBC,1,55280.684922,null,null,null,null,null,null,null
191,1.710063,108.598157,2.7145740000E+02,6.1121514000E+01,271.4583322,61.1213625,1.5719,1.8092,-0.2817,16.663,null,1.2,6.221E-01,15.387,null,0.8,2.484E+00,10.580,0.224,4.8,1.123E+00,7.917,null,null,3.612E-01,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55280.817226,null,null,null,null,null,null,null
192,1.503762,-90.177938,2.7147193600E+02,6.1077375000E+01,271.4710723,61.0773737,1.3412,1.5944,-0.3921,16.755,null,0.6,1.043E+00,15.386,null,0.9,6.176E-01,10.580,0.208,5.2,1.810E+00,7.842,0.450,2.4,2.220E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55280.949530,null,null,null,null,null,null,null
194,0.589925,-128.316827,2.7150070900E+02,6.0988510000E+01,271.5004439,60.9884084,1.1171,1.3046,-0.1825,16.985,null,0.4,5.255E-01,15.448,0.415,2.6,1.034E+00,10.233,0.172,6.3,7.420E-01,7.823,0.533,2.0,1.018E+00,1,0,0.000,0.000,0.000,0.000,0000,UCBC,1,55281.214266,null,null,null,null,null,null,null
196,0.458237,137.070881,2.7154298000E+02,6.0853192000E+01,271.5431580,60.8530988,1.4080,1.6283,-0.2369,16.745,null,0.9,1.117E+00,15.892,null,null,1.222E+00,10.717,0.250,4.3,6.705E-01,7.594,0.374,2.9,1.294E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55281.611178,null,null,null,null,null,null,null
197,0.657075,-169.561505,2.7155689000E+02,6.0807725000E+01,271.5568222,60.8075455,1.1296,1.3167,-0.2034,16.781,null,0.4,8.879E-01,15.760,null,0.2,5.597E-01,10.138,0.152,7.1,6.442E-01,8.006,null,null,1.297E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55281.743609,null,null,null,null,null,null,null
198,2.745347,-118.543911,2.7157065600E+02,6.0761877000E+01,271.5692845,60.7615126,1.3223,1.5114,-0.2775,17.149,null,null,8.872E-01,15.858,null,null,1.158E+00,10.380,0.186,5.8,1.064E+00,7.591,null,0.7,7.244E-01,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55281.875913,null,null,null,null,null,null,null
199,0.968278,-52.321365,2.7158431400E+02,6.0715773000E+01,271.5838788,60.7159374,1.0156,1.1409,-0.1597,16.296,null,2.0,9.800E-01,15.099,null,0.9,1.023E+00,10.087,0.143,7.6,6.912E-01,7.415,null,1.7,1.721E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55282.008218,null,null,null,null,null,null,null
200,1.239885,-78.340891,2.7161131100E+02,6.0622796000E+01,271.6106234,60.6228656,1.0369,1.2652,-0.1470,16.147,null,2.0,9.544E-01,15.759,null,null,6.269E-01,10.266,0.171,6.3,9.104E-01,7.244,null,2.0,1.421E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55282.272826,null,null,null,null,null,null,null
201,2.506033,-148.682882,2.7162469000E+02,6.0576052000E+01,271.6239535,60.5754573,1.2914,1.4450,-0.3367,17.136,null,null,8.303E-01,15.628,null,0.4,6.531E-01,10.448,0.211,5.1,1.311E+00,7.320,null,1.6,9.838E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55282.405257,null,null,null,null,null,null,null
203,0.366720,110.936211,2.7165106200E+02,6.0481505000E+01,271.6512551,60.4814686,1.7242,2.0508,-0.3853,17.200,null,null,9.300E-01,14.912,null,1.4,7.096E-01,10.655,0.246,4.4,6.164E-01,7.892,null,0.2,5.803E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55282.669865,null,null,null,null,null,null,null
204,0.633291,-3.425166,2.7166409400E+02,6.0433836000E+01,271.6640727,60.4340116,1.1109,1.3189,-0.2241,17.110,null,null,9.078E-01,15.085,null,1.5,1.209E+00,10.349,0.181,6.0,8.869E-01,7.509,0.355,3.1,8.216E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55282.802169,null,null,null,null,null,null,null
205,0.858217,-133.798999,2.7167702500E+02,6.0385896000E+01,271.6766768,60.3857310,1.0415,1.2273,-0.2538,16.194,0.263,4.1,8.210E-01,15.111,null,1.9,9.131E-01,10.470,0.207,5.2,8.677E-01,7.326,null,1.6,7.275E-01,1,0,0.000,0.000,0.000,0.000,0000,BUBU,1,55282.934473,null,null,null,null,null,null,null
206,0.462174,45.301836,2.7168988600E+02,6.0337818000E+01,271.6900704,60.3379083,1.6319,1.9548,-0.3280,16.744,null,0.9,1.029E+00,15.706,null,null,1.033E+00,10.523,0.221,4.9,1.332E+00,7.651,null,0.6,1.605E+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55283.066905,null,null,null,null,null,null,null
208,0.957334,-8.933855,2.7171523900E+02,6.0240570000E+01,271.7151558,60.2408327,1.5546,1.8153,-0.2532,17.091,null,null,1.101E+00,15.366,null,0.7,7.670E-01,10.534,0.232,4.7,6.279E-01,7.531,null,1.1,1.121E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55283.331513,null,null,null,null,null,null,null
209,0.787089,54.358894,2.7174019400E+02,6.0142202000E+01,271.7405509,60.1423294,1.4087,1.5799,-0.3436,16.911,0.442,2.5,1.043E+00,15.732,null,0.2,1.150E+00,10.742,0.307,3.5,9.431E-01,6.565,0.366,3.0,1.931E+00,1,0,0.000,0.000,0.000,0.000,0000,CUBC,1,55283.596121,null,null,null,null,null,null,null
210,0.638436,83.361904,2.7175255000E+02,6.0092731000E+01,271.7529033,60.0927515,1.0041,1.2347,-0.2759,16.373,0.349,3.1,1.166E+00,15.550,0.455,2.4,1.139E+00,10.318,0.183,5.9,5.181E-01,7.357,null,1.5,1.216E+00,1,0,0.000,0.000,0.000,0.000,0000,BCBU,1,55283.728552,null,null,null,null,null,null,null
211,1.935361,-21.381107,2.7176478000E+02,6.0042840000E+01,271.7643875,60.0433406,1.1430,1.2890,-0.1379,17.048,null,null,7.585E-01,15.141,null,1.6,1.117E+00,10.226,0.172,6.3,1.059E+00,7.158,null,1.9,9.761E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55283.860856,null,null,null,null,null,null,null
212,1.368705,-160.505182,2.7177691100E+02,5.9992657000E+01,271.7766573,59.9922986,0.9974,1.1417,0.0843,17.018,null,null,7.495E-01,15.757,null,null,1.177E+00,9.994,0.141,7.7,5.459E-01,7.272,null,1.8,1.307E+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55283.993160,null,null,null,null,null,null,null
213,0.802854,-90.873351,2.7178894200E+02,5.9942182000E+01,271.7884968,59.9421786,1.0512,1.1897,-0.2737,17.070,null,null,1.024E+00,14.915,0.302,3.6,7.049E-01,10.676,0.250,4.3,1.119E+00,7.573,0.367,3.0,1.188E+00,1,0,0.000,0.000,0.000,0.000,0000,UBBC,1,55284.125464,null,null,null,null,null,null,null
214,1.108564,27.916535,2.7180087600E+02,5.9891416000E+01,271.8011634,59.8916881,1.3659,1.6301,-0.1275,17.053,null,null,1.066E+01,15.284,null,1.0,2.562E+00,10.384,0.192,5.6,9.912E-01,7.762,null,null,7.261E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55284.257769,null,null,null,null,null,null,null
215,2.541639,20.220059,2.7181271400E+02,5.9840352000E+01,271.8131997,59.8410145,0.7952,0.9350,-0.1364,15.999,0.211,5.1,1.789E+00,15.163,null,1.5,1.026E+00,10.286,0.182,6.0,1.545E+00,7.256,0.285,3.8,1.138E+00,1,0,0.000,0.000,0.000,0.000,0000,BUBB,1,55284.390073,null,null,null,null,null,null,null
216,0.716831,39.610870,2.7182447800E+02,5.9789122000E+01,271.8247303,59.7892754,1.2316,1.3587,0.1166,17.056,null,0.1,1.037E+00,15.504,null,0.4,7.116E-01,10.228,0.170,6.4,1.477E+00,7.864,0.511,2.1,1.325E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55284.522505,null,null,null,null,null,null,null
217,0.716058,161.658167,2.7183611800E+02,5.9737454000E+01,271.8362422,59.7372652,1.1504,1.1980,-0.1161,17.262,null,null,1.806E+00,15.180,null,1.5,1.342E+00,10.220,0.169,6.4,1.295E+00,7.584,0.421,2.6,2.341E+00,2,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55284.654809,null,null,null,null,null,null,null
218,1.598787,91.857738,2.7184766200E+02,5.9685487000E+01,271.8485414,59.6854726,1.0253,1.2572,-0.2724,17.086,null,null,9.357E-01,15.059,null,1.8,1.677E+00,10.049,0.147,7.4,7.951E-01,7.355,null,1.8,1.970E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55284.787113,null,null,null,null,null,null,null
219,1.235745,167.635070,2.7185911000E+02,5.9633208000E+01,271.8592554,59.6328727,1.3087,1.5014,-0.2699,16.380,null,1.6,8.131E-01,15.675,null,0.1,8.534E-01,10.327,0.183,5.9,4.994E-01,7.420,null,1.2,1.312E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55284.919417,null,null,null,null,null,null,null
221,3.885435,-53.100990,2.7188173100E+02,5.9527851000E+01,271.8800290,59.5284990,0.5330,0.5034,0.0590,14.943,0.091,11.9,2.047E+00,14.693,0.236,4.6,9.159E-01,10.370,0.189,5.8,2.456E+00,7.462,null,1.2,6.823E-01,1,0,0.000,0.000,0.000,0.000,0000,ABBU,1,55285.184152,null,null,null,null,null,null,null
222,1.203711,4.120304,2.7189288500E+02,5.9474631000E+01,271.8929323,59.4749645,0.9531,1.0341,-0.1972,16.633,0.367,3.0,6.162E-01,15.702,0.500,2.2,1.095E+00,10.077,0.144,7.5,8.679E-01,7.878,0.518,2.1,1.000E+00,1,0,0.000,0.000,0.000,0.000,0000,CCBC,1,55285.316456,null,null,null,null,null,null,null
223,1.242659,118.517290,2.7190394400E+02,5.9421092000E+01,271.9045402,59.4209272,1.1103,1.2739,-0.3492,17.076,null,null,9.637E-01,15.501,null,0.7,1.207E+00,10.382,0.201,5.4,9.969E-01,7.875,0.489,2.2,7.315E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55285.448760,null,null,null,null,null,null,null
