,cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,clon,clat,igra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
63,122,1.282207,111.079047,2.7032946700e+02,6.3422531000e+01,270.3302098,63.4224029,18h01m19.25s,63d25m20.65s,1.3951,1.6289,0.0908,17.140,null,null,6.778e-01,15.079,null,1.8,6.044e-01,10.564,0.237,4.6,9.624e-01,7.597,0.423,2.6,1.114e+00,2,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55272.811237,null,null,null,null,null,null,null
64,123,0.701825,-52.935299,2.7034120500e+02,6.3406108000e+01,270.3408575,63.4062255,18h01m21.81s,63d24m22.41s,1.5178,1.8435,0.3934,16.943,null,0.4,7.452e-01,15.602,null,0.4,1.213e+00,10.612,0.216,5.0,1.019e+00,7.506,null,1.0,1.232e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55272.877580,null,null,null,null,null,null,null
65,124,2.241308,-6.647393,2.7035265000e+02,6.3389301000e+01,270.3524891,63.3899194,18h01m24.60s,63d23m23.71s,1.1976,1.3613,0.1109,17.035,null,0.2,5.165e-01,15.157,null,1.6,5.995e-01,10.367,0.193,5.6,1.409e+00,7.630,0.373,2.9,1.320e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55272.943541,null,null,null,null,null,null,null
66,125,0.757793,121.792401,2.7036430100e+02,6.3372813000e+01,270.3647002,63.3727021,18h01m27.53s,63d22m21.73s,1.0854,1.2523,-0.2232,17.164,null,null,1.177e+00,15.234,null,1.3,6.998e-01,10.253,0.167,6.5,7.351e-01,7.482,null,0.8,1.426e+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55273.009884,null,null,null,null,null,null,null
67,127,0.889129,42.634602,2.7039850300e+02,6.3322445000e+01,270.3988756,63.3226267,18h01m35.73s,63d19m21.46s,1.3643,1.6623,0.2689,16.911,null,0.6,1.183e+00,15.691,0.492,2.2,8.444e-01,10.420,0.194,5.6,1.002e+00,7.891,null,0.2,9.033e-01,1,0,0.000,0.000,0.000,0.000,0000,UCBU,1,55273.208149,null,null,null,null,null,null,null
68,128,1.397961,138.692408,2.7040998200e+02,6.3305824000e+01,270.4105526,63.3055323,18h01m38.53s,63d18m19.92s,1.6721,2.0554,-0.3127,16.925,null,null,8.858e-01,15.040,null,1.7,6.519e-01,10.824,0.264,4.1,8.286e-01,8.087,null,null,7.924e-01,1,0,0.000,0.000,0.000,0.029,0000,UUBU,1,55273.274492,null,null,null,null,null,null,null
69,129,0.659877,141.474049,2.7042125600e+02,6.3288935000e+01,270.4215100,63.2887916,18h01m41.16s,63d17m19.65s,1.2292,1.3618,-0.1242,17.312,null,null,1.219e+00,15.785,null,null,1.160e+00,10.542,0.222,4.9,1.565e+00,7.626,0.401,2.7,1.400e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55273.340580,null,null,null,null,null,null,null
70,130,1.750635,-157.020954,2.7043257000e+02,6.3272129000e+01,270.4321479,63.2716813,18h01m43.72s,63d16m18.05s,2.6379,2.9489,0.6308,17.168,null,null,6.996e-01,15.481,0.392,2.8,1.189e+00,null,null,null,null,8.069,null,null,1.799e+00,1,0,0.000,0.000,null,0.000,0000,UCXU,1,55273.406796,null,null,null,null,null,null,null
71,137,0.830805,-135.996761,2.7051027100e+02,6.3153050000e+01,270.5099160,63.1528840,18h02m02.38s,63d09m10.38s,1.1006,1.2590,-0.2126,17.176,null,null,9.754e-01,15.851,null,null,1.516e+00,10.161,0.153,7.1,9.741e-01,8.008,0.534,2.0,1.063e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55273.869798,null,null,null,null,null,null,null
72,140,1.112799,21.195462,2.7059672200e+02,6.3015017000e+01,270.5969683,63.0153052,18h02m23.27s,63d00m55.10s,1.5965,1.9178,0.2684,16.877,null,null,4.485e-01,15.077,null,1.9,1.537e+00,10.637,0.235,4.6,9.741e-01,7.946,null,null,1.289e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55274.399142,null,null,null,null,null,null,null
73,141,1.601182,17.622519,2.7061790900e+02,6.2980111000e+01,270.6182054,62.9805349,18h02m28.37s,62d58m49.93s,1.4281,1.7473,-0.0646,17.103,null,null,8.553e-01,15.231,null,1.4,8.988e-01,10.447,0.201,5.4,1.280e+00,7.827,null,0.4,1.056e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55274.531446,null,null,null,null,null,null,null
74,142,2.021778,71.628513,2.7063900900e+02,6.2945177000e+01,270.6401808,62.9453540,18h02m33.64s,62d56m43.27s,1.2167,1.4519,-0.2039,17.250,null,null,1.093e+00,15.787,null,null,7.901e-01,10.361,0.186,5.8,1.040e+00,7.759,null,0.4,1.222e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55274.663877,null,null,null,null,null,null,null
75,143,1.590234,-179.314792,2.7065987700e+02,6.2909978000e+01,270.6598654,62.9095363,18h02m38.37s,62d54m34.33s,1.2243,1.4346,0.2318,17.181,null,null,8.549e-01,15.233,0.345,3.2,6.558e-01,10.439,0.200,5.4,7.041e-01,7.400,null,1.2,1.833e+00,2,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55274.796181,null,null,null,null,null,null,null
76,144,3.359044,-6.148612,2.7068058600e+02,6.2874623000e+01,270.6803668,62.8755507,18h02m43.29s,62d52m31.98s,1.3443,1.6606,-0.3213,16.952,null,null,7.874e-01,15.470,0.414,2.6,8.003e-01,10.479,0.200,5.4,1.166e+00,7.997,null,null,7.861e-01,1,0,0.000,0.000,0.000,0.000,dd00,UCBU,1,55274.928485,null,null,null,null,null,null,null
77,145,1.668155,-64.525436,2.7070113800e+02,6.2839113000e+01,270.7002216,62.8393123,18h02m48.05s,62d50m21.52s,1.0715,1.2428,0.0884,16.758,null,0.5,5.205e-01,15.178,0.321,3.4,1.337e+00,10.511,0.216,5.0,7.611e-01,7.756,null,null,1.184e+00,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55275.060789,null,null,null,null,null,null,null
78,146,1.960112,76.359330,2.7072153100e+02,6.2803447000e+01,270.7226887,62.8035754,18h02m53.45s,62d48m12.87s,1.1214,1.3949,-0.1278,17.173,null,null,1.525e+00,15.732,0.505,2.1,7.741e-01,10.189,0.156,6.9,8.672e-01,7.738,null,0.6,1.840e+00,1,0,0.000,0.000,0.000,0.000,0000,UCBU,1,55275.193093,null,null,null,null,null,null,null
79,147,1.044170,22.689472,2.7074184000e+02,6.2767747000e+01,270.7420845,62.7680146,18h02m58.10s,62d46m04.85s,1.0302,1.2117,-0.1780,16.539,null,1.3,9.348e-01,15.381,0.358,3.0,7.174e-01,10.148,0.148,7.3,6.879e-01,7.961,null,null,1.450e+00,1,0,0.000,0.000,0.000,0.000,0000,UCBU,1,55275.325525,null,null,null,null,null,null,null
80,148,3.142314,173.468659,2.7076192500e+02,6.2731766000e+01,270.7621417,62.7308988,18h03m02.91s,62d43m51.24s,1.5388,1.8983,-0.3938,16.757,null,0.7,6.290e-01,15.145,null,1.4,9.357e-01,10.545,0.216,5.0,1.112e+00,7.880,null,0.1,5.987e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55275.457829,null,null,null,null,null,null,null
81,150,1.313559,168.616767,2.7080162800e+02,6.2659320000e+01,270.8017848,62.6589623,18h03m12.43s,62d39m32.26s,1.0756,1.3171,-0.1785,16.878,null,0.6,1.319e+00,15.492,null,0.7,4.474e-01,10.135,0.156,6.9,7.454e-01,7.740,0.460,2.4,1.107e+00,2,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55275.722437,null,null,null,null,null,null,null
82,151,0.797325,153.034411,2.7082125400e+02,6.2622855000e+01,270.8214724,62.6226576,18h03m17.15s,62d37m21.57s,1.3191,1.5869,-0.2147,16.842,null,0.8,1.306e+00,15.408,null,0.8,1.516e+00,10.279,0.170,6.4,1.084e+00,7.978,null,null,1.511e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55275.854741,null,null,null,null,null,null,null
83,153,0.409303,157.315264,2.7087929000e+02,6.2512577000e+01,270.8793850,62.5124721,18h03m31.05s,62d30m44.90s,1.0287,1.1557,-0.2023,17.059,null,null,2.280e+00,15.048,null,1.1,9.706e-01,10.500,0.220,4.9,8.112e-01,7.082,0.252,4.3,9.834e-01,2,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55276.251780,null,null,null,null,null,null,null
84,154,4.934146,23.184980,2.7089831700e+02,6.2475440000e+01,270.8994847,62.4766999,18h03m35.88s,62d28m36.12s,0.7971,0.8928,0.0780,15.676,0.151,7.2,7.263e-01,15.130,null,1.6,8.671e-01,10.572,0.247,4.4,1.144e+00,7.718,null,null,5.131e-01,2,0,0.000,0.000,0.000,0.000,0000,BUBU,1,55276.384084,687296252,16.679,0.111,15.944,0.137,15.469,0.178
85,155,0.167111,-152.836601,2.7091719600e+02,6.2438128000e+01,270.9171502,62.4380867,18h03m40.12s,62d26m17.11s,1.1825,1.4697,-0.2495,17.196,null,null,7.333e-01,15.275,null,1.3,8.474e-01,10.284,0.174,6.2,5.395e-01,7.333,null,1.2,4.334e-01,3,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55276.516388,null,null,null,null,null,null,null
86,156,1.303706,-170.240760,2.7093599200e+02,6.2400766000e+01,270.9358595,62.4004091,18h03m44.61s,62d24m01.47s,1.4016,1.5299,-0.2303,17.207,null,null,1.289e+00,15.045,null,1.9,8.449e-01,10.737,0.262,4.1,1.080e+00,7.410,0.338,3.2,8.950e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55276.648820,null,null,null,null,null,null,null
87,157,1.711825,63.562878,2.7095457800e+02,6.2363109000e+01,270.9554959,62.3633207,18h03m49.32s,62d21m47.95s,1.0098,1.1087,0.1247,16.417,0.283,3.8,1.653e+00,15.329,null,1.2,1.285e+00,10.504,0.222,4.9,1.776e+00,7.163,0.274,4.0,1.763e+00,1,0,0.000,0.000,0.000,0.000,0000,BUBB,1,55276.781124,null,null,null,null,null,null,null
88,158,1.206744,-21.115172,2.7097302200e+02,6.2325273000e+01,270.9727620,62.3255857,18h03m53.46s,62d19m32.11s,1.3579,1.5767,-0.1345,17.139,null,null,5.343e-01,15.603,null,0.2,1.235e+00,10.314,0.181,6.0,9.527e-01,7.727,null,0.6,8.400e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55276.913428,null,null,null,null,null,null,null
89,159,0.636976,124.728576,2.7099132300e+02,6.2287257000e+01,270.9916357,62.2871562,18h03m57.99s,62d17m13.76s,1.6551,1.9604,0.1945,17.015,null,null,5.364e-01,15.503,null,null,1.509e+00,10.561,0.230,4.7,1.632e+00,7.546,null,1.0,1.333e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55277.045732,null,null,null,null,null,null,null
90,160,2.691770,-18.396779,2.7100948000e+02,6.2249060000e+01,271.0089732,62.2497695,18h04m02.15s,62d14m59.17s,1.2757,1.6135,-0.3018,17.094,null,null,7.751e-01,15.295,null,0.7,5.986e-01,10.309,0.185,5.9,1.314e+00,7.331,null,1.1,1.448e+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55277.178036,null,null,null,null,null,null,null
91,161,1.598297,110.750280,2.7102749600e+02,6.2210682000e+01,271.0283865,62.2105247,18h04m06.81s,62d12m37.89s,1.3358,1.6190,0.0898,15.997,null,1.9,1.487e+00,15.391,null,0.9,7.518e-01,10.445,0.203,5.3,1.392e+00,7.619,null,0.7,1.280e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55277.310340,null,null,null,null,null,null,null
92,162,2.424699,-152.661127,2.7104537500e+02,6.2172119000e+01,271.0447124,62.1715207,18h04m10.73s,62d10m17.47s,1.2301,1.5127,0.1632,16.866,null,null,1.688e+00,15.835,null,null,1.069e+00,10.219,0.168,6.4,1.391e+00,7.959,null,null,1.054e+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55277.442644,null,null,null,null,null,null,null
93,166,4.108988,-37.542365,2.7109823300e+02,6.2055432000e+01,271.0967488,62.0563370,18h04m23.22s,62d03m22.81s,0.2008,0.2236,-0.0615,13.547,0.041,26.7,5.585e+00,13.499,0.089,12.2,1.232e+00,10.521,0.218,5.0,1.125e+00,7.630,null,0.6,2.074e+00,1,0,0.000,0.000,0.000,0.000,0000,AABU,1,55277.839683,687305946,13.974,0.025,13.534,0.030,13.435,0.037
94,169,0.819123,-70.567228,2.7112425900e+02,6.1996569000e+01,271.1238020,61.9966447,18h04m29.71s,61d59m47.92s,0.9511,1.0700,-0.2680,17.215,null,null,8.592e-01,15.228,null,1.5,8.340e-01,10.148,0.144,7.5,1.171e+00,7.414,null,1.6,4.852e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55278.038330,null,null,null,null,null,null,null
95,170,1.550904,139.013134,2.7113275200e+02,6.1976600000e+01,271.1333534,61.9762748,18h04m32.00s,61d58m34.59s,1.0190,1.2715,0.0419,17.165,null,null,9.461e-01,15.064,0.285,3.8,6.987e-01,10.280,0.173,6.3,1.348e+00,7.621,null,0.8,6.119e-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55278.104291,null,null,null,null,null,null,null
96,171,0.433814,20.866850,2.7114138100e+02,6.1956959000e+01,271.1414723,61.9570716,18h04m33.95s,61d57m25.46s,1.0752,1.2396,0.1162,17.167,null,null,1.423e+00,15.706,0.510,2.1,9.352e-01,10.206,0.155,7.0,8.888e-01,7.283,null,1.8,1.253e+00,2,0,0.000,0.000,0.000,0.000,0000,UCBU,1,55278.170634,null,null,null,null,null,null,null
97,172,0.745451,108.061480,2.7115842700e+02,6.1917281000e+01,271.1588452,61.9172168,18h04m38.12s,61d55m01.98s,1.7226,1.9575,-0.2087,16.687,null,1.0,6.327e-01,15.251,null,1.0,1.289e+00,10.900,0.288,3.8,1.479e+00,7.067,null,1.8,1.331e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55278.303066,null,null,null,null,null,null,null
98,173,1.515534,56.573963,2.7117528600e+02,6.1877277000e+01,271.1760314,61.8775089,18h04m42.25s,61d52m39.03s,0.8130,0.8715,-0.2003,16.282,0.255,4.3,1.074e+00,14.949,0.248,4.4,9.305e-01,10.269,0.160,6.8,9.643e-01,7.693,0.400,2.7,6.830e-01,1,0,0.000,0.000,0.000,0.000,0000,BBBC,1,55278.435370,null,null,null,null,null,null,null
99,174,2.018021,19.594071,2.7119201200e+02,6.1837071000e+01,271.1924103,61.8375991,18h04m46.18s,61d50m15.36s,3.5740,3.9683,-0.7123,17.185,null,null,1.241e+00,15.086,null,1.7,4.689e-01,10.460,null,1.3,4.146e-01,4.918,null,0.1,5.546e-01,1,0,0.000,0.000,0.000,0.000,0000,UUUU,1,55278.567674,null,null,null,null,null,null,null
100,175,0.886452,149.287562,2.7120860600e+02,6.1796665000e+01,271.2088721,61.7964533,18h04m50.13s,61d47m47.23s,1.2197,1.3765,-0.2397,17.084,null,0.1,8.762e-01,15.693,null,0.2,1.334e+00,10.483,0.196,5.5,2.053e+00,7.542,0.351,3.1,1.104e+00,2,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55278.699978,null,null,null,null,null,null,null
101,176,2.494297,-147.956171,2.7122507400e+02,6.1756058000e+01,271.2242972,61.7554707,18h04m53.83s,61d45m19.69s,1.5510,1.8248,0.2762,17.006,null,0.5,1.035e+00,15.308,0.380,2.9,8.015e-01,10.799,0.268,4.0,1.367e+00,7.443,null,1.5,1.128e+00,1,0,0.000,0.000,0.000,0.000,000d,UCBU,1,55278.832282,null,null,null,null,null,null,null
102,178,0.981408,100.098191,2.7124146500e+02,6.1715370000e+01,271.2420314,61.7153222,18h04m58.09s,61d42m55.16s,1.4210,1.6227,-0.2220,16.304,null,1.6,1.017e+00,15.376,null,0.7,6.745e-01,10.586,0.219,5.0,1.067e+00,7.409,null,1.6,6.962e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55278.964713,null,null,null,null,null,null,null
103,179,1.771940,110.366154,2.7125767500e+02,6.1674346000e+01,271.2586475,61.6741747,18h05m02.08s,61d40m27.03s,1.3135,1.4596,0.1127,16.793,null,null,1.183e+00,15.610,null,0.5,1.408e+00,10.543,0.205,5.3,8.348e-01,7.820,0.513,2.1,6.097e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55279.097017,null,null,null,null,null,null,null
104,180,1.460042,-163.026012,2.7127375900e+02,6.1633114000e+01,271.2735098,61.6327261,18h05m05.64s,61d37m57.81s,1.4224,1.6020,-0.2590,17.193,null,0.0,1.540e+00,15.252,0.347,3.1,9.511e-01,10.759,0.255,4.3,6.912e-01,7.119,null,1.8,1.522e+00,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55279.229321,null,null,null,null,null,null,null
105,181,4.544838,41.232981,2.7128971900e+02,6.1591671000e+01,271.2914681,61.5926204,18h05m09.95s,61d35m33.43s,1.1077,1.1576,-0.3573,15.861,0.190,5.7,3.316e-01,15.290,null,1.0,9.368e-01,11.558,0.532,2.0,1.024e+00,7.823,null,null,8.403e-01,1,0,0.000,0.000,0.000,0.000,0000,BUCU,1,55279.361625,687322556,16.658,0.135,16.319,0.177,15.635,0.225
106,182,1.426219,-169.629282,2.7132126800e+02,6.1508137000e+01,271.3211185,61.5077473,18h05m17.07s,61d30m27.89s,1.6328,1.8521,-0.4480,17.076,null,null,1.148e+00,15.501,null,0.6,7.842e-01,10.717,0.237,4.6,1.043e+00,7.301,null,1.9,1.317e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55279.626233,null,null,null,null,null,null,null
107,183,0.910522,174.599553,2.7132131700e+02,6.1508266000e+01,271.3213669,61.5080142,18h05m17.13s,61d30m28.85s,1.3833,1.6027,0.1810,16.735,null,0.5,6.776e-01,15.676,null,null,1.475e+00,10.540,0.210,5.2,1.310e+00,7.261,null,1.9,1.344e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55279.626361,null,null,null,null,null,null,null
108,184,0.644358,-151.568382,2.7133690600e+02,6.1466178000e+01,271.3367276,61.4660206,18h05m20.81s,61d27m57.67s,1.2921,1.5203,-0.2379,17.035,null,0.1,1.586e+00,15.292,null,0.9,1.031e+00,10.387,0.184,5.9,6.128e-01,7.642,null,0.6,7.623e-01,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55279.758665,null,null,null,null,null,null,null
109,185,0.422856,-144.900125,2.7135237600e+02,6.1423869000e+01,271.3522348,61.4237729,18h05m24.54s,61d25m25.58s,1.6367,1.8841,-0.4402,16.297,null,1.2,1.325e+00,15.730,null,null,7.941e-01,10.600,0.235,4.6,5.919e-01,7.850,null,0.3,1.374e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55279.890969,null,null,null,null,null,null,null
110,186,1.891256,-169.232904,2.7136772500e+02,6.1381338000e+01,271.3675201,61.3808219,18h05m28.20s,61d22m50.96s,1.2379,1.3737,0.0710,16.289,null,1.8,1.304e+00,15.337,0.365,3.0,9.227e-01,10.483,0.207,5.2,1.102e+00,7.907,0.540,2.0,1.020e+00,2,0,0.000,0.000,0.000,0.000,0000,UCBC,1,55280.023273,null,null,null,null,null,null,null
111,187,0.832935,177.227657,2.7139806500e+02,6.1295602000e+01,271.3980883,61.2953709,18h05m35.54s,61d17m43.34s,1.2653,1.4441,-0.3140,17.176,null,null,1.053e+00,15.245,null,1.3,1.134e+00,10.638,0.229,4.7,1.576e+00,7.433,0.312,3.5,5.445e-01,2,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55280.287881,null,null,null,null,null,null,null
112,188,1.905581,148.994974,2.7139811100e+02,6.1295731000e+01,271.3986787,61.2952773,18h05m35.68s,61d17m43.00s,1.3792,1.5582,-0.2900,16.907,null,0.5,8.626e-01,15.232,null,1.1,9.701e-01,10.725,0.238,4.6,9.792e-01,7.497,0.367,3.0,9.713e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55280.288008,null,null,null,null,null,null,null
113,189,1.697505,-153.503148,2.7142798400e+02,6.1209084000e+01,271.4275472,61.2086620,18h05m42.61s,61d12m31.18s,1.6208,1.8484,-0.4516,17.196,null,null,6.921e-01,15.571,null,0.2,5.871e-01,10.744,0.257,4.2,8.373e-01,7.052,null,1.8,9.450e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55280.552618,null,null,null,null,null,null,null
114,190,0.570182,-167.960543,2.7144274600e+02,6.1165415000e+01,271.4426775,61.1652601,18h05m46.24s,61d09m54.94s,1.3092,1.5329,-0.3201,16.981,null,0.3,6.756e-01,15.149,0.329,3.3,7.182e-01,10.667,0.248,4.4,1.342e+00,7.829,0.480,2.3,1.012e+00,1,0,0.000,0.000,0.000,0.000,0000,UBBC,1,55280.684922,null,null,null,null,null,null,null
115,191,1.719954,108.487321,2.7145739400e+02,6.1121514000e+01,271.4583322,61.1213625,18h05m50.00s,61d07m16.90s,1.5719,1.8092,-0.2817,16.663,null,1.2,6.221e-01,15.387,null,0.8,2.484e+00,10.580,0.224,4.8,1.123e+00,7.917,null,null,3.612e-01,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55280.817226,null,null,null,null,null,null,null
116,192,1.493308,-90.041062,2.7147193000e+02,6.1077374000e+01,271.4710723,61.0773737,18h05m53.06s,61d04m38.55s,1.3412,1.5944,-0.3921,16.755,null,0.6,1.043e+00,15.386,null,0.9,6.176e-01,10.580,0.208,5.2,1.810e+00,7.842,0.450,2.4,2.220e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55280.949530,null,null,null,null,null,null,null
117,194,0.581742,-128.956540,2.7150070300e+02,6.0988510000e+01,271.5004439,60.9884084,18h06m00.11s,60d59m18.27s,1.1171,1.3046,-0.1825,16.985,null,0.4,5.255e-01,15.448,0.415,2.6,1.034e+00,10.233,0.172,6.3,7.420e-01,7.823,0.533,2.0,1.018e+00,1,0,0.000,0.000,0.000,0.000,0000,UCBC,1,55281.214266,null,null,null,null,null,null,null
118,196,0.465466,136.122657,2.7154297400e+02,6.0853192000e+01,271.5431580,60.8530988,18h06m10.36s,60d51m11.16s,1.4080,1.6283,-0.2369,16.745,null,0.9,1.117e+00,15.892,null,null,1.222e+00,10.717,0.250,4.3,6.705e-01,7.594,0.374,2.9,1.294e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55281.611178,null,null,null,null,null,null,null
119,197,0.655248,-170.467516,2.7155688400e+02,6.0807725000e+01,271.5568222,60.8075455,18h06m13.64s,60d48m27.16s,1.1296,1.3167,-0.2034,16.781,null,0.4,8.879e-01,15.760,null,0.2,5.597e-01,10.138,0.152,7.1,6.442e-01,8.006,null,null,1.297e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55281.743609,null,null,null,null,null,null,null
120,198,2.734359,-118.583286,2.7157065000e+02,6.0761876000e+01,271.5692845,60.7615126,18h06m16.63s,60d45m41.45s,1.3223,1.5114,-0.2775,17.149,null,null,8.872e-01,15.858,null,null,1.158e+00,10.380,0.186,5.8,1.064e+00,7.591,null,0.7,7.244e-01,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55281.875913,null,null,null,null,null,null,null
121,199,0.959938,-51.935912,2.7158430800e+02,6.0715773000e+01,271.5838788,60.7159374,18h06m20.13s,60d42m57.37s,1.0156,1.1409,-0.1597,16.296,null,2.0,9.800e-01,15.099,null,0.9,1.023e+00,10.087,0.143,7.6,6.912e-01,7.415,null,1.7,1.721e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55282.008218,null,null,null,null,null,null,null
122,200,1.231238,-78.257856,2.7161130600e+02,6.0622796000e+01,271.6106234,60.6228656,18h06m26.55s,60d37m22.32s,1.0369,1.2652,-0.1470,16.147,null,2.0,9.544e-01,15.759,null,null,6.269e-01,10.266,0.171,6.3,9.104e-01,7.244,null,2.0,1.421e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55282.272826,null,null,null,null,null,null,null
123,201,2.500534,-148.890606,2.7162468400e+02,6.0576052000e+01,271.6239535,60.5754573,18h06m29.75s,60d34m31.65s,1.2914,1.4450,-0.3367,17.136,null,null,8.303e-01,15.628,null,0.4,6.531e-01,10.448,0.211,5.1,1.311e+00,7.320,null,1.6,9.838e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55282.405257,null,null,null,null,null,null,null
124,203,0.375442,109.842672,2.7165105600e+02,6.0481504000e+01,271.6512551,60.4814686,18h06m36.30s,60d28m53.29s,1.7242,2.0508,-0.3853,17.200,null,null,9.300e-01,14.912,null,1.4,7.096e-01,10.655,0.246,4.4,6.164e-01,7.892,null,0.2,5.803e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55282.669865,null,null,null,null,null,null,null
125,204,0.632744,-2.461750,2.7166408800e+02,6.0433836000e+01,271.6640727,60.4340116,18h06m39.38s,60d26m02.44s,1.1109,1.3189,-0.2241,17.110,null,null,9.078e-01,15.085,null,1.5,1.209e+00,10.349,0.181,6.0,8.869e-01,7.509,0.355,3.1,8.216e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55282.802169,null,null,null,null,null,null,null
126,205,0.849313,-134.039031,2.7167702000e+02,6.0385895000e+01,271.6766768,60.3857310,18h06m42.40s,60d23m08.63s,1.0415,1.2273,-0.2538,16.194,0.263,4.1,8.210e-01,15.111,null,1.9,9.131e-01,10.470,0.207,5.2,8.677e-01,7.326,null,1.6,7.275e-01,1,0,0.000,0.000,0.000,0.000,0000,BUBU,1,55282.934473,null,null,null,null,null,null,null
127,206,0.472331,45.903481,2.7168988000e+02,6.0337817000e+01,271.6900704,60.3379083,18h06m45.62s,60d20m16.47s,1.6319,1.9548,-0.3280,16.744,null,0.9,1.029e+00,15.706,null,null,1.033e+00,10.523,0.221,4.9,1.332e+00,7.651,null,0.6,1.605e+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55283.066905,null,null,null,null,null,null,null
128,208,0.959290,-8.267865,2.7171523300e+02,6.0240569000e+01,271.7151558,60.2408327,18h06m51.64s,60d14m27.00s,1.5546,1.8153,-0.2532,17.091,null,null,1.101e+00,15.366,null,0.7,7.670e-01,10.534,0.232,4.7,6.279e-01,7.531,null,1.1,1.121e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55283.331513,null,null,null,null,null,null,null
129,209,0.796473,54.524066,2.7174018900e+02,6.0142201000e+01,271.7405509,60.1423294,18h06m57.73s,60d08m32.39s,1.4087,1.5799,-0.3436,16.911,0.442,2.5,1.043e+00,15.732,null,0.2,1.150e+00,10.742,0.307,3.5,9.431e-01,6.565,0.366,3.0,1.931e+00,1,0,0.000,0.000,0.000,0.000,0000,CUBC,1,55283.596121,null,null,null,null,null,null,null
130,210,0.647772,83.137375,2.7175254500e+02,6.0092730000e+01,271.7529033,60.0927515,18h07m00.70s,60d05m33.91s,1.0041,1.2347,-0.2759,16.373,0.349,3.1,1.166e+00,15.550,0.455,2.4,1.139e+00,10.318,0.183,5.9,5.181e-01,7.357,null,1.5,1.216e+00,1,0,0.000,0.000,0.000,0.000,0000,BCBU,1,55283.728552,null,null,null,null,null,null,null
