,cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,clon,clat,igra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
0,1,2.824060,30.243081,4.4273417000e+01,-7.8867267000e+01,44.2754632,-78.8665893,02h57m06.11s,-78d51m59.72s,1.3694,1.2497,0.3628,17.152,null,null,8.380e-01,15.425,null,0.9,7.992e-01,10.511,0.198,5.5,1.073e+00,7.632,0.370,2.9,9.289e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55302.942835,null,null,null,null,null,null,null
1,2,1.254709,94.955275,4.4154700000e+01,-7.8935542000e+01,44.1565093,-78.9355721,02h56m37.56s,-78d56m08.06s,1.4593,1.5425,0.4822,17.211,null,null,1.434e+00,15.776,null,null,7.750e-01,11.151,0.340,3.2,8.792e-01,7.586,null,0.3,2.861e+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55303.009051,null,null,null,null,null,null,null
2,4,0.854384,-116.205379,4.3662943000e+01,-7.9210703000e+01,43.6618055,-79.2108078,02h54m38.83s,-79d12m38.91s,1.2179,1.0929,0.3836,16.880,null,0.6,8.010e-01,15.467,null,0.9,1.461e+00,10.368,0.186,5.8,1.283e+00,7.231,0.297,3.7,2.193e+00,2,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55303.273659,null,null,null,null,null,null,null
3,6,2.987806,-161.358168,4.3137178000e+01,-7.9489930000e+01,43.1357235,-79.4907164,02h52m32.57s,-79d29m26.58s,1.2702,1.2399,0.4242,16.984,null,null,6.156e-01,15.272,0.330,3.3,5.685e-01,10.359,0.182,6.0,1.100e+00,7.632,null,0.7,1.237e+00,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55303.538267,null,null,null,null,null,null,null
