,cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,clon,clat,igra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
0,2,0.915263,-36.716308,1.5836246700e+02,-2.8726000000e-01,158.3623150,-0.2870562,10h33m26.96s,-00d17m13.40s,1.7979,1.9567,0.5591,16.848,null,0.4,7.546e-01,15.162,null,1.2,6.131e-01,10.516,0.249,4.4,8.235e-01,7.800,null,null,7.654e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55342.785348,null,null,null,null,null,null,null
1,5,0.817471,-137.643098,1.5844330200e+02,-6.1598500000e-01,158.4431490,-0.6161528,10h33m46.36s,-00d36m58.15s,1.5232,1.6678,0.4697,16.312,0.299,3.6,5.451e-01,15.663,null,null,9.312e-01,10.805,0.349,3.1,1.459e+00,7.629,null,0.4,7.536e-01,1,0,0.000,0.000,0.000,0.000,0000,BUBU,1,55343.182259,null,null,null,null,null,null,null
2,13,2.523927,91.446671,1.5856782300e+02,-1.1144480000e+00,158.5685240,-1.1144657,10h34m16.45s,-01d06m52.08s,1.4961,1.6274,0.0520,16.316,null,1.9,6.338e-01,15.249,null,0.8,5.291e-01,10.413,0.235,4.6,1.083e+00,7.789,0.524,2.1,1.070e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55343.777558,null,null,null,null,null,null,null
3,15,1.350646,4.141251,1.5859599000e+02,-1.2258930000e+00,158.5960171,-1.2255188,10h34m23.04s,-01d13m31.87s,1.3292,1.4416,0.3470,16.603,null,1.3,9.007e-01,15.421,0.459,2.4,1.144e+00,10.643,0.289,3.8,7.075e-01,7.263,0.317,3.4,7.430e-01,1,0,0.000,0.000,0.000,0.000,0000,UCBB,1,55343.909734,null,null,null,null,null,null,null
4,19,0.567167,-85.011349,1.5865300200e+02,-1.4502980000e+00,158.6528450,-1.4502843,10h34m36.68s,-01d27m01.02s,1.6775,1.8810,0.6955,17.046,null,null,9.835e-01,14.833,null,1.9,5.769e-01,10.391,0.231,4.7,1.136e+00,7.458,null,0.8,1.580e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55344.174342,null,null,null,null,null,null,null
5,20,0.712506,2.692263,1.5868180200e+02,-1.5630020000e+00,158.6818113,-1.5628043,10h34m43.63s,-01d33m46.10s,2.1253,2.4280,0.6103,16.784,null,0.4,1.653e+00,15.616,null,0.1,1.371e+00,10.579,0.289,3.8,7.459e-01,7.380,null,0.3,2.215e+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55344.306646,null,null,null,null,null,null,null
6,25,3.335444,-102.067498,1.5879890900e+02,-2.0169000000e+00,158.7980024,-2.0170937,10h35m11.52s,-02d01m01.54s,1.7302,1.8486,0.4169,16.463,null,1.1,1.509e+00,14.948,null,1.6,8.816e-01,10.856,0.332,3.3,1.393e+00,7.670,0.438,2.5,2.207e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55344.835734,null,null,null,null,null,null,null
7,26,0.284609,-170.615545,1.5882868800e+02,-2.1312840000e+00,158.8286751,-2.1313620,10h35m18.88s,-02d07m52.90s,1.4721,1.6345,0.4545,17.043,null,null,1.123e+00,15.560,null,0.1,8.495e-01,10.311,0.199,5.5,1.406e+00,7.352,null,1.4,1.347e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55344.968038,null,null,null,null,null,null,null
8,27,1.234352,47.032153,1.6699192100e+02,-2.6023111000e+01,166.9922002,-26.0228773,11h07m58.13s,-26d01m22.36s,1.7111,1.8823,0.7134,16.978,null,null,9.494e-01,14.971,null,1.0,9.950e-01,10.385,0.219,5.0,1.295e+00,7.925,null,null,2.005e+00,1,0,0.000,0.000,0.000,0.000,000d,UUBU,0,55366.595316,null,null,null,null,null,null,null
9,29,1.797257,141.554015,1.7090157200e+02,-3.4196574000e+01,170.9019473,-34.1969650,11h23m36.47s,-34d11m49.07s,1.7620,1.8400,0.5909,17.078,null,null,1.395e+00,15.628,null,null,8.410e-01,10.731,0.257,4.2,1.302e+00,7.223,null,2.0,7.694e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55372.349192,null,null,null,null,null,null,null
10,30,1.006559,-62.778074,1.7100600100e+02,-3.4391715000e+01,171.0056997,-34.3915871,11h24m01.37s,-34d23m29.71s,1.5401,1.7186,0.4773,17.197,null,null,2.325e+00,15.332,null,1.0,6.650e-01,10.748,0.263,4.1,1.030e+00,7.258,null,1.6,2.259e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,0,55372.481496,null,null,null,null,null,null,null
11,31,1.449170,-146.299889,1.7111108700e+02,-3.4586730000e+01,171.1108157,-34.5870649,11h24m26.60s,-34d35m13.43s,1.5476,1.7305,0.5660,17.144,null,null,1.525e+00,15.797,null,null,7.652e-01,10.532,0.222,4.9,9.686e-01,7.295,null,1.8,1.157e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,0,55372.613673,null,null,null,null,null,null,null
12,32,1.108005,-178.700271,1.7121704400e+02,-3.4782403000e+01,171.2170355,-34.7827107,11h24m52.09s,-34d46m57.76s,1.3057,1.3942,0.4222,17.115,null,null,1.539e+00,15.668,null,0.0,1.468e+00,10.357,0.195,5.6,8.612e-01,7.498,null,1.0,1.517e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,0,55372.745977,null,null,null,null,null,null,null
