,Name,Diam,Class,H,time,type,PHA
460,2016CS247,0.024,S*,25.5,-1,Apollo,Near
461,2015YD,0.045,S*,24.1,-1,Amor,Near
462,2015XO,0.018,S*,26.1,-1,Amor,Near
463,2015XM128,0.052,S*,23.8,-1,Apollo,Near
464,2015TJ1,0.09,S*,22.6,-1,Apollo,Near
465,2015TL143,0.065,S*,23.3,-1,Amor,Near
466,2015TL238,0.031,S*,24.9,-1,Apollo,Near
467,2015TM143,0.055,S*,23.66,-1,Apollo,Near
468,2015TW237,0.068,S*,23.2,-1,Amor,Near
469,2015TY178,0.11,S*,22.16,-1,Amor,Near
470,2015TZ143,0.016,S*,26.3,-1,Apollo,Near
471,2015TZ237,0.043,S*,24.2,-1,Amor,Near
472,2015UC,0.034,S*,24.7,-1,Amor,Near
473,2015UJ51,0.156,S*,21.4,-1,Apollo,Near
474,2015US51,0.098,S*,22.4,-1,Amor,Near
475,2015VA106,0.086,S*,22.7,-1,Apollo,Near
476,2015VE66,0.045,S*,24.1,-1,Amor,Near
477,2015VG105,0.047,S*,24.0,-1,Amor,Near
478,2015VN105,0.009,S*,27.6,-1,Apollo,Near
479,2015VO105,0.045,S*,24.1,-1,Apollo,Near
480,2015VO142,0.005,S*,28.9,-1,Apollo,Near
481,2015VY105,0.005,S*,29.0,-1,Apollo,Near
482,2015VZ2,0.09,S*,22.6,-1,Aten,Near
483,2015WA13,0.018,S*,26.1,-1,Amor,Near
484,2015WF13,0.068,S*,23.2,-1,Amor,Near
485,2015XA379,0.026,S*,25.29,-1,Amor,Near
486,2015XB,0.045,S*,24.1,-1,Apollo,Near
487,2015XC,0.027,S*,25.2,-1,Apollo,Near
488,2015XF,0.039,S*,24.4,-1,Amor,Near
489,2016QL44,0.028,S*,25.1,-1,Apollo,Near
490,2016RB1,0.007,S*,28.3,-1,Aten,Near
491,2016RD20,0.033,S*,24.8,-1,Amor,Near
492,2020KB3,0.033,S*,24.8,-1,Amor,Near
493,2020KK7,0.017,S*,26.2,-1,Apollo,Near
494,2020OH3,0.035,S*,24.65,-1,Apollo,Near
495,2020RA6,0.019,S*,26.0,-1,Apollo,Near
496,2020RO6,0.098,S*,22.4,-1,Apollo,Near
497,2020RZ6,0.015,S*,26.54,-1,Apollo,Near
498,2020SN,0.033,S*,24.8,-1,Amor,Near
499,2020SW,0.005,S*,29.06,-1,Aten,Near
500,2020TB12,0.098,S*,22.41,-1,Apollo,Near
501,2020TD8,0.012,S*,26.9,-1,Apollo,Near
502,2020TG3,0.086,S*,22.68,-1,Amor,Near
503,2020TP1,0.014,S*,26.71,-1,Apollo,Near
504,2020UA,0.006,S*,28.44,-1,Aten,Near
505,2020UQ6,0.086,S*,22.7,-1,Apollo,Near
506,2020UZ5,0.094,S*,22.51,-1,Apollo,Near
507,2020VZ6,0.03,S*,25.0,-1,Apollo,Near
508,2020XX3,0.006,S*,28.48,-1,Apollo,Near
509,2020YA5,0.038,S*,24.44,-1,Apollo,Near
510,2020YE5,0.021,S*,25.75,-1,Apollo,Near
511,2021AU,0.04,S*,24.35,-1,Apollo,Near
512,2021AZ,0.041,S*,24.3,-1,Apollo,Near
513,2021CC2,0.076,S*,22.96,-1,Aten,Near
514,2021CO,0.026,S*,25.28,-1,Apollo,Near
515,2021DP,0.014,S*,26.56,-1,Apollo,Near
516,2021DW1,0.03,S*,24.8,-1,Apollo,Near
517,2021DX1,0.051,S*,23.84,-1,Apollo,Near
518,2021EB1,0.058,S*,23.56,-1,Apollo,Near
519,2021EL4,0.02,S*,25.88,-1,Aten,Near
520,2020GF2,0.019,S*,26.0,-1,Apollo,Near
521,2020DP4,0.026,S*,25.31,-1,Apollo,Near
522,2019NJ5,0.063,S*,23.36,-1,Amor,Near
523,2018XY2,0.092,S*,22.54,-1,Amor,Near
524,2019BE5,0.028,S*,25.1,-1,Aten,Near
525,2019BG1,0.073,S*,23.04,-1,Apollo,Near
526,2019CE5,0.055,S*,23.66,-1,Amor,Near
527,2019DN,0.083,S*,22.77,-1,Amor,Near
528,2019EA2,0.021,S*,25.8,-1,Aten,Near
529,2019FP2,0.108,S*,22.2,-1,Amor,Near
530,2019JX7,0.149,S*,21.5,-1,Amor,Near
531,2019KZ3,0.043,S*,24.2,-1,Amor,Near
532,2019MB4,0.019,S*,26.0,-1,Amor,Near
533,2019NN3,0.034,S*,24.7,-1,Amor,Near
534,2020DD,0.059,S*,23.5,-1,Apollo,Near
535,2019OM,0.09,S*,22.6,-1,Aten,Near
536,2019UC,0.044,S*,24.15,-1,Apollo,Near
537,2019UD13,0.059,S*,23.5,-1,Amor,Near
538,2019UD4,0.069,S*,23.18,-1,Amor,Near
539,2019UR12,0.043,S*,24.2,-1,Amor,Near
540,2019WC5,0.09,S*,22.6,-1,Apollo,Near
541,2019WV,0.026,S*,25.27,-1,Apollo,Near
542,2019XN1,0.13,S*,21.79,-1,Amor,Near
543,2019YW2,0.042,S*,24.25,-1,Apollo,Near
544,2020BZ11,0.108,S*,22.2,-1,Apollo,Near
545,2021EX1,0.031,S*,24.88,-1,Apollo,Near
546,2021FH,0.013,S*,26.73,-1,Apollo,Near
547,2021FK3,0.095,S*,22.47,-1,Apollo,Near
548,2012CO46,0.086,S*,22.7,-1,Amor,Near
549,2005BO1,0.156,S*,21.4,-1,Aten,Near
550,2014EK24,0.063,S*,23.38,-1,Apollo,Near
551,2009SC15,0.122,S*,21.93,-1,Amor,Near
552,2013UE3,0.082,S*,22.8,-1,Apollo,Near
553,2001RU17,0.149,S*,21.5,-1,Aten,Near
554,2005UO,0.113,S*,22.1,-1,Apollo,Near
555,2012WK4,0.148,S*,21.51,-1,Apollo,Near
556,2005ES70,0.052,S*,23.8,-1,Aten,Near
557,2011PT,0.049,S*,23.9,-1,Amor,Near
558,2002FD6,0.094,S*,22.51,-1,Apollo,Near
559,2002XY38,0.078,S*,22.9,-1,Aten,Near
560,2005XB1,0.118,S*,22.0,-1,Apollo,Near
561,2012HM1,0.156,S*,21.4,-1,Amor,Near
562,2009JL1,0.153,S*,21.44,-1,Apollo,Near
563,2014OA2,0.149,S*,21.5,-1,Amor,Near
564,2009TK,0.103,S*,22.3,-1,Amor,Near
565,2007CA27,0.157,S*,21.39,-1,Aten,Near
566,2014QX266,0.091,S*,22.58,-1,Amor,Near
567,2021GG11,0.07,S*,23.13,-1,Apollo,Near
568,2021GJ3,0.054,S*,23.7,-1,Apollo,Near
569,2021GQ10,0.014,S*,26.65,-1,Aten,Near
570,2021HN,0.012,S*,26.9,-1,Apollo,Near
571,2021JB6,0.005,S*,28.78,-1,Apollo,Near
572,2021JR3,0.03,S*,24.95,-1,Apollo,Near
573,2021KN2,0.006,S*,28.63,-1,Apollo,Near
574,2021RS,0.027,S*,25.18,-1,Aten,Near
575,2021UH2,0.026,S*,25.31,-1,Aten,Near
576,1996XB27,0.136,S*,21.7,-1,Amor,Near
577,2006UP,0.075,S*,23.0,-1,Amor,Near
578,2007RQ17,0.09,S*,22.6,-1,Apollo,Near
579,2013NX,0.113,S*,22.1,-1,Apollo,Near
580,2000SJ344,0.086,S*,22.7,-1,Apollo,Near
581,2008GG2,0.08,S*,22.86,-1,Amor,Near
582,1998KG3,0.106,S*,22.23,-1,Amor,Near
583,Duene,0.047,S*,24.0,-1,Atira,Near
584,2009CP5,0.149,S*,21.5,-1,Apollo,Near
585,2008QF,0.134,S*,21.73,-1,Amor,Near
586,2009FD,0.113,S*,22.1,-1,Apollo,Near
587,2008WJ60,0.15,S*,21.48,-1,Amor,Near
588,2018XU6,0.084,S*,22.31,-1,Amor,Near
589,2018XA,0.054,S*,23.7,-1,Apollo,Near
590,2018VN3,0.138,S*,21.66,-1,Amor,Near
591,2017DA36,0.028,S*,25.1,-1,Apollo,Near
592,2017BJ30,0.014,S*,26.7,-1,Apollo,Near
593,2017BK,0.047,S*,24.0,-1,Apollo,Near
594,2017BL30,0.065,S*,23.3,-1,Apollo,Near
595,2017BM123,0.052,S*,23.8,-1,Apollo,Near
596,2017BS32,0.011,S*,27.2,-1,Aten,Near
597,2017BS5,0.042,S*,24.24,-1,Amor,Near
598,2017BT,0.103,S*,22.3,-1,Amor,Near
599,2017BU,0.027,S*,25.2,-1,Apollo,Near
600,2017BW,0.059,S*,23.49,-1,Apollo,Near
601,2017BY93,0.066,S*,23.28,-1,Apollo,Near
602,2017CF32,0.015,S*,26.47,-1,Apollo,Near
603,2017CP32,0.047,S*,24.0,-1,Aten,Near
604,2017CR32,0.09,S*,22.6,-1,Amor,Near
605,2017DA38,0.03,S*,25.0,-1,Apollo,Near
606,2017AS4,0.013,S*,26.8,-1,Apollo,Near
607,2017DL34,0.02,S*,25.9,-1,Amor,Near
608,2017DV15,0.027,S*,25.2,-1,Amor,Near
609,2017EA3,0.068,S*,23.2,-1,Apollo,Near
610,2017EE3,0.019,S*,26.0,-1,Apollo,Near
611,2017EE4,0.03,S*,25.0,-1,Apollo,Near
612,2017EH4,0.045,S*,24.1,-1,Amor,Near
613,2017EK3,0.016,S*,26.3,-1,Apollo,Near
614,2017EZ2,0.028,S*,25.1,-1,Amor,Near
615,2017FH101,0.094,S*,22.5,-1,Apollo,Near
616,2017FJ,0.007,S*,28.2,-1,Apollo,Near
617,2017FK,0.01,S*,27.4,-1,Apollo,Near
618,2017AT4,0.014,S*,26.6,-1,Amor,Near
619,2017AR4,0.033,S*,24.8,-1,Apollo,Near
620,2017HU49,0.015,S*,26.5,-1,Aten,Near
621,2016VA,0.009,S*,27.6,-1,Aten,Near
622,2016RD34,0.009,S*,27.7,-1,Amor,Near
623,2016RF34,0.037,S*,24.5,-1,Apollo,Near
624,2016RH18,0.142,S*,21.6,-1,Amor,Near
625,2016RJ18,0.059,S*,23.5,-1,Amor,Near
626,2016RL20,0.059,S*,23.5,-1,Apollo,Near
627,2016RM20,0.017,S*,26.2,-1,Apollo,Near
628,2016RT33,0.049,S*,23.9,-1,Amor,Near
629,2016SA2,0.007,S*,28.2,-1,Apollo,Near
630,2016SW1,0.006,S*,28.5,-1,Apollo,Near
631,2016SZ1,0.016,S*,26.3,-1,Apollo,Near
632,2016TD18,0.057,S*,23.6,-1,Apollo,Near
633,2016TL2,0.108,S*,22.2,-1,Amor,Near
634,2016UE,0.024,S*,25.48,-1,Apollo,Near
635,2016VP4,0.043,S*,24.2,-1,Amor,Near
636,2017AG5,0.089,S*,22.63,-1,Apollo,Near
637,2016WB8,0.02,S*,25.9,-1,Apollo,Near
638,2016WG7,0.019,S*,26.0,-1,Aten,Near
639,2016WL7,0.041,S*,24.3,-1,Apollo,Near
640,2016WP,0.124,S*,21.9,-1,Apollo,Near
641,2016WQ,0.024,S*,25.5,-1,Apollo,Near
642,2016WZ8,0.006,S*,28.4,-1,Apollo,Near
643,2016XR23,0.025,S*,25.4,-1,Apollo,Near
644,2016YF,0.025,S*,25.4,-1,Apollo,Near
645,2016YH3,0.037,S*,24.5,-1,Apollo,Near
646,2016YM,0.118,S*,22.0,-1,Amor,Near
647,2016YM1,0.113,S*,22.1,-1,Amor,Near
648,2016YM3,0.013,S*,26.8,-1,Apollo,Near
649,2017HN3,0.142,S*,21.6,-1,Apollo,Near
650,2017HV3,0.054,S*,23.7,-1,Amor,Near
651,2018UY1,0.045,S*,24.1,-1,Aten,Near
652,2018DY3,0.022,S*,25.7,-1,Apollo,Near
653,2017WX12,0.113,S*,22.13,-1,Apollo,Near
654,2017XS,0.084,S*,22.74,-1,Aten,Near
655,2017YF7,0.057,S*,23.6,-1,Amor,Near
656,2017YR3,0.026,S*,25.3,-1,Apollo,Near
657,2017YW3,0.015,S*,26.5,-1,Apollo,Near
658,2018AF3,0.082,S*,22.8,-1,Amor,Near
659,2018AJ,0.037,S*,24.5,-1,Apollo,Near
660,2018AO18,0.149,S*,21.5,-1,Amor,Near
661,2018AQ2,0.113,S*,22.1,-1,Apollo,Near
662,2018BG1,0.024,S*,25.5,-1,Amor,Near
663,2018CB,0.02,S*,25.9,-1,Apollo,Near
664,2018DT,0.011,S*,27.1,-1,Amor,Near
665,2018EH,0.039,S*,24.4,-1,Apollo,Near
666,2017VY13,0.016,S*,26.4,-1,Apollo,Near
667,2018GE3,0.052,S*,23.8,-1,Apollo,Near
668,2018JX,0.062,S*,23.4,-1,Apollo,Near
669,2018KF1,0.021,S*,25.8,-1,Amor,Near
670,2018LQ2,0.031,S*,24.9,-1,Amor,Near
671,2018QU1,0.082,S*,22.8,-1,Apollo,Near
672,2018RC,0.031,S*,24.9,-1,Aten,Near
673,2018RQ2,0.078,S*,22.9,-1,Apollo,Near
674,2018TS,0.091,S*,22.58,-1,Amor,Near
675,2017VZ14,0.028,S*,25.1,-1,Apollo,Near
676,2017VV12,0.007,S*,28.0,-1,Apollo,Near
677,2017JA2,0.034,S*,24.7,-1,Apollo,Near
678,2017QR35,0.026,S*,25.3,-1,Amor,Near
679,2017JM2,0.041,S*,24.3,-1,Apollo,Near
680,2017KJ27,0.025,S*,25.4,-1,Apollo,Near
681,2017LD,0.009,S*,27.5,-1,Amor,Near
682,2017LE,0.016,S*,26.4,-1,Amor,Near
683,2017MC1,0.039,S*,24.4,-1,Apollo,Near
684,2017MO8,0.019,S*,26.0,-1,Apollo,Near
685,2017PS25,0.156,S*,21.4,-1,Amor,Near
686,2017QB35,0.004,S*,29.3,-1,Aten,Near
687,2017QG18,0.012,S*,27.0,-1,Apollo,Near
688,2017QK,0.052,S*,23.8,-1,Apollo,Near
689,2017QT1,0.014,S*,26.7,-1,Apollo,Near
690,2017VU,0.081,S*,22.81,-1,Amor,Near
691,2017QU17,0.018,S*,26.1,-1,Amor,Near
692,2017QW1,0.017,S*,26.2,-1,Aten,Near
693,2017QX1,0.033,S*,24.8,-1,Amor,Near
694,2017RB,0.007,S*,28.1,-1,Apollo,Near
695,2017RB16,0.023,S*,25.6,-1,Apollo,Near
696,2017RS2,0.016,S*,26.4,-1,Amor,Near
697,2017RU2,0.023,S*,25.6,-1,Apollo,Near
698,2017RV2,0.017,S*,26.23,-1,Apollo,Near
699,2017UK8,0.007,S*,28.2,-1,Apollo,Near
700,2017VA15,0.028,S*,25.1,-1,Amor,Near
701,2017VC,0.068,S*,23.2,-1,Apollo,Near
702,2017VC14,0.007,S*,28.2,-1,Apollo,Near
703,2017VG1,0.038,S*,24.47,-1,Apollo,Near
704,2015JD,0.024,S*,25.5,-1,Apollo,Near
705,2015CZ12,0.025,S*,25.4,-1,Apollo,Near
706,2015HW11,0.065,S*,23.3,-1,Apollo,Near
707,2009TM8,0.006,S*,28.4,-1,Apollo,Near
708,2009WV25,0.047,S*,24.0,-1,Apollo,Near
709,2009WB,0.043,S*,24.2,-1,Amor,Near
710,2009UY19,0.062,S*,23.4,-1,Apollo,Near
711,2009UU1,0.034,S*,24.7,-1,Apollo,Near
712,2009UO3,0.075,S*,23.0,-1,Amor,Near
713,2009UD,0.011,S*,27.2,-1,Apollo,Near
714,2009TO8,0.018,S*,26.1,-1,Apollo,Near
715,2009SN103,0.009,S*,27.6,-1,Apollo,Near
716,2010EK43,0.142,S*,21.6,-1,Apollo,Near
717,2009SK15,0.026,S*,25.3,-1,Amor,Near
718,2009SH2,0.031,S*,24.9,-1,Aten,Near
719,2009SH15,0.037,S*,24.5,-1,Amor,Near
720,2009QH34,0.031,S*,24.9,-1,Amor,Near
721,2009KW2,0.014,S*,26.6,-1,Amor,Near
722,2009KL8,0.041,S*,24.3,-1,Apollo,Near
723,2009HM82,0.086,S*,22.7,-1,Apollo,Near
724,2009WV51,0.011,S*,27.1,-1,Apollo,Near
725,2009WW104,0.094,S*,22.5,-1,Apollo,Near
726,2009WY7,0.045,S*,24.1,-1,Aten,Near
727,2009XO2,0.059,S*,23.5,-1,Apollo,Near
728,2010EC43,0.075,S*,23.0,-1,Apollo,Near
729,2010DL,0.012,S*,27.0,-1,Apollo,Near
730,2010CO44,0.036,S*,24.6,-1,Apollo,Near
731,2010CK1,0.047,S*,24.0,-1,Apollo,Near
732,2010CF55,0.136,S*,21.7,-1,Apollo,Near
733,2010CE55,0.108,S*,22.2,-1,Amor,Near
734,2010CD55,0.065,S*,23.3,-1,Apollo,Near
735,2010CC19,0.103,S*,22.3,-1,Apollo,Near
736,2010BT3,0.156,S*,21.4,-1,Amor,Near
737,2010BK2,0.118,S*,22.0,-1,Aten,Near
738,2010AN2,0.108,S*,22.2,-1,Apollo,Near
739,2010AL30,0.011,S*,27.2,-1,Apollo,Near
740,2010AE30,0.057,S*,23.6,-1,Apollo,Near
741,2009HK73,0.016,S*,26.3,-1,Apollo,Near
742,2009HG60,0.086,S*,22.7,-1,Apollo,Near
743,2009FX4,0.025,S*,25.4,-1,Apollo,Near
744,2008WA14,0.075,S*,23.0,-1,Apollo,Near
745,2008VH14,0.057,S*,23.6,-1,Amor,Near
746,2008UT95,0.01,S*,27.4,-1,Apollo,Near
747,2008UT5,0.037,S*,24.5,-1,Amor,Near
748,2008UT1,0.103,S*,22.3,-1,Apollo,Near
749,2008UR2,0.012,S*,27.0,-1,Apollo,Near
750,2008UR,0.012,S*,26.9,-1,Apollo,Near
751,2008UP100,0.049,S*,23.9,-1,Apollo,Near
752,2008TY9,0.03,S*,25.0,-1,Amor,Near
753,2008TX3,0.031,S*,24.9,-1,Apollo,Near
754,2008TT26,0.057,S*,23.6,-1,Apollo,Near
755,2008TC3,0.002,S*,30.9,-1,Apollo,Near
756,2008SA,0.03,S*,25.0,-1,Apollo,Near
757,2008JL24,0.004,S*,29.6,-1,Apollo,Near
758,2008HJ,0.021,S*,25.8,-1,Apollo,Near
759,2008VU3,0.062,S*,23.4,-1,Apollo,Near
760,2008WD14,0.069,S*,23.16,-1,Apollo,Near
761,2009FP32,0.009,S*,27.7,-1,Apollo,Near
762,2008WY94,0.023,S*,25.6,-1,Apollo,Near
763,2009FK,0.007,S*,28.3,-1,Apollo,Near
764,2009FJ,0.031,S*,24.9,-1,Apollo,Near
765,2009FH,0.014,S*,26.6,-1,Apollo,Near
766,2009EW,0.016,S*,26.4,-1,Apollo,Near
767,2009EM1,0.078,S*,22.9,-1,Amor,Near
768,2009DO111,0.082,S*,22.8,-1,Apollo,Near
769,2009DD45,0.021,S*,25.8,-1,Apollo,Near
770,2009CV,0.041,S*,24.3,-1,Apollo,Near
771,2009BO5,0.013,S*,26.8,-1,Apollo,Near
772,2009BK58,0.021,S*,25.8,-1,Apollo,Near
773,2009BF2,0.02,S*,25.9,-1,Apollo,Near
774,2009BD,0.007,S*,28.1,-1,Amor,Near
775,2008YY32,0.027,S*,25.2,-1,Apollo,Near
776,2008XC1,0.054,S*,23.7,-1,Apollo,Near
777,2010EG21,0.039,S*,24.4,-1,Aten,Near
778,2010FC,0.047,S*,24.0,-1,Amor,Near
779,2015HV11,0.045,S*,24.1,-1,Amor,Near
780,2010UC7,0.034,S*,24.7,-1,Apollo,Near
781,2010VO21,0.005,S*,28.7,-1,Apollo,Near
782,2010VK139,0.055,S*,23.65,-1,Atira,Near
783,2010VB1,0.068,S*,23.2,-1,Apollo,Near
784,2010UX6,0.071,S*,23.1,-1,Amor,Near
785,2010UJ7,0.025,S*,25.4,-1,Aten,Near
786,2010TS19,0.021,S*,25.8,-1,Apollo,Near
787,2010FD6,0.013,S*,26.8,-1,Apollo,Near
788,2010TN4,0.009,S*,27.5,-1,Apollo,Near
789,2010TG19,0.049,S*,23.9,-1,Apollo,Near
790,2010TE55,0.007,S*,28.0,-1,Aten,Near
791,2010TD54,0.005,S*,28.9,-1,Apollo,Near
792,2010SK13,0.01,S*,27.4,-1,Apollo,Near
793,2010RQ64,0.017,S*,26.2,-1,Amor,Near
794,2010RJ53,0.047,S*,24.0,-1,Apollo,Near
795,2010VW75,0.124,S*,21.9,-1,Amor,Near
796,2010VZ11,0.023,S*,25.6,-1,Apollo,Near
797,2010WA,0.003,S*,30.0,-1,Apollo,Near
798,2010WA9,0.023,S*,25.6,-1,Apollo,Near
799,2011GP59,0.041,S*,24.3,-1,Aten,Near
800,2011GO65,0.077,S*,22.92,-1,Amor,Near
801,2011GM62,0.082,S*,22.8,-1,Apollo,Near
802,2011BG24,0.014,S*,26.6,-1,Apollo,Near
803,2011BA45,0.149,S*,21.5,-1,Apollo,Near
804,2011AV55,0.059,S*,23.5,-1,Apollo,Near
805,2011AL37,0.041,S*,24.3,-1,Apollo,Near
806,2011AA37,0.07,S*,23.13,-1,Amor,Near
807,2010YD,0.014,S*,26.6,-1,Apollo,Near
808,2010XR69,0.025,S*,25.4,-1,Aten,Near
809,2010XM56,0.028,S*,25.1,-1,Apollo,Near
810,2010XE11,0.075,S*,23.0,-1,Amor,Near
811,2010WC9,0.059,S*,23.5,-1,Apollo,Near
812,2010WB,0.045,S*,24.1,-1,Apollo,Near
813,2010RC130,0.108,S*,22.2,-1,Amor,Near
814,2010QG2,0.041,S*,24.3,-1,Apollo,Near
815,2010HF,0.017,S*,26.2,-1,Amor,Near
816,2010GZ5,0.082,S*,22.8,-1,Apollo,Near
817,2010GX23,0.075,S*,23.0,-1,Apollo,Near
818,2010GT6,0.156,S*,21.4,-1,Apollo,Near
819,2010GL23,0.082,S*,22.8,-1,Apollo,Near
820,2010GH7,0.01,S*,27.3,-1,Apollo,Near
821,2010GF7,0.02,S*,25.9,-1,Apollo,Near
822,2010GC6,0.156,S*,21.4,-1,Amor,Near
823,2010GB6,0.113,S*,22.1,-1,Aten,Near
824,2010FX9,0.043,S*,24.2,-1,Apollo,Near
825,2010FW9,0.014,S*,26.7,-1,Apollo,Near
826,2010FT,0.022,S*,25.7,-1,Apollo,Near
827,2010FS,0.043,S*,24.2,-1,Aten,Near
828,2010FR9,0.018,S*,26.1,-1,Apollo,Near
829,2010FK,0.052,S*,23.8,-1,Aten,Near
830,2010HA,0.049,S*,23.9,-1,Aten,Near
831,2010HV20,0.124,S*,21.9,-1,Apollo,Near
832,2010NR1,0.13,S*,21.8,-1,Amor,Near
833,2010NK1,0.098,S*,22.4,-1,Apollo,Near
834,2010MP1,0.156,S*,21.4,-1,Aten,Near
835,2010MG1,0.065,S*,23.3,-1,Apollo,Near
836,2010LK61,0.124,S*,21.9,-1,Apollo,Near
837,2010LB64,0.132,S*,21.76,-1,Amor,Near
838,2010KV7,0.019,S*,26.0,-1,Apollo,Near
839,2010KO10,0.011,S*,27.1,-1,Apollo,Near
840,2010KK37,0.022,S*,25.7,-1,Apollo,Near
841,2010KA8,0.156,S*,21.4,-1,Apollo,Near
842,2010JW39,0.037,S*,24.5,-1,Apollo,Near
843,2010JO71,0.049,S*,23.9,-1,Apollo,Near
844,2010JL88,0.013,S*,26.8,-1,Apollo,Near
845,2010JJ3,0.054,S*,23.7,-1,Apollo,Near
846,2010JH3,0.026,S*,25.3,-1,Apollo,Near
847,2008HA2,0.039,S*,24.4,-1,Amor,Near
848,2008GU20,0.078,S*,22.9,-1,Amor,Near
849,2008DG4,0.052,S*,23.8,-1,Apollo,Near
850,2001WJ4,0.01,S*,27.4,-1,Apollo,Near
851,2002CX58,0.103,S*,22.3,-1,Apollo,Near
852,2002BF25,0.097,S*,22.42,-1,Apollo,Near
853,2002AH29,0.149,S*,21.5,-1,Amor,Near
854,2002AA29,0.027,S*,25.2,-1,Aten,Near
855,2001XU4,0.054,S*,23.7,-1,Apollo,Near
856,2001WV1,0.094,S*,22.5,-1,Apollo,Near
857,2001WR5,0.078,S*,22.9,-1,Amor,Near
858,2001UF5,0.098,S*,22.4,-1,Apollo,Near
859,2008CP116,0.078,S*,22.9,-1,Amor,Near
860,2001KU66,0.045,S*,24.1,-1,Amor,Near
861,2001EC16,0.103,S*,22.3,-1,Apollo,Near
862,2001DS8,0.082,S*,22.8,-1,Amor,Near
863,2001CQ36,0.086,S*,22.7,-1,Aten,Near
864,2002EC,0.062,S*,23.4,-1,Amor,Near
865,2002GD10,0.086,S*,22.7,-1,Amor,Near
866,2002JR100,0.041,S*,24.3,-1,Aten,Near
867,2002LY1,0.103,S*,22.3,-1,Aten,Near
868,2004EU22,0.054,S*,23.7,-1,Apollo,Near
869,2004BW18,0.094,S*,22.5,-1,Amor,Near
870,2004BV18,0.02,S*,25.9,-1,Apollo,Near
871,2004BB75,0.071,S*,23.1,-1,Amor,Near
872,2003XV,0.014,S*,26.7,-1,Apollo,Near
873,2003WT153,0.007,S*,28.0,-1,Aten,Near
874,2003SR84,0.024,S*,25.44,-1,Apollo,Near
875,2003EZ16,0.09,S*,22.6,-1,Amor,Near
876,2003EM1,0.037,S*,24.5,-1,Aten,Near
877,2002VO85,0.142,S*,21.6,-1,Amor,Near
878,2002TZ66,0.02,S*,25.9,-1,Aten,Near
879,2002TP69,0.124,S*,21.89,-1,Amor,Near
880,2002TH68,0.149,S*,21.5,-1,Amor,Near
881,2001CP36,0.054,S*,23.7,-1,Aten,Near
882,2001BF10,0.09,S*,22.6,-1,Apollo,Near
883,2001AV43,0.031,S*,24.9,-1,Apollo,Near
884,2000EB14,0.051,S*,23.81,-1,Aten,Near
885,2000DO8,0.037,S*,24.54,-1,Apollo,Near
886,2000AG6,0.033,S*,24.8,-1,Apollo,Near
887,1999TY2,0.071,S*,23.1,-1,Apollo,Near
888,1999TN13,0.057,S*,23.6,-1,Apollo,Near
889,1999SH10,0.09,S*,22.6,-1,Apollo,Near
890,1999SF10,0.047,S*,24.0,-1,Apollo,Near
891,1999NW2,0.068,S*,23.2,-1,Apollo,Near
892,1998KY26,0.024,S*,25.5,-1,Apollo,Near
893,1997UR,0.068,S*,23.2,-1,Amor,Near
894,1996VB3,0.102,S*,22.32,-1,Apollo,Near
895,1995HM,0.094,S*,22.5,-1,Amor,Near
896,2000HB24,0.048,S*,23.95,-1,Aten,Near
897,2000YA,0.054,S*,23.7,-1,Apollo,Near
898,2000RE52,0.103,S*,22.3,-1,Apollo,Near
899,2000WS28,0.057,S*,23.6,-1,Apollo,Near
900,2000WQ148,0.086,S*,22.7,-1,Apollo,Near
901,2000WP19,0.086,S*,22.7,-1,Aten,Near
902,2000WN148,0.098,S*,22.4,-1,Amor,Near
903,2000WM10,0.021,S*,25.8,-1,Amor,Near
904,2000WL107,0.038,S*,24.44,-1,Amor,Near
905,2000WJ107,0.054,S*,23.7,-1,Apollo,Near
906,2000WH10,0.094,S*,22.5,-1,Apollo,Near
907,2000WG63,0.068,S*,23.2,-1,Amor,Near
908,2000WG10,0.062,S*,23.4,-1,Apollo,Near
909,2000UO30,0.041,S*,24.3,-1,Apollo,Near
910,2000UK11,0.026,S*,25.3,-1,Aten,Near
911,2000TL1,0.059,S*,23.5,-1,Apollo,Near
912,2000SM10,0.045,S*,24.1,-1,Apollo,Near
913,2004FH,0.022,S*,25.7,-1,Aten,Near
914,2004GD,0.054,S*,23.7,-1,Apollo,Near
915,2004GD2,0.041,S*,24.3,-1,Amor,Near
916,2007RE2,0.082,S*,22.8,-1,Amor,Near
917,2007PD8,0.09,S*,22.6,-1,Amor,Near
918,2007LW19,0.059,S*,23.5,-1,Apollo,Near
919,2007LT,0.09,S*,22.6,-1,Apollo,Near
920,2007KE4,0.027,S*,25.2,-1,Amor,Near
921,2007KE,0.094,S*,22.5,-1,Apollo,Near
922,2007HL4,0.045,S*,24.1,-1,Amor,Near
923,2007HD84,0.059,S*,23.5,-1,Amor,Near
924,2007GY1,0.09,S*,22.6,-1,Apollo,Near
925,2007GU1,0.03,S*,25.0,-1,Apollo,Near
926,2007EV,0.03,S*,25.0,-1,Apollo,Near
927,2007EO,0.082,S*,22.8,-1,Amor,Near
928,2007EK88,0.149,S*,21.5,-1,Amor,Near
929,2007DX,0.086,S*,22.7,-1,Amor,Near
930,2007PS9,0.059,S*,23.5,-1,Apollo,Near
931,2007RH1,0.09,S*,22.6,-1,Amor,Near
932,2007DA,0.098,S*,22.4,-1,Apollo,Near
