cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
5,4.605405,-108.929561,2.6565324100E+02,-2.1974837000E+01,265.6519361,-21.9752520,0.0688,0.0754,0.0183,8.137,0.022,48.7,2.833E+01,8.270,0.019,56.6,4.566E+00,8.214,0.040,27.2,1.937E+00,7.555,0.411,2.6,9.604E-01,1,0,0.000,0.000,0.000,0.000,hh0d,AAAC,0,55272.099164,74641664,9.976,null,8.907,0.040,8.580,null
6,4.865302,-106.547179,2.6565331200E+02,-2.1974803000E+01,265.6519150,-21.9751879,0.0683,0.0719,0.0178,8.104,0.021,51.9,1.409E+01,8.246,0.022,48.7,3.368E+00,8.251,0.044,24.7,1.079E+00,7.705,0.506,2.1,1.124E+00,1,0,0.000,0.000,0.000,0.000,hh0d,AAAC,0,55272.099291,74641664,9.976,null,8.907,0.040,8.580,null
8,4.718742,-65.863074,2.6575844900E+02,-2.1978175000E+01,265.7571591,-21.9776390,0.0654,0.0619,0.0056,8.337,0.017,62.9,1.165E+00,8.576,0.018,59.1,2.498E+00,8.341,0.048,22.7,6.943E-01,7.284,null,1.4,9.537E-01,1,0,0.000,0.000,0.000,0.000,00o0,AAAU,0,55272.297684,74703324,10.197,0.023,9.070,0.022,8.553,0.023
10,4.999786,104.498776,2.6582849500E+02,-2.1980373000E+01,265.8299450,-21.9807207,0.1107,0.1123,-0.0250,11.189,0.025,42.8,1.105E+01,11.385,0.031,35.0,5.722E+00,10.781,null,0.8,8.478E-01,7.506,null,0.8,5.080E-01,1,0,0.000,0.000,0.000,0.000,0000,AAUU,0,55272.429988,74703282,12.704,0.037,11.768,0.044,11.455,0.033
20,2.086032,-136.597768,2.6624768300E+02,-2.1992897000E+01,266.2472536,-21.9933180,0.4224,0.4579,0.0669,12.722,0.133,8.1,2.021E+00,12.448,0.075,14.5,1.463E+00,10.986,null,0.5,5.480E-01,7.823,null,null,7.883E-01,1,0,0.000,0.000,0.000,0.000,00OD,BAUU,1,55273.223939,74969641,12.873,0.023,12.448,0.031,12.356,0.027
21,3.018977,-110.035083,2.6631734200E+02,-2.1994884000E+01,266.3164923,-21.9951713,0.0931,0.0856,-0.0200,9.376,0.030,36.6,6.108E+01,9.756,0.022,49.8,1.861E+00,9.841,0.178,6.1,2.396E+00,7.721,null,null,2.151E+00,1,0,0.015,0.000,0.000,0.000,hh00,AABU,1,55273.356243,75031861,11.228,0.021,10.170,0.021,9.786,0.020
23,0.071270,-109.167415,2.0520114700E+02,-2.4191574000E+01,205.2011265,-24.1915805,0.1243,0.1304,0.0338,16.307,0.331,3.3,7.150E-01,12.470,0.052,20.9,1.491E+00,7.210,0.019,56.5,3.763E+00,5.198,0.055,19.7,1.250E+00,1,0,0.000,0.000,0.000,0.000,0000,BAAA,1,55398.084496,null,null,null,null,null,null,null
24,0.174362,-38.318682,2.0494451200E+02,-2.4106573000E+01,204.9444791,-24.1065350,0.1444,0.1579,0.0549,16.095,0.256,4.2,1.623E+00,12.847,0.065,16.8,1.480E+00,7.480,0.023,47.6,1.857E+00,5.503,0.070,15.5,7.433E-01,1,0,0.000,0.000,0.000,0.000,0000,BAAA,1,55398.150584,null,null,null,null,null,null,null
